#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.002	0.050
1	2	2	0.004	0.100
1	4	4	0.008	0.201
1	8	8	0.019	0.464
1	16	16	0.037	0.885
1	32	32	0.071	1.714
1	64	64	0.071	1.714
1	128	128	0.071	1.714
1	256	256	0.071	1.714
2	256	512	0.071	1.714
3	256	768	0.071	1.714
4	256	1024	0.067	1.602
5	256	1280	0.064	1.539
6	256	1536	0.062	1.499
7	256	1792	0.063	1.520
8	256	2048	0.064	1.530
9	256	2304	0.064	1.531
10	256	2560	0.064	1.548
11	256	2816	0.065	1.567
12	256	3072	0.065	1.565
13	256	3328	0.065	1.564
14	256	3584	0.066	1.585
15	256	3840	0.067	1.601
16	256	4096	0.066	1.588
17	256	4352	0.066	1.583
18	256	4608	0.065	1.567
19	256	4864	0.065	1.555
20	256	5120	0.064	1.546
21	256	5376	0.064	1.543
22	256	5632	0.064	1.544
23	256	5888	0.064	1.535
24	256	6144	0.064	1.541
25	256	6400	0.063	1.507
26	256	6656	0.062	1.499
27	256	6912	0.062	1.491
28	256	7168	0.061	1.476
29	256	7424	0.061	1.470
30	256	7680	0.061	1.461
31	256	7936	0.060	1.431
32	256	8192	0.059	1.424
64	256	16384	0.056	1.334
128	256	32768	0.054	1.295
256	256	65536	0.053	1.279
512	256	131072	0.053	1.264
1024	256	262144	0.052	1.258
2048	256	524288	0.052	1.257
4096	256	1048576	0.052	1.254
8192	256	2097152	0.052	1.254
16384	256	4194304	0.052	1.252
