#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.001	0.026
1	2	2	0.002	0.051
1	4	4	0.004	0.103
1	8	8	0.014	0.347
1	16	16	0.014	0.347
1	32	32	0.014	0.347
1	64	64	0.014	0.347
1	128	128	0.014	0.347
1	256	256	0.012	0.289
2	256	512	0.011	0.268
3	256	768	0.011	0.269
4	256	1024	0.011	0.267
5	256	1280	0.011	0.257
6	256	1536	0.011	0.259
7	256	1792	0.011	0.259
8	256	2048	0.011	0.259
9	256	2304	0.011	0.259
10	256	2560	0.011	0.257
11	256	2816	0.011	0.259
12	256	3072	0.011	0.258
13	256	3328	0.011	0.258
14	256	3584	0.011	0.258
15	256	3840	0.011	0.257
16	256	4096	0.011	0.258
17	256	4352	0.011	0.259
18	256	4608	0.011	0.258
19	256	4864	0.011	0.257
20	256	5120	0.011	0.257
21	256	5376	0.011	0.258
22	256	5632	0.011	0.258
23	256	5888	0.011	0.258
24	256	6144	0.011	0.257
25	256	6400	0.011	0.257
26	256	6656	0.011	0.257
27	256	6912	0.011	0.258
28	256	7168	0.011	0.258
29	256	7424	0.011	0.258
30	256	7680	0.011	0.257
31	256	7936	0.011	0.258
32	256	8192	0.011	0.258
64	256	16384	0.011	0.258
128	256	32768	0.011	0.258
256	256	65536	0.011	0.258
512	256	131072	0.011	0.258
1024	256	262144	0.011	0.258
2048	256	524288	0.011	0.258
4096	256	1048576	0.011	0.258
