#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.025	0.600
1	2	2	0.050	1.200
1	4	4	0.100	2.400
1	8	8	0.200	4.800
1	16	16	0.229	5.486
1	32	32	0.246	5.908
1	64	64	0.246	5.908
1	128	128	0.246	5.908
1	256	256	0.246	5.908
2	256	512	0.246	5.908
3	256	768	0.246	5.908
4	256	1024	0.298	7.144
5	256	1280	0.340	8.170
6	256	1536	0.376	9.035
7	256	1792	0.394	9.456
8	256	2048	0.411	9.854
9	256	2304	0.424	10.172
10	256	2560	0.406	9.755
11	256	2816	0.394	9.452
12	256	3072	0.384	9.225
13	256	3328	0.393	9.443
14	256	3584	0.401	9.630
15	256	3840	0.408	9.786
16	256	4096	0.405	9.714
17	256	4352	0.402	9.659
18	256	4608	0.401	9.626
19	256	4864	0.403	9.675
20	256	5120	0.405	9.729
21	256	5376	0.396	9.504
22	256	5632	0.391	9.376
23	256	5888	0.386	9.260
24	256	6144	0.384	9.204
25	256	6400	0.374	8.980
26	256	6656	0.378	9.065
27	256	6912	0.380	9.130
28	256	7168	0.378	9.074
29	256	7424	0.369	8.864
30	256	7680	0.371	8.916
31	256	7936	0.371	8.906
32	256	8192	0.360	8.637
64	256	16384	0.316	7.591
128	256	32768	0.294	7.053
256	256	65536	0.289	6.928
512	256	131072	0.283	6.800
1024	256	262144	0.281	6.741
2048	256	524288	0.279	6.706
4096	256	1048576	0.278	6.664
8192	256	2097152	0.277	6.643
16384	256	4194304	0.276	6.630
