#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	21.333	512
1	2	2	42.667	1024
1	4	4	85.333	2048
1	8	8	170.667	4096
1	16	16	215.579	5173.895
1	32	32	248.242	5957.818
1	64	64	248.242	5957.818
1	128	128	248.242	5957.818
1	256	256	248.242	5957.818
2	256	512	248.242	5957.818
3	256	768	248.242	5957.818
4	256	1024	9.263	222.309
5	256	1280	17.505	420.131
6	256	1536	36.489	875.739
7	256	1792	8.335	200.028
8	256	2048	11.271	270.514
9	256	2304	33.45	802.812
10	256	2560	6.144	147.466
11	256	2816	6.013	144.303
12	256	3072	34.354	824.505
13	256	3328	15.093	362.23
14	256	3584	10.295	247.068
15	256	3840	32.853	788.475
16	256	4096	15.925	382.191
17	256	4352	11.502	276.055
18	256	4608	32.779	786.694
19	256	4864	16.617	398.798
20	256	5120	12.915	309.949
21	256	5376	13.257	318.166
22	256	5632	13.573	325.741
23	256	5888	11.58	277.911
24	256	6144	10.746	257.894
25	256	6400	8.99	215.765
26	256	6656	8.274	198.577
27	256	6912	7.993	191.841
28	256	7168	7.789	186.929
29	256	7424	7.621	182.901
30	256	7680	7.429	178.304
31	256	7936	7.726	185.435
32	256	8192	8.933	214.389
64	256	16384	27.32	655.674
128	256	32768	34.65	831.602
256	256	65536	51.334	1232.023
512	256	131072	72.682	1744.374
1024	256	262144	80.09	1922.168
2048	256	524288	86.429	2074.292
4096	256	1048576	90.665	2175.969
8192	256	2097152	93.626	2247.016
16384	256	4194304	82.771	1986.493
