#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.013	0.308
1	2	2	0.026	0.615
1	4	4	0.051	1.231
1	8	8	0.103	2.462
1	16	16	0.110	2.630
1	32	32	0.113	2.723
1	64	64	0.113	2.723
1	128	128	0.113	2.723
1	256	256	0.113	2.723
2	256	512	0.113	2.723
3	256	768	0.113	2.723
4	256	1024	0.144	3.467
5	256	1280	0.173	4.147
6	256	1536	0.199	4.770
7	256	1792	0.202	4.849
8	256	2048	0.203	4.876
9	256	2304	0.210	5.029
10	256	2560	0.201	4.818
11	256	2816	0.201	4.814
12	256	3072	0.201	4.828
13	256	3328	0.202	4.851
14	256	3584	0.202	4.860
15	256	3840	0.204	4.898
16	256	4096	0.203	4.875
17	256	4352	0.204	4.884
18	256	4608	0.205	4.932
19	256	4864	0.207	4.978
20	256	5120	0.207	4.974
21	256	5376	0.200	4.799
22	256	5632	0.195	4.675
23	256	5888	0.191	4.579
24	256	6144	0.188	4.500
25	256	6400	0.189	4.526
26	256	6656	0.186	4.469
27	256	6912	0.185	4.433
28	256	7168	0.184	4.412
29	256	7424	0.182	4.366
30	256	7680	0.180	4.332
31	256	7936	0.180	4.321
32	256	8192	0.178	4.265
64	256	16384	0.158	3.797
128	256	32768	0.151	3.628
256	256	65536	0.147	3.537
512	256	131072	0.145	3.487
1024	256	262144	0.144	3.464
2048	256	524288	0.144	3.456
4096	256	1048576	0.144	3.449
8192	256	2097152	0.144	3.445
16384	256	4194304	0.144	3.445
