#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.002	0.042
1	2	2	0.004	0.085
1	4	4	0.007	0.170
1	8	8	0.018	0.438
1	16	16	0.035	0.842
1	32	32	0.035	0.842
1	64	64	0.035	0.842
1	128	128	0.035	0.842
1	256	256	0.035	0.842
2	256	512	0.033	0.796
3	256	768	0.032	0.764
4	256	1024	0.032	0.777
5	256	1280	0.033	0.788
6	256	1536	0.033	0.791
7	256	1792	0.034	0.813
8	256	2048	0.033	0.795
9	256	2304	0.033	0.784
10	256	2560	0.033	0.783
11	256	2816	0.033	0.785
12	256	3072	0.032	0.766
13	256	3328	0.031	0.756
14	256	3584	0.031	0.733
15	256	3840	0.030	0.712
16	256	4096	0.029	0.703
17	256	4352	0.029	0.702
18	256	4608	0.029	0.703
19	256	4864	0.029	0.702
20	256	5120	0.029	0.693
21	256	5376	0.029	0.690
22	256	5632	0.028	0.684
23	256	5888	0.028	0.677
24	256	6144	0.028	0.676
25	256	6400	0.028	0.670
26	256	6656	0.028	0.671
27	256	6912	0.028	0.675
28	256	7168	0.028	0.673
29	256	7424	0.028	0.671
30	256	7680	0.028	0.670
31	256	7936	0.028	0.661
32	256	8192	0.028	0.666
64	256	16384	0.027	0.644
128	256	32768	0.027	0.637
256	256	65536	0.026	0.629
512	256	131072	0.026	0.629
1024	256	262144	0.026	0.627
2048	256	524288	0.026	0.626
4096	256	1048576	0.026	0.627
8192	256	2097152	0.026	0.626
16384	256	4194304	0.026	0.626
