#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.062	1.491
1	2	2	0.124	2.981
1	4	4	0.248	5.962
1	8	8	0.497	11.924
1	16	16	0.502	12.046
1	32	32	0.504	12.107
1	64	64	0.504	12.107
1	128	128	0.504	12.107
1	256	256	0.504	12.107
2	256	512	0.504	12.107
3	256	768	0.504	12.107
4	256	1024	0.672	16.139
5	256	1280	0.840	20.170
6	256	1536	1.008	24.199
7	256	1792	1.006	24.137
8	256	2048	1.005	24.128
9	256	2304	1.007	24.176
10	256	2560	1.010	24.252
11	256	2816	1.012	24.293
12	256	3072	1.011	24.269
13	256	3328	1.012	24.282
14	256	3584	1.010	24.239
15	256	3840	1.007	24.177
16	256	4096	1.010	24.243
17	256	4352	1.011	24.256
18	256	4608	1.010	24.228
19	256	4864	1.009	24.217
20	256	5120	1.009	24.209
21	256	5376	1.000	23.997
22	256	5632	0.998	23.947
23	256	5888	1.011	24.272
24	256	6144	1.009	24.207
25	256	6400	1.009	24.206
26	256	6656	1.004	24.098
27	256	6912	1.009	24.205
28	256	7168	1.003	24.078
29	256	7424	1.004	24.100
30	256	7680	1.008	24.193
31	256	7936	1.005	24.119
32	256	8192	1.004	24.099
64	256	16384	1.006	24.137
128	256	32768	1.009	24.207
256	256	65536	1.008	24.194
512	256	131072	1.008	24.182
1024	256	262144	1.008	24.184
2048	256	524288	1.008	24.185
4096	256	1048576	1.008	24.184
8192	256	2097152	1.008	24.183
16384	256	4194304	1.008	24.183
