#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	9.660	231.849
1	2	2	19.321	463.698
1	4	4	38.642	927.396
1	8	8	77.283	1854.792
1	16	16	77.283	1854.792
1	32	32	77.283	1854.792
1	64	64	77.283	1854.792
1	128	128	77.283	1854.792
1	256	256	1.232	29.570
2	256	512	4.376	105.020
3	256	768	63.834	1532.010
4	256	1024	3.448	82.759
5	256	1280	5.438	130.512
6	256	1536	1.807	43.358
7	256	1792	1.223	29.353
8	256	2048	1.798	43.147
9	256	2304	3.249	77.986
10	256	2560	7.303	175.277
11	256	2816	3.579	85.897
12	256	3072	2.138	51.301
13	256	3328	1.816	43.582
14	256	3584	2.736	65.674
15	256	3840	10.731	257.540
16	256	4096	4.658	111.791
17	256	4352	3.383	81.184
18	256	4608	3.555	85.331
19	256	4864	4.712	113.085
20	256	5120	5.237	125.698
21	256	5376	6.596	158.308
22	256	5632	3.791	90.987
23	256	5888	4.026	96.614
24	256	6144	6.128	147.070
25	256	6400	6.063	145.511
26	256	6656	5.652	135.639
27	256	6912	5.231	125.535
28	256	7168	4.787	114.889
29	256	7424	7.198	172.751
30	256	7680	6.751	162.018
31	256	7936	6.192	148.600
32	256	8192	5.597	134.333
64	256	16384	12.981	311.544
128	256	32768	19.924	478.166
256	256	65536	26.949	646.785
512	256	131072	31.745	761.889
1024	256	262144	37.637	903.290
2048	256	524288	40.411	969.853
4096	256	1048576	41.626	999.020
8192	256	2097152	42.667	1024.013
