#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.062	1.491
1	2	2	0.124	2.981
1	4	4	0.248	5.962
1	8	8	0.497	11.924
1	16	16	0.502	12.046
1	32	32	0.504	12.107
1	64	64	0.504	12.107
1	128	128	0.504	12.107
1	256	256	0.504	12.107
2	256	512	0.504	12.107
3	256	768	0.504	12.107
4	256	1024	0.672	16.139
5	256	1280	0.840	20.170
6	256	1536	1.008	24.199
7	256	1792	1.006	24.137
8	256	2048	1.005	24.123
9	256	2304	1.007	24.166
10	256	2560	1.010	24.248
11	256	2816	1.012	24.300
12	256	3072	1.011	24.271
13	256	3328	1.012	24.287
14	256	3584	1.010	24.236
15	256	3840	1.008	24.182
16	256	4096	1.011	24.253
17	256	4352	1.010	24.251
18	256	4608	1.009	24.228
19	256	4864	1.009	24.215
20	256	5120	1.009	24.211
21	256	5376	1.003	24.066
22	256	5632	1.003	24.067
23	256	5888	1.006	24.144
24	256	6144	1.009	24.206
25	256	6400	1.009	24.209
26	256	6656	1.005	24.112
27	256	6912	1.004	24.106
28	256	7168	1.008	24.196
29	256	7424	1.007	24.179
30	256	7680	1.007	24.156
31	256	7936	1.003	24.080
32	256	8192	1.006	24.150
64	256	16384	1.008	24.183
128	256	32768	1.008	24.186
256	256	65536	1.008	24.189
512	256	131072	1.008	24.188
1024	256	262144	1.008	24.185
2048	256	524288	1.008	24.184
4096	256	1048576	1.008	24.183
8192	256	2097152	1.008	24.183
16384	256	4194304	1.006	24.146
