#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.062	1.491
1	2	2	0.124	2.981
1	4	4	0.248	5.962
1	8	8	0.497	11.924
1	16	16	0.502	12.046
1	32	32	0.504	12.107
1	64	64	0.504	12.107
1	128	128	0.504	12.107
1	256	256	0.504	12.107
2	256	512	0.504	12.107
3	256	768	0.504	12.107
4	256	1024	0.672	16.139
5	256	1280	0.840	20.170
6	256	1536	1.008	24.199
7	256	1792	1.008	24.202
8	256	2048	1.008	24.203
9	256	2304	1.009	24.215
10	256	2560	1.010	24.235
11	256	2816	1.010	24.234
12	256	3072	1.010	24.244
13	256	3328	1.010	24.232
14	256	3584	1.009	24.221
15	256	3840	1.009	24.215
16	256	4096	1.009	24.212
17	256	4352	1.009	24.214
18	256	4608	1.009	24.209
19	256	4864	1.008	24.201
20	256	5120	1.009	24.217
21	256	5376	1.009	24.215
22	256	5632	1.009	24.207
23	256	5888	1.008	24.204
24	256	6144	1.006	24.134
25	256	6400	1.008	24.185
26	256	6656	1.008	24.191
27	256	6912	1.008	24.198
28	256	7168	1.009	24.212
29	256	7424	1.010	24.245
30	256	7680	1.008	24.189
31	256	7936	1.012	24.290
32	256	8192	1.006	24.153
64	256	16384	1.007	24.172
128	256	32768	1.008	24.200
256	256	65536	1.009	24.210
512	256	131072	1.008	24.201
1024	256	262144	1.009	24.205
2048	256	524288	1.009	24.206
4096	256	1048576	1.009	24.206
8192	256	2097152	1.007	24.169
16384	256	4194304	1.008	24.187
