#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.013	0.308
1	2	2	0.026	0.615
1	4	4	0.051	1.231
1	8	8	0.103	2.462
1	16	16	0.110	2.630
1	32	32	0.113	2.723
1	64	64	0.113	2.723
1	128	128	0.113	2.723
1	256	256	0.113	2.723
2	256	512	0.113	2.723
3	256	768	0.113	2.723
4	256	1024	0.144	3.467
5	256	1280	0.173	4.147
6	256	1536	0.199	4.770
7	256	1792	0.202	4.839
8	256	2048	0.202	4.859
9	256	2304	0.208	4.985
10	256	2560	0.201	4.829
11	256	2816	0.201	4.825
12	256	3072	0.201	4.823
13	256	3328	0.202	4.848
14	256	3584	0.205	4.911
15	256	3840	0.207	4.957
16	256	4096	0.204	4.888
17	256	4352	0.205	4.910
18	256	4608	0.206	4.935
19	256	4864	0.207	4.959
20	256	5120	0.208	4.994
21	256	5376	0.201	4.814
22	256	5632	0.195	4.678
23	256	5888	0.192	4.605
24	256	6144	0.188	4.510
25	256	6400	0.187	4.497
26	256	6656	0.187	4.479
27	256	6912	0.185	4.450
28	256	7168	0.183	4.385
29	256	7424	0.182	4.374
30	256	7680	0.181	4.334
31	256	7936	0.180	4.312
32	256	8192	0.178	4.271
64	256	16384	0.158	3.803
128	256	32768	0.151	3.632
256	256	65536	0.147	3.537
512	256	131072	0.145	3.491
1024	256	262144	0.144	3.464
2048	256	524288	0.144	3.456
4096	256	1048576	0.144	3.449
8192	256	2097152	0.144	3.445
16384	256	4194304	0.143	3.444
