#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.002	0.039
1	2	2	0.003	0.078
1	4	4	0.007	0.156
1	8	8	0.022	0.527
1	16	16	0.022	0.527
1	32	32	0.022	0.527
1	64	64	0.022	0.527
1	128	128	0.022	0.527
1	256	256	0.020	0.476
2	256	512	0.018	0.423
3	256	768	0.019	0.453
4	256	1024	0.019	0.462
5	256	1280	0.019	0.463
6	256	1536	0.019	0.457
7	256	1792	0.018	0.427
8	256	2048	0.018	0.422
9	256	2304	0.017	0.416
10	256	2560	0.017	0.413
11	256	2816	0.017	0.408
12	256	3072	0.017	0.404
13	256	3328	0.017	0.405
14	256	3584	0.017	0.399
15	256	3840	0.017	0.399
16	256	4096	0.017	0.398
17	256	4352	0.017	0.397
18	256	4608	0.017	0.397
19	256	4864	0.016	0.391
20	256	5120	0.016	0.392
21	256	5376	0.016	0.391
22	256	5632	0.016	0.391
23	256	5888	0.016	0.390
24	256	6144	0.016	0.391
25	256	6400	0.016	0.385
26	256	6656	0.016	0.386
27	256	6912	0.016	0.389
28	256	7168	0.016	0.387
29	256	7424	0.016	0.388
30	256	7680	0.016	0.385
31	256	7936	0.016	0.385
32	256	8192	0.016	0.386
64	256	16384	0.016	0.377
128	256	32768	0.016	0.375
256	256	65536	0.016	0.374
512	256	131072	0.016	0.373
1024	256	262144	0.015	0.372
2048	256	524288	0.015	0.372
4096	256	1048576	0.015	0.372
8192	256	2097152	0.015	0.371
16384	256	4194304	0.015	0.371
