#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.015	0.362
1	2	2	0.030	0.724
1	4	4	0.060	1.448
1	8	8	0.121	2.895
1	16	16	0.121	2.895
1	32	32	0.121	2.895
1	64	64	0.121	2.895
1	128	128	0.121	2.895
1	256	256	0.161	3.860
2	256	512	0.241	5.783
3	256	768	0.241	5.792
4	256	1024	0.241	5.785
5	256	1280	0.242	5.804
6	256	1536	0.242	5.805
7	256	1792	0.241	5.782
8	256	2048	0.241	5.780
9	256	2304	0.241	5.783
10	256	2560	0.242	5.799
11	256	2816	0.242	5.796
12	256	3072	0.242	5.801
13	256	3328	0.242	5.798
14	256	3584	0.241	5.796
15	256	3840	0.241	5.794
16	256	4096	0.241	5.791
17	256	4352	0.241	5.795
18	256	4608	0.241	5.793
19	256	4864	0.241	5.793
20	256	5120	0.242	5.797
21	256	5376	0.241	5.793
22	256	5632	0.241	5.790
23	256	5888	0.241	5.790
24	256	6144	0.241	5.791
25	256	6400	0.241	5.796
26	256	6656	0.241	5.794
27	256	6912	0.242	5.796
28	256	7168	0.241	5.792
29	256	7424	0.241	5.792
30	256	7680	0.241	5.792
31	256	7936	0.241	5.789
32	256	8192	0.241	5.791
64	256	16384	0.241	5.789
128	256	32768	0.241	5.790
256	256	65536	0.241	5.789
512	256	131072	0.241	5.789
1024	256	262144	0.241	5.789
2048	256	524288	0.241	5.789
4096	256	1048576	0.241	5.789
8192	256	2097152	0.241	5.789
