#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.026	0.632
1	2	2	0.053	1.263
1	4	4	0.105	2.526
1	8	8	0.211	5.053
1	16	16	0.242	5.818
1	32	32	0.262	6.295
1	64	64	0.262	6.295
1	128	128	0.262	6.295
1	256	256	0.262	6.295
2	256	512	0.262	6.295
3	256	768	0.262	6.295
4	256	1024	0.315	7.567
5	256	1280	0.359	8.610
6	256	1536	0.395	9.477
7	256	1792	0.416	9.988
8	256	2048	0.434	10.411
9	256	2304	0.448	10.762
10	256	2560	0.428	10.266
11	256	2816	0.414	9.932
12	256	3072	0.402	9.658
13	256	3328	0.414	9.924
14	256	3584	0.423	10.160
15	256	3840	0.430	10.318
16	256	4096	0.426	10.220
17	256	4352	0.422	10.137
18	256	4608	0.421	10.103
19	256	4864	0.424	10.178
20	256	5120	0.428	10.264
21	256	5376	0.419	10.058
22	256	5632	0.411	9.868
23	256	5888	0.406	9.739
24	256	6144	0.405	9.712
25	256	6400	0.398	9.558
26	256	6656	0.397	9.527
27	256	6912	0.398	9.550
28	256	7168	0.396	9.513
29	256	7424	0.396	9.513
30	256	7680	0.394	9.456
31	256	7936	0.394	9.458
32	256	8192	0.400	9.592
64	256	16384	0.338	8.122
128	256	32768	0.306	7.355
256	256	65536	0.290	6.968
512	256	131072	0.285	6.850
1024	256	262144	0.281	6.739
2048	256	524288	0.280	6.710
4096	256	1048576	0.278	6.673
8192	256	2097152	0.277	6.648
16384	256	4194304	0.277	6.647
