#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.005	0.125
1	2	2	0.010	0.249
1	4	4	0.021	0.498
1	8	8	0.082	1.977
1	16	16	0.082	1.977
1	32	32	0.082	1.977
1	64	64	0.082	1.977
1	128	128	0.082	1.977
1	256	256	0.068	1.623
2	256	512	0.058	1.383
3	256	768	0.056	1.346
4	256	1024	0.054	1.291
5	256	1280	0.051	1.221
6	256	1536	0.051	1.233
7	256	1792	0.052	1.239
8	256	2048	0.051	1.235
9	256	2304	0.051	1.236
10	256	2560	0.051	1.217
11	256	2816	0.051	1.226
12	256	3072	0.051	1.230
13	256	3328	0.051	1.232
14	256	3584	0.051	1.222
15	256	3840	0.051	1.220
16	256	4096	0.051	1.223
17	256	4352	0.051	1.222
18	256	4608	0.051	1.224
19	256	4864	0.051	1.225
20	256	5120	0.051	1.219
21	256	5376	0.051	1.224
22	256	5632	0.051	1.221
23	256	5888	0.051	1.224
24	256	6144	0.051	1.224
25	256	6400	0.051	1.219
26	256	6656	0.051	1.222
27	256	6912	0.051	1.224
28	256	7168	0.051	1.223
29	256	7424	0.051	1.223
30	256	7680	0.051	1.218
31	256	7936	0.051	1.223
32	256	8192	0.051	1.223
64	256	16384	0.051	1.224
128	256	32768	0.051	1.225
256	256	65536	0.051	1.225
512	256	131072	0.051	1.225
1024	256	262144	0.051	1.225
2048	256	524288	0.051	1.225
4096	256	1048576	0.051	1.225
