#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.004	0.104
1	2	2	0.009	0.209
1	4	4	0.017	0.417
1	8	8	0.035	0.835
1	16	16	0.035	0.835
1	32	32	0.035	0.835
1	64	64	0.035	0.835
1	128	128	0.035	0.835
1	256	256	0.045	1.091
2	256	512	0.072	1.722
3	256	768	0.073	1.761
4	256	1024	0.070	1.684
5	256	1280	0.071	1.699
6	256	1536	0.067	1.602
7	256	1792	0.067	1.614
8	256	2048	0.066	1.585
9	256	2304	0.064	1.544
10	256	2560	0.062	1.480
11	256	2816	0.061	1.467
12	256	3072	0.062	1.484
13	256	3328	0.061	1.456
14	256	3584	0.059	1.427
15	256	3840	0.059	1.414
16	256	4096	0.059	1.424
17	256	4352	0.058	1.400
18	256	4608	0.059	1.412
19	256	4864	0.059	1.427
20	256	5120	0.059	1.423
21	256	5376	0.058	1.383
22	256	5632	0.059	1.413
23	256	5888	0.058	1.382
24	256	6144	0.057	1.376
25	256	6400	0.058	1.390
26	256	6656	0.057	1.366
27	256	6912	0.057	1.379
28	256	7168	0.057	1.379
29	256	7424	0.057	1.364
30	256	7680	0.057	1.364
31	256	7936	0.057	1.366
32	256	8192	0.058	1.399
64	256	16384	0.057	1.365
128	256	32768	0.056	1.355
256	256	65536	0.056	1.342
512	256	131072	0.056	1.339
1024	256	262144	0.056	1.334
2048	256	524288	0.056	1.335
4096	256	1048576	0.056	1.335
8192	256	2097152	0.048	1.162
16384	256	4194304	0.052	1.239
