#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.015	0.350
1	2	2	0.029	0.700
1	4	4	0.058	1.400
1	8	8	0.117	2.800
1	16	16	0.117	2.800
1	32	32	0.117	2.800
1	64	64	0.117	2.800
1	128	128	0.117	2.800
1	256	256	0.156	3.733
2	256	512	0.234	5.609
3	256	768	0.233	5.599
4	256	1024	0.233	5.600
5	256	1280	0.232	5.577
6	256	1536	0.233	5.582
7	256	1792	0.232	5.574
8	256	2048	0.230	5.519
9	256	2304	0.233	5.586
10	256	2560	0.233	5.589
11	256	2816	0.233	5.585
12	256	3072	0.233	5.592
13	256	3328	0.233	5.586
14	256	3584	0.233	5.596
15	256	3840	0.233	5.600
16	256	4096	0.233	5.599
17	256	4352	0.233	5.600
18	256	4608	0.233	5.598
19	256	4864	0.233	5.602
20	256	5120	0.234	5.605
21	256	5376	0.234	5.611
22	256	5632	0.234	5.604
23	256	5888	0.234	5.604
24	256	6144	0.233	5.603
25	256	6400	0.233	5.597
26	256	6656	0.234	5.609
27	256	6912	0.233	5.602
28	256	7168	0.234	5.606
29	256	7424	0.233	5.602
30	256	7680	0.233	5.604
31	256	7936	0.234	5.608
32	256	8192	0.234	5.606
64	256	16384	0.234	5.609
128	256	32768	0.234	5.610
256	256	65536	0.234	5.614
512	256	131072	0.234	5.613
1024	256	262144	0.234	5.614
2048	256	524288	0.234	5.614
4096	256	1048576	0.234	5.615
8192	256	2097152	0.234	5.613
