#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.004	0.104
1	2	2	0.009	0.209
1	4	4	0.017	0.417
1	8	8	0.035	0.835
1	16	16	0.035	0.835
1	32	32	0.035	0.835
1	64	64	0.035	0.835
1	128	128	0.035	0.835
1	256	256	0.045	1.091
2	256	512	0.068	1.634
3	256	768	0.075	1.794
4	256	1024	0.070	1.677
5	256	1280	0.072	1.720
6	256	1536	0.067	1.605
7	256	1792	0.068	1.637
8	256	2048	0.065	1.570
9	256	2304	0.064	1.534
10	256	2560	0.062	1.493
11	256	2816	0.060	1.451
12	256	3072	0.062	1.486
13	256	3328	0.060	1.452
14	256	3584	0.058	1.402
15	256	3840	0.060	1.449
16	256	4096	0.060	1.439
17	256	4352	0.059	1.413
18	256	4608	0.059	1.417
19	256	4864	0.058	1.394
20	256	5120	0.060	1.440
21	256	5376	0.058	1.401
22	256	5632	0.058	1.397
23	256	5888	0.059	1.411
24	256	6144	0.058	1.390
25	256	6400	0.058	1.388
26	256	6656	0.058	1.393
27	256	6912	0.057	1.371
28	256	7168	0.058	1.385
29	256	7424	0.058	1.381
30	256	7680	0.057	1.377
31	256	7936	0.057	1.374
32	256	8192	0.057	1.374
64	256	16384	0.057	1.356
128	256	32768	0.056	1.349
256	256	65536	0.056	1.337
512	256	131072	0.056	1.337
1024	256	262144	0.055	1.332
2048	256	524288	0.056	1.335
4096	256	1048576	0.056	1.335
8192	256	2097152	0.056	1.333
16384	256	4194304	0.052	1.242
