#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	170.667	4096.000
1	2	2	341.333	8192.000
1	4	4	682.667	16384.000
1	8	8	1365.333	32768.000
1	16	16	1724.632	41391.158
1	32	32	1985.939	47662.545
1	64	64	1985.939	47662.545
1	128	128	1985.939	47662.545
1	256	256	1985.939	47662.545
2	256	512	1985.939	47662.545
3	256	768	1985.939	47662.545
4	256	1024	4.181	100.334
5	256	1280	2.812	67.487
6	256	1536	3.738	89.709
7	256	1792	1.448	34.761
8	256	2048	1.112	26.695
9	256	2304	0.901	21.613
10	256	2560	0.924	22.171
11	256	2816	1.015	24.364
12	256	3072	1.073	25.741
13	256	3328	0.942	22.618
14	256	3584	0.934	22.419
15	256	3840	0.937	22.478
16	256	4096	0.889	21.345
17	256	4352	0.876	21.024
18	256	4608	0.883	21.195
19	256	4864	0.838	20.100
20	256	5120	0.818	19.637
21	256	5376	0.847	20.319
22	256	5632	0.845	20.292
23	256	5888	0.842	20.214
24	256	6144	0.837	20.098
25	256	6400	0.829	19.899
26	256	6656	0.831	19.937
27	256	6912	0.827	19.848
28	256	7168	0.838	20.109
29	256	7424	0.838	20.121
30	256	7680	0.843	20.225
31	256	7936	0.841	20.177
32	256	8192	0.840	20.151
64	256	16384	0.836	20.058
128	256	32768	0.834	20.021
256	256	65536	0.826	19.826
512	256	131072	0.824	19.780
1024	256	262144	0.819	19.662
