#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.013	0.303
1	2	2	0.025	0.606
1	4	4	0.050	1.212
1	8	8	0.101	2.423
1	16	16	0.101	2.426
1	32	32	0.101	2.426
1	64	64	0.101	2.426
1	128	128	0.101	2.426
1	256	256	0.101	2.426
2	256	512	0.135	3.235
3	256	768	0.202	4.852
4	256	1024	0.205	4.911
5	256	1280	0.205	4.923
6	256	1536	0.205	4.909
7	256	1792	0.204	4.908
8	256	2048	0.205	4.910
9	256	2304	0.204	4.904
10	256	2560	0.204	4.899
11	256	2816	0.202	4.847
12	256	3072	0.204	4.900
13	256	3328	0.204	4.898
14	256	3584	0.204	4.896
15	256	3840	0.203	4.877
16	256	4096	0.205	4.922
17	256	4352	0.204	4.885
18	256	4608	0.204	4.900
19	256	4864	0.204	4.901
20	256	5120	0.204	4.900
21	256	5376	0.205	4.910
22	256	5632	0.204	4.903
23	256	5888	0.204	4.901
24	256	6144	0.205	4.916
25	256	6400	0.204	4.907
26	256	6656	0.204	4.905
27	256	6912	0.204	4.891
28	256	7168	0.204	4.905
29	256	7424	0.205	4.915
30	256	7680	0.204	4.908
31	256	7936	0.204	4.908
32	256	8192	0.205	4.912
64	256	16384	0.205	4.917
128	256	32768	0.205	4.908
256	256	65536	0.204	4.906
512	256	131072	0.204	4.906
1024	256	262144	0.204	4.905
2048	256	524288	0.204	4.905
4096	256	1048576	0.204	4.905
