#block size	threads per block	Total threads	IPC/EU	IPC total
1	1	1	0.004	0.088
1	2	2	0.007	0.176
1	4	4	0.015	0.352
1	8	8	0.029	0.704
1	16	16	0.029	0.704
1	32	32	0.029	0.704
1	64	64	0.029	0.704
1	128	128	0.029	0.704
1	256	256	0.039	0.939
2	256	512	0.059	1.421
3	256	768	0.059	1.417
4	256	1024	0.059	1.415
5	256	1280	0.059	1.415
6	256	1536	0.059	1.415
7	256	1792	0.059	1.423
8	256	2048	0.059	1.411
9	256	2304	0.059	1.415
10	256	2560	0.059	1.414
11	256	2816	0.058	1.404
12	256	3072	0.059	1.419
13	256	3328	0.059	1.420
14	256	3584	0.059	1.416
15	256	3840	0.059	1.416
16	256	4096	0.059	1.415
17	256	4352	0.059	1.426
18	256	4608	0.059	1.417
19	256	4864	0.059	1.418
20	256	5120	0.059	1.414
21	256	5376	0.059	1.416
22	256	5632	0.059	1.419
23	256	5888	0.059	1.412
24	256	6144	0.059	1.415
25	256	6400	0.059	1.416
26	256	6656	0.059	1.416
27	256	6912	0.059	1.416
28	256	7168	0.059	1.416
29	256	7424	0.059	1.415
30	256	7680	0.059	1.415
31	256	7936	0.059	1.416
32	256	8192	0.059	1.417
64	256	16384	0.059	1.416
128	256	32768	0.059	1.416
256	256	65536	0.059	1.415
512	256	131072	0.059	1.416
1024	256	262144	0.059	1.416
2048	256	524288	0.059	1.416
4096	256	1048576	0.059	1.416
