OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
1860409	27718	2419714	6410439	27	7983	3983	1050	2700003	0,002304	0,002374	timer,timer	1983409	0	0	0	152	0	0	39909086	39909086	39909086	39909086	39909086	39909086	39909086	39909086	39909086	39909086	39909086	39909086	39909086	39909086	0	0	0	0	0	0	0	0	0	0	0	9728	2159104	0	0	0	2419714	2419714	1209857	806572	806571	403285	1613143	0	0	37808	0	0	2419714	510	2419714	6469726	23864746	8239746	793457	0
1861910	27705	2418590	6411820	27	7983	3983	1050	2700003	0,002303	0,002375	timer,timer	1984810	0	0	0	152	0	0	39913130	39913130	39913130	39913130	39913130	39913130	39913130	39913130	39913130	39913130	39913130	39913130	39913130	39913130	0	0	0	0	0	0	0	0	0	0	0	9728	2161952	0	0	0	2418590	2418590	1209295	806197	806196	403098	1612393	0	0	38455	2418590	0	2418590	514	2418590	6591796	24963378	8300781	793457	0
1863492	27687	2416969	6407891	27	7983	3983	1050	2700003	0,002302	0,002373	timer,timer	1987197	0	0	0	152	0	0	39920194	39920194	39920194	39920194	39920194	39920194	39920194	39920194	39920194	39920194	39920194	39920194	39920194	39920194	0	0	0	0	0	0	0	0	0	0	0	9728	3772696	0	0	0	2416969	2416969	1208484	805656	805656	402828	1611313	0	1954957	38408	0	0	2416969	546	2416969	6652832	25207519	8178710	915527	0
1874576	28483	2469048	6598876	27	7983	3983	1050	2700003	0,002351	0,002444	timer,timer	1990308	0	0	0	152	0	0	39910414	39910414	39910414	39910414	39910414	39910414	39910414	39910414	39910414	39910414	39910414	39910414	39910414	39910414	0	0	0	0	0	0	0	0	0	0	0	9728	2219720	0	0	0	2469048	2469048	1234524	823016	823016	411508	1646032	0	0	38580	0	0	2469048	188	2469048	6835937	27343750	8361816	732421	0
1863909	27728	2420552	6409160	27	7983	3983	1050	2700003	0,002305	0,002374	timer,timer	1987188	0	0	0	152	0	0	39910466	39910466	39910466	39910466	39910466	39910466	39910466	39910466	39910466	39910466	39910466	39910466	39910466	39910466	0	0	0	0	0	0	0	0	0	0	0	9728	3771752	0	0	0	2420552	2420552	1210276	806851	806850	403425	1613701	0	0	38471	1210287	0	2420552	500	2420552	6774902	25939941	8300781	793457	0
1862243	27597	2409081	6390956	27	7983	3983	1050	2697941	0,002294	0,002369	timer,timer	1985689	0	0	0	152	0	0	39917188	39917188	39917188	39917188	39917188	39917188	39917188	39917188	39917188	39917188	39917188	39917188	39917188	39917188	0	0	0	0	0	0	0	0	0	0	0	9728	2160888	0	0	0	2409081	2409081	1204541	803027	803027	401513	1606054	0	0	38343	0	0	0	512	2409081	6958007	27526855	8300781	854492	0
1863242	27712	2419194	6406395	27	7983	3983	1050	2696816	0,002304	0,002376	timer,timer	1986836	0	0	0	152	0	0	39908038	39908038	39908038	39908038	39908038	39908038	39908038	39908038	39908038	39908038	39908038	39908038	39908038	39908038	0	0	0	0	0	0	0	0	0	0	0	9728	2611616	0	0	0	2419194	2419194	1209597	806398	806398	403199	1612796	0	0	37800	0	0	2419194	3864	2419194	6652832	26245117	8239746	732421	0
1861659	27655	2414117	6401410	27	7983	3983	1050	2700003	0,002299	0,002371	timer,timer	1985327	0	0	0	152	0	0	39904124	39904124	39904124	39904124	39904124	39904124	39904124	39904124	39904124	39904124	39904124	39904124	39904124	39904124	0	0	0	0	0	0	0	0	0	0	0	9728	2161768	0	0	0	2414117	2414117	1207058	804706	804706	402353	1609412	0	0	37721	0	0	0	528	2414117	6835937	26489257	8178710	732421	0
1877326	28627	2481716	6634423	27	7983	3983	1050	2700003	0,002364	0,002457	timer,timer	1993234	0	0	0	152	0	0	39920166	39920166	39920166	39920166	39920166	39920166	39920166	39920166	39920166	39920166	39920166	39920166	39920166	39920166	0	0	0	0	0	0	0	0	0	0	0	9728	2225656	0	0	0	2481716	2481716	1240858	827238	827239	413620	1654477	0	0	39436	0	0	0	186	2481716	10253906	39367675	8239746	1037597	0
1861410	27710	2419006	6408134	27	7983	3983	1050	2696810	0,002304	0,002376	timer,timer	1984635	0	0	0	152	0	0	39910416	39910416	39910416	39910416	39910416	39910416	39910416	39910416	39910416	39910416	39910416	39910416	39910416	39910416	0	0	0	0	0	0	0	0	0	0	0	9728	2159648	0	0	0	2419006	2419006	1209503	806335	806336	403168	1612671	0	0	38457	0	0	0	498	2419006	7202148	28564453	8239746	610351	0
1860660	27740	2421656	6415134	27	7983	3983	1050	2700003	0,002306	0,002376	timer,timer	1984471	0	0	0	152	0	0	39909684	39909684	39909684	39909684	39909684	39909684	39909684	39909684	39909684	39909684	39909684	39909684	39909684	39909684	0	0	0	0	0	0	0	0	0	0	0	9728	2159792	0	0	0	2421656	2421656	1210828	807219	807219	403609	1614438	0	0	37839	0	0	2421656	533	2421656	6713867	25817871	8178710	732421	0
