OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
178693540	1893822808	186981741	520169755	102	7983	3983	1050	3497510	0,178078	0,148726	timer,timer	186462233	0	0	0	8192	0	0	795140318	795140318	795140318	795140318	795140318	795140318	795140318	795140318	795140318	795140318	795140318	795140318	795140318	795140318	0	0	0	0	0	0	0	0	0	0	0	537133056	186548896	0	0	0	186981741	186981741	93490871	62327247	62327247	31163624	124654493	0	474289	2921605	0	0	0	1496	186981741	790466308	2773925781	149963378	44250488	0
178583037	2039547608	186914621	519790181	102	7983	3983	1050	3498592	0,178014	0,148571	timer,timer	186411500	0	0	0	8192	0	0	795078896	795078896	795078896	795078896	795078896	795078896	795078896	795078896	795078896	795078896	795078896	795078896	795078896	795078896	0	0	0	0	0	0	0	0	0	0	0	537133056	186526232	0	0	0	186914621	186914621	93457310	62304873	62304874	31152437	124609748	0	0	2921144	0	0	186914621	54256	186914621	792358398	2798156738	156372070	44250488	0
178638539	2186377232	186906379	519986302	102	7983	3983	1050	3500000	0,178006	0,148568	timer,timer	186396723	0	0	0	8192	0	0	795063390	795063390	795063390	795063390	795063390	795063390	795063390	795063390	795063390	795063390	795063390	795063390	795063390	795063390	0	0	0	0	0	0	0	0	0	0	0	537133056	0	0	0	0	186906379	186906379	93453190	62302126	62302127	31151063	124604253	0	0	2921259	0	0	186906379	1550	186906379	820434570	2833618164	162536621	44738769	0
178535280	2333595287	186913234	519636608	102	7983	3983	1050	3498631	0,178013	0,148526	timer,timer	186420458	0	0	0	8192	0	0	795150736	795150736	795150736	795150736	795150736	795150736	795150736	795150736	795150736	795150736	795150736	795150736	795150736	795150736	0	0	0	0	0	0	0	0	0	0	0	537133056	187547912	0	0	0	186913234	186913234	93456617	62304411	62304411	31152205	124608823	0	0	2921077	0	14204865	186913234	186172747	186913234	792236328	2826538085	183837890	44250488	0
179003459	2480997910	187146218	521061222	102	7983	3983	1050	3498276	0,178235	0,148948	timer,timer	186628583	0	0	0	8192	0	0	795188838	795188838	795188838	795188838	795188838	795188838	795188838	795188838	795188838	795188838	795188838	795188838	795188838	795188838	0	0	0	0	0	0	0	0	0	0	0	537133056	0	0	0	0	187146218	187146218	93573109	62382072	62382073	31191036	124764146	0	0	2924737	0	0	0	4001	187146218	820007324	2870971679	214599609	45166015	0
