OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
673331	13159	1148667	2877109	25	7983	3983	1050	2700004	0,001094	0,001066	timer,timer	740209	0	0	0	192	0	0	809564	809564	809564	809564	809564	809564	809564	809564	809564	809564	809564	809564	809564	809564	0	0	0	0	0	0	0	0	0	0	0	786816	811752	0	0	0	1148667	1148667	574334	382889	382889	191445	765777	0	0	17948	0	0	1148667	212	1148667	2807617	10253906	3845214	488281	0
