OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
1455328	22357	1951715	5101172	26	7983	3983	1050	2700005	0,001859	0,001889	timer,timer	1558982	0	0	0	184	0	0	24153564	24153564	24153564	24153564	24153564	24153564	24153564	24153564	24153564	24153564	24153564	24153564	24153564	24153564	0	0	0	0	0	0	0	0	0	0	0	1472	1628600	0	0	0	1951715	1951715	975858	650572	650572	325286	1301143	0	0	30496	0	0	1951715	255	1951715	6591796	23193359	6286621	793457	0
1453827	22287	1945524	5084382	26	7983	3983	1050	2700004	0,001853	0,001883	timer,timer	1557713	0	0	0	184	0	0	24145252	24145252	24145252	24145252	24145252	24145252	24145252	24145252	24145252	24145252	24145252	24145252	24145252	24145252	0	0	0	0	0	0	0	0	0	0	0	1472	1627576	0	0	0	1945524	1945524	972762	648508	648508	324254	1297016	0	0	30399	0	0	0	255	1945524	3051757	11352539	6408691	427246	0
1456577	22330	1949324	5107587	26	7983	3983	1050	2700004	0,001856	0,001892	timer,timer	1560552	0	0	0	184	0	0	24144878	24144878	24144878	24144878	24144878	24144878	24144878	24144878	24144878	24144878	24144878	24144878	24144878	24144878	0	0	0	0	0	0	0	0	0	0	0	1472	2035656	0	0	0	1949324	1949324	974662	649775	649774	324887	1299549	0	0	30459	0	0	1949324	1732	1949324	3112792	11169433	6530761	427246	0
1453911	22340	1950188	5092553	26	7983	3983	1050	2695528	0,001857	0,001889	timer,timer	1557781	0	0	0	184	0	0	24157692	24157692	24157692	24157692	24157692	24157692	24157692	24157692	24157692	24157692	24157692	24157692	24157692	24157692	0	0	0	0	0	0	0	0	0	0	0	1472	1626896	0	0	0	1950188	1950188	975094	650063	650062	325031	1300125	0	1950188	30471	0	0	0	265	1950188	2990722	10925292	6774902	427246	0
1455411	22376	1953434	5106009	26	7983	3983	1050	2700005	0,001860	0,001891	timer,timer	1559522	0	0	0	184	0	0	24144864	24144864	24144864	24144864	24144864	24144864	24144864	24144864	24144864	24144864	24144864	24144864	24144864	24144864	0	0	0	0	0	0	0	0	0	0	0	1472	1630520	0	0	0	1953434	1953434	976717	651145	651145	325573	1302289	0	0	30522	0	0	0	258	1953434	6042480	21911621	6591796	793457	0
1459744	22594	1972442	5162263	26	7983	3983	1050	2700003	0,001879	0,001912	timer,timer	1568755	0	0	0	184	0	0	24135864	24135864	24135864	24135864	24135864	24135864	24135864	24135864	24135864	24135864	24135864	24135864	24135864	24135864	0	0	0	0	0	0	0	0	0	0	0	1472	1649712	0	0	0	1972442	1972442	986221	657481	657480	328740	1314961	0	0	30820	0	0	0	274	1972442	6347656	23986816	6652832	793457	0
1455077	22364	1952285	5099975	26	7983	3983	1050	2700004	0,001859	0,001889	timer,timer	1558801	0	0	0	184	0	0	24162270	24162270	24162270	24162270	24162270	24162270	24162270	24162270	24162270	24162270	24162270	24162270	24162270	24162270	0	0	0	0	0	0	0	0	0	0	0	1472	1628352	0	0	0	1952285	1952285	976143	650762	650761	325380	1301523	0	0	30505	0	0	1952285	264	1952285	6591796	23864746	6958007	915527	0
1453494	22285	1945365	5087358	26	7983	3983	1050	2700003	0,001853	0,001884	timer,timer	1556988	0	0	0	184	0	0	24141472	24141472	24141472	24141472	24141472	24141472	24141472	24141472	24141472	24141472	24141472	24141472	24141472	24141472	0	0	0	0	0	0	0	0	0	0	0	1472	1626600	0	0	0	1945365	1945365	972682	648455	648455	324227	1296911	0	761902	30396	0	0	1945365	1945365	1945365	6530761	24536132	6591796	732421	0
1451911	22340	1950229	5100610	26	7983	3983	1050	2697600	0,001857	0,001891	timer,timer	1555361	0	0	0	184	0	0	24153370	24153370	24153370	24153370	24153370	24153370	24153370	24153370	24153370	24153370	24153370	24153370	24153370	24153370	0	0	0	0	0	0	0	0	0	0	0	1472	1625168	0	0	0	1950229	1950229	975115	650076	650077	325038	1300153	0	1097027	31104	0	0	1950229	262	1950229	6103515	23864746	6652832	854492	0
1453161	22316	1948145	5091694	26	7983	3983	1050	2700004	0,001855	0,001886	timer,timer	1557515	0	0	0	184	0	0	24152356	24152356	24152356	24152356	24152356	24152356	24152356	24152356	24152356	24152356	24152356	24152356	24152356	24152356	0	0	0	0	0	0	0	0	0	0	0	1472	1882520	0	0	0	1948145	1948145	974073	649382	649382	324691	1298763	0	0	30440	0	860384	1948145	328826	1948145	3234863	12207031	6774902	488281	0
1454744	22294	1946164	5094171	26	7983	3983	1050	2700001	0,001853	0,001887	timer,timer	1558547	0	0	0	184	0	0	24142966	24142966	24142966	24142966	24142966	24142966	24142966	24142966	24142966	24142966	24142966	24142966	24142966	24142966	0	0	0	0	0	0	0	0	0	0	0	1472	1627528	0	0	0	1946164	1946164	973082	648722	648721	324361	1297442	0	0	30408	0	0	1946164	259	1946164	2990722	11169433	6347656	793457	0
1454161	22327	1949092	5101454	26	7983	3983	1050	2700003	0,001856	0,001889	timer,timer	1558483	0	0	0	184	0	0	24152590	24152590	24152590	24152590	24152590	24152590	24152590	24152590	24152590	24152590	24152590	24152590	24152590	24152590	0	0	0	0	0	0	0	0	0	0	0	1472	2032792	0	0	0	1949092	1949092	974546	649697	649698	324849	1299395	0	0	30454	974512	0	1949092	270	1949092	6530761	24291992	6286621	732421	0
1454494	22294	1946258	5090775	26	7983	3983	1050	2694329	0,001854	0,001889	timer,timer	1558706	0	0	0	184	0	0	24159694	24159694	24159694	24159694	24159694	24159694	24159694	24159694	24159694	24159694	24159694	24159694	24159694	24159694	0	0	0	0	0	0	0	0	0	0	0	1472	1628936	0	0	0	1946258	1946258	973129	648753	648753	324376	1297506	0	0	31062	0	0	0	260	1946258	6103515	23071289	6591796	793457	0
1451994	22291	1945887	5091807	26	7983	3983	1050	2700005	0,001853	0,001886	timer,timer	1555422	0	0	0	184	0	0	24150210	24150210	24150210	24150210	24150210	24150210	24150210	24150210	24150210	24150210	24150210	24150210	24150210	24150210	0	0	0	0	0	0	0	0	0	0	0	1472	1626312	0	0	0	1945887	1945887	972944	648629	648629	324314	1297258	0	0	30404	972975	0	1945887	252	1945887	6347656	24108886	6530761	793457	0
1456244	22349	1951047	5096034	26	7983	3983	1050	2700003	0,001858	0,001887	timer,timer	1559790	0	0	0	184	0	0	24155426	24155426	24155426	24155426	24155426	24155426	24155426	24155426	24155426	24155426	24155426	24155426	24155426	24155426	0	0	0	0	0	0	0	0	0	0	0	1472	1630336	0	0	0	1951047	1951047	975523	650349	650349	325175	1300698	0	0	30485	0	0	1951047	245	1951047	3173828	11413574	6469726	549316	0
