OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
127833	6396	558324	1279468	26	7983	3983	1050	2697170	0,000532	0,000474	timer,timer	169136	0	0	0	144	0	0	2375146	2375146	2375146	2375146	2375146	2375146	2375146	2375146	2375146	2375146	2375146	2375146	2375146	2375146	0	0	0	0	0	0	0	0	0	0	0	2304	253056	0	0	0	558324	558324	279162	186108	186108	93054	372216	0	0	8724	0	0	558324	326	558324	2746582	10498046	1831054	549316	0
128249	5803	506544	1134093	26	7983	3983	1050	2699238	0,000482	0,000420	timer,timer	169481	0	0	0	144	0	0	2375180	2375180	2375180	2375180	2375180	2375180	2375180	2375180	2375180	2375180	2375180	2375180	2375180	2375180	0	0	0	0	0	0	0	0	0	0	0	2304	377288	0	0	0	506544	506544	253272	168848	168848	84424	337696	0	0	7915	0	0	506544	335	506544	0	0	1892089	0	0
128833	6342	553618	1268493	26	7983	3983	1050	2700004	0,000527	0,000470	timer,timer	169407	0	0	0	144	0	0	2376940	2376940	2376940	2376940	2376940	2376940	2376940	2376940	2376940	2376940	2376940	2376940	2376940	2376940	0	0	0	0	0	0	0	0	0	0	0	2304	306280	0	0	0	553618	553618	276809	184539	184540	92270	369079	0	0	8651	0	0	0	323	553618	0	0	2075195	0	0
128917	6316	551345	1263420	26	7983	3983	1050	2695059	0,000525	0,000469	timer,timer	170261	0	0	0	144	0	0	2377098	2377098	2377098	2377098	2377098	2377098	2377098	2377098	2377098	2377098	2377098	2377098	2377098	2377098	0	0	0	0	0	0	0	0	0	0	0	2304	253376	0	0	0	551345	551345	275673	183781	183782	91891	367563	0	0	8615	275663	0	551345	551345	551345	0	0	1770019	0	0
127917	6361	555348	1267275	26	7983	3983	1050	2693931	0,000529	0,000470	timer,timer	168614	0	0	0	144	0	0	2375770	2375770	2375770	2375770	2375770	2375770	2375770	2375770	2375770	2375770	2375770	2375770	2375770	2375770	0	0	0	0	0	0	0	0	0	0	0	2304	2237456	0	0	0	555348	555348	277674	185116	185116	92558	370232	0	0	8677	555348	0	0	352	555348	2563476	10437011	1770019	549316	0
128750	6247	545296	1241317	26	7983	3983	1050	2686287	0,000519	0,000462	timer,timer	169294	0	0	0	144	0	0	2375520	2375520	2375520	2375520	2375520	2375520	2375520	2375520	2375520	2375520	2375520	2375520	2375520	2375520	0	0	0	0	0	0	0	0	0	0	0	2304	252616	0	0	0	545296	545296	272648	181765	181766	90883	363531	0	0	8521	0	0	545296	545296	545296	0	0	1770019	0	0
127750	6246	545268	1250341	26	7983	3983	1050	2700003	0,000519	0,000463	timer,timer	168172	0	0	0	144	0	0	2375018	2375018	2375018	2375018	2375018	2375018	2375018	2375018	2375018	2375018	2375018	2375018	2375018	2375018	0	0	0	0	0	0	0	0	0	0	0	2304	306464	0	0	0	545268	545268	272634	181756	181756	90878	363512	0	0	9204	0	0	0	357	545268	0	0	2014160	0	0
129250	6343	553679	1261860	26	7983	3983	1050	2700004	0,000527	0,000467	timer,timer	170207	0	0	0	144	0	0	2377322	2377322	2377322	2377322	2377322	2377322	2377322	2377322	2377322	2377322	2377322	2377322	2377322	2377322	0	0	0	0	0	0	0	0	0	0	0	2304	2251808	0	0	0	553679	553679	276840	184560	184560	92280	369119	0	0	8651	0	0	553679	553679	553679	0	0	1953125	0	0
127750	6246	545272	1237082	26	7983	3983	1050	2693186	0,000519	0,000459	timer,timer	168377	0	0	0	144	0	0	2376540	2376540	2376540	2376540	2376540	2376540	2376540	2376540	2376540	2376540	2376540	2376540	2376540	2376540	0	0	0	0	0	0	0	0	0	0	0	2304	2105848	0	0	0	545272	545272	272636	181757	181757	90878	363515	0	0	8520	0	0	545272	545272	545272	2807617	10131835	1892089	549316	0
127333	6254	545993	1251751	26	7983	3983	1050	2689030	0,000520	0,000466	timer,timer	168486	0	0	0	144	0	0	2375148	2375148	2375148	2375148	2375148	2375148	2375148	2375148	2375148	2375148	2375148	2375148	2375148	2375148	0	0	0	0	0	0	0	0	0	0	0	2304	2154392	0	0	0	545993	545993	272997	181997	181998	90999	363995	0	0	8532	0	0	0	335	545993	2868652	10253906	2014160	488281	0
