OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
1611142868	19455817	1696461841	394109898	25	7983	3983	1050	2700452	1,615678	1,736405	timer,timer	1696229885	167	0	0	56	0	848058	1903469819	1903470915	1907617636	1907617636	1907617636	1907617636	1907617636	1907617636	1907617636	1907617636	1907617636	1907617636	1907617636	1907617636	4427845	0	0	0	0	3372683	36752	2473429	594042	0	0	1879048304	1696460632	0	0	0	1696461841	1696461841	848230921	565487280	565487280	282743640	1130974560	0	0	26507258	0	0	0	1694333956	1696461841	4835937500	21432861328	1589172363	367980957	0
