OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
12249	972261853	295823	616083	104	7983	3983	1050	3500000	0,000282	0,000176	timer,timer	50876	0	0	0	256	0	0	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	0	0	295823	295823	147912	98608	98607	49303	197215	0	4814	4622	0	0	0	647	295823	0	0	1525878	0	0
9666	3226	281652	580703	39	7983	3983	1050	3500344	0,000268	0,000166	timer,timer	48645	0	0	0	256	0	0	21158	21158	21158	21158	21158	21158	21158	21158	21158	21158	21158	21158	21158	21158	0	0	0	0	0	0	0	0	0	0	0	1536	116232	0	0	0	281652	281652	140826	93884	93884	46942	187768	0	0	4401	0	0	281652	637	281652	4699707	15014648	1770019	549316	0
10250	3253	283926	580151	71	7983	3983	1050	3500354	0,000270	0,000166	timer,timer	49098	0	0	0	256	0	0	21044	21044	21044	21044	21044	21044	21044	21044	21044	21044	21044	21044	21044	21044	0	0	0	0	0	0	0	0	0	0	0	1536	115992	0	0	0	283926	283926	141963	94642	94642	47321	189284	0	0	4437	0	0	283926	705	283926	4638671	14953613	2136230	488281	0
9916	3286	286885	579584	71	7983	3983	1050	3499881	0,000273	0,000166	timer,timer	48540	0	0	0	256	0	0	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	23712	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	0	0	286885	286885	143443	95628	95629	47814	191257	0	0	4483	0	0	286885	650	286885	4760742	15991210	1647949	549316	0
10250	3279	286238	582930	74	7983	3983	1050	3501418	0,000273	0,000166	timer,timer	49391	0	0	0	256	0	0	21726	21726	21726	21726	21726	21726	21726	21726	21726	21726	21726	21726	21726	21726	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	0	0	286238	286238	143119	95413	95413	47707	190825	0	0	4472	0	0	286238	630	286238	0	0	1464843	0	0
9917	3239	282761	579187	75	7983	3983	1050	3499970	0,000269	0,000165	timer,timer	48343	0	0	0	256	0	0	21078	21078	21078	21078	21078	21078	21078	21078	21078	21078	21078	21078	21078	21078	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	0	0	282761	282761	141381	94253	94254	47127	188507	0	0	4418	0	0	282761	282761	282761	0	0	1586914	0	0
5416	1241	108309	246402	75	7983	3983	1050	3500237	0,000103	0,000070	timer,timer	33714	0	0	0	256	0	0	20816	20816	20816	20816	20816	20816	20816	20816	20816	20816	20816	20816	20816	20816	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	0	0	108309	108309	54154	36103	36103	18051	72207	0	6574	2480	0	0	0	775	108309	0	0	793457	0	0
