OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
877080	15479	1351299	3440337	27	7983	3983	1050	2695595	0,001287	0,001276	timer,timer	953860	0	0	0	248	0	0	16514472	16514472	16514472	16514472	16514472	16514472	16514472	16514472	16514472	16514472	16514472	16514472	16514472	16514472	0	0	0	0	0	0	0	0	0	0	0	1984	1130376	0	0	0	1351299	1351299	675650	450433	450433	225216	900866	0	0	21114	0	0	1351299	1351299	1351299	3234863	11840820	4760742	488281	0
877413	15420	1346126	3433386	27	7983	3983	1050	2700003	0,001282	0,001272	timer,timer	953948	0	0	0	248	0	0	16306798	16306798	16306798	16306798	16306798	16306798	16306798	16306798	16306798	16306798	16306798	16306798	16306798	16306798	0	0	0	0	0	0	0	0	0	0	0	1984	1130248	0	0	0	1346126	1346126	673063	448708	448709	224355	897417	0	0	21682	0	0	1346126	1346126	1346126	6286621	23986816	4577636	793457	0
876080	15350	1340029	3415965	27	7983	3983	1050	2700003	0,001276	0,001265	timer,timer	952815	0	0	0	248	0	0	16103034	16103034	16103034	16103034	16103034	16103034	16103034	16103034	16103034	16103034	16103034	16103034	16103034	16103034	0	0	0	0	0	0	0	0	0	0	0	1984	1123328	0	0	0	1340029	1340029	670014	446676	446677	223339	893353	0	0	20938	0	0	0	318	1340029	3234863	11657714	4455566	488281	0
877830	15558	1358175	3454374	27	7983	3983	1050	2700005	0,001293	0,001279	timer,timer	954172	0	0	0	248	0	0	16288508	16288508	16288508	16288508	16288508	16288508	16288508	16288508	16288508	16288508	16288508	16288508	16288508	16288508	0	0	0	0	0	0	0	0	0	0	0	1984	1131736	0	0	0	1358175	1358175	679088	452725	452725	226362	905450	0	914222	21222	0	0	0	1358175	1358175	6408691	24841308	4699707	793457	0
878080	15445	1348310	3425401	27	7983	3983	1050	2700003	0,001284	0,001269	timer,timer	954471	0	0	0	248	0	0	16297380	16297380	16297380	16297380	16297380	16297380	16297380	16297380	16297380	16297380	16297380	16297380	16297380	16297380	0	0	0	0	0	0	0	0	0	0	0	1984	1131184	0	0	0	1348310	1348310	674155	449436	449437	224718	898874	0	0	21067	0	0	0	322	1348310	3112792	10803222	4821777	549316	0
876663	15430	1346995	3416995	27	7983	3983	1050	2700004	0,001283	0,001266	timer,timer	953136	0	0	0	248	0	0	16261348	16261348	16261348	16261348	16261348	16261348	16261348	16261348	16261348	16261348	16261348	16261348	16261348	16261348	0	0	0	0	0	0	0	0	0	0	0	1984	1129920	0	0	0	1346995	1346995	673498	448998	448999	224499	897997	0	0	21047	0	0	0	2217	1346995	6530761	24658203	4699707	793457	0
877246	15369	1341726	3415735	27	7983	3983	1050	2693649	0,001278	0,001268	timer,timer	953709	0	0	0	248	0	0	16394612	16394612	16394612	16394612	16394612	16394612	16394612	16394612	16394612	16394612	16394612	16394612	16394612	16394612	0	0	0	0	0	0	0	0	0	0	0	1984	1128672	0	0	0	1341726	1341726	670863	447242	447242	223621	894484	0	0	20964	0	0	0	301	1341726	6469726	23986816	4821777	976562	0
877580	15475	1350888	3433752	27	7983	3983	1050	2694750	0,001287	0,001274	timer,timer	954044	0	0	0	248	0	0	16242050	16242050	16242050	16242050	16242050	16242050	16242050	16242050	16242050	16242050	16242050	16242050	16242050	16242050	0	0	0	0	0	0	0	0	0	0	0	1984	1131552	0	0	0	1350888	1350888	675444	450296	450296	225148	900592	0	339238	21107	0	0	0	291	1350888	3173828	11047363	4516601	549316	0
876746	15449	1348708	3435026	27	7983	3983	1050	2700004	0,001284	0,001272	timer,timer	953114	0	0	0	248	0	0	16237588	16237588	16237588	16237588	16237588	16237588	16237588	16237588	16237588	16237588	16237588	16237588	16237588	16237588	0	0	0	0	0	0	0	0	0	0	0	1984	1250384	0	0	0	1348708	1348708	674354	449570	449569	224784	899139	0	0	21716	0	0	1348708	1348708	1348708	3112792	10498046	4516601	488281	0
878164	15534	1356051	3451396	27	7983	3983	1050	2700003	0,001291	0,001278	timer,timer	954870	0	0	0	248	0	0	16462546	16462546	16462546	16462546	16462546	16462546	16462546	16462546	16462546	16462546	16462546	16462546	16462546	16462546	0	0	0	0	0	0	0	0	0	0	0	1984	1133928	0	0	0	1356051	1356051	678026	452017	452017	226009	904033	0	5316	21189	1356051	0	0	304	1356051	2929687	11169433	4577636	549316	0
