OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
96777779	1163753	101370759	281544982	25	7983	3983	1050	2686595	0,096544	0,104796	timer,timer	101194088	0	0	0	1	0	0	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	0	0	0	0	0	0	0	0	0	0	0	2	101410352	0	0	0	101370759	101370759	50685380	33790253	33790253	16895126	67580506	0	0	1584596	0	0	101370759	105	101370759	224426269	787353515	80749511	21911621	0
96853114	1164738	101401474	281780642	29	7983	3983	1050	2692165	0,096573	0,104667	timer,timer	101217465	0	0	0	1	0	0	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	33898548	0	0	0	0	0	0	0	0	0	0	0	2	101390736	0	0	0	101401474	101401474	50700737	33800492	33800491	16900246	67600982	0	0	1585069	0	0	0	124	101401474	222290039	785583496	80749511	21972656	0
