OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
3495866466	42094881	3671845107	1568308401	25	7983	3983	1050	2700699	3,496995	3,761338	timer,timer	3671563847	297	0	0	224	0	1211540	14863891729	14863892390	14872814892	14872814892	14872814892	14872814892	14872814892	14872814892	14872814892	14872814892	14872814892	14872814892	14872814892	14872814892	7954025	0	2	0	0	4822847	40315	1804091	438667	0	0	3221227264	3671769656	0	0	0	3671845107	3671845107	1835922554	1223948369	1223948369	611974184	2447896738	0	0	57372627	0	1683904356	3671845107	147529	3671845107	11319396972	49912109375	3477172851	782592773	0
