OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
2115325	31346	2718996	7293769	26	7983	3983	1050	2698339	0,002590	0,002703	timer,timer	2241861	0	0	0	96	0	0	50364734	50364734	50364734	50364734	50364734	50364734	50364734	50364734	50364734	50364734	50364734	50364734	50364734	50364734	0	0	0	0	0	0	0	0	0	0	0	6144	4905064	0	0	0	2718996	2718996	1359498	906332	906332	453166	1812664	0	0	42485	0	0	0	175	2718996	10009765	37048339	8239746	1159667	0
2115492	31417	2725237	7313984	26	7983	3983	1050	2698257	0,002595	0,002711	timer,timer	2241904	0	0	0	96	0	0	50365316	50365316	50365316	50365316	50365316	50365316	50365316	50365316	50365316	50365316	50365316	50365316	50365316	50365316	0	0	0	0	0	0	0	0	0	0	0	6144	2605048	0	0	0	2725237	2725237	1362618	908412	908412	454206	1816825	0	0	42583	0	368574	0	2106	2725237	6774902	24719238	8300781	793457	0
2115075	31354	2719789	7294971	26	7983	3983	1050	2698211	0,002590	0,002704	timer,timer	2241963	0	0	0	96	0	0	50362876	50362876	50362876	50362876	50362876	50362876	50362876	50362876	50362876	50362876	50362876	50362876	50362876	50362876	0	0	0	0	0	0	0	0	0	0	0	6144	5624960	0	0	0	2719789	2719789	1359895	906596	906596	453298	1813192	0	0	42497	1359687	0	2719789	204	2719789	6408691	25329589	8361816	793457	0
2115409	31417	2725220	7309870	26	7983	3983	1050	2698229	0,002595	0,002709	timer,timer	2241917	0	0	0	96	0	0	50364070	50364070	50364070	50364070	50364070	50364070	50364070	50364070	50364070	50364070	50364070	50364070	50364070	50364070	0	0	0	0	0	0	0	0	0	0	0	6144	2331488	0	0	0	2725220	2725220	1362610	908407	908407	454203	1816814	0	0	42582	0	0	2725220	149	2725220	9643554	35461425	8178710	1037597	0
2115158	31321	2716856	7291996	26	7983	3983	1050	2698306	0,002587	0,002702	timer,timer	2241736	0	0	0	96	0	0	50362974	50362974	50362974	50362974	50362974	50362974	50362974	50362974	50362974	50362974	50362974	50362974	50362974	50362974	0	0	0	0	0	0	0	0	0	0	0	6144	5346304	0	0	0	2716856	2716856	1358428	905619	905618	452809	1811237	0	0	43192	0	0	2716856	2691010	2716856	10131835	38818359	8178710	1037597	0
2115658	31327	2717229	7290855	26	7983	3983	1050	2698302	0,002588	0,002702	timer,timer	2241981	0	0	0	96	0	0	50363972	50363972	50363972	50363972	50363972	50363972	50363972	50363972	50363972	50363972	50363972	50363972	50363972	50363972	0	0	0	0	0	0	0	0	0	0	0	6144	2330000	0	0	0	2717229	2717229	1358615	905743	905743	452872	1811485	0	0	42457	0	0	0	161	2717229	6591796	25512695	8117675	732421	0
2115158	31347	2719057	7303687	26	7983	3983	1050	2694321	0,002590	0,002711	timer,timer	2242206	0	0	0	96	0	0	50364194	50364194	50364194	50364194	50364194	50364194	50364194	50364194	50364194	50364194	50364194	50364194	50364194	50364194	0	0	0	0	0	0	0	0	0	0	0	6144	5356624	0	0	0	2719057	2719057	1359528	906353	906352	453176	1812705	0	0	42486	0	2197561	2719057	168	2719057	9643554	37902832	8117675	1037597	0
2116158	31328	2717516	7295372	26	7983	3983	1050	2698352	0,002588	0,002704	timer,timer	2243161	0	0	0	96	0	0	50363106	50363106	50363106	50363106	50363106	50363106	50363106	50363106	50363106	50363106	50363106	50363106	50363106	50363106	0	0	0	0	0	0	0	0	0	0	0	6144	2332136	0	0	0	2717516	2717516	1358758	905838	905839	452919	1811678	0	0	42462	0	2198289	2717516	2691848	2717516	10192871	38635253	8361816	1159667	0
2115908	31409	2724447	7305881	26	7983	3983	1050	2692127	0,002595	0,002714	timer,timer	2241943	0	0	0	96	0	0	50363056	50363056	50363056	50363056	50363056	50363056	50363056	50363056	50363056	50363056	50363056	50363056	50363056	50363056	0	0	0	0	0	0	0	0	0	0	0	6144	4661544	0	0	0	2724447	2724447	1362224	908149	908149	454074	1816298	0	0	42570	0	0	0	187	2724447	6591796	25817871	8239746	793457	0
2115075	31349	2719298	7298690	26	7983	3983	1050	2698197	0,002590	0,002705	timer,timer	2241231	0	0	0	96	0	0	50363966	50363966	50363966	50363966	50363966	50363966	50363966	50363966	50363966	50363966	50363966	50363966	50363966	50363966	0	0	0	0	0	0	0	0	0	0	0	6144	2605336	0	0	0	2719298	2719298	1359649	906433	906432	453216	1812865	0	0	42490	0	0	0	149	2719298	6408691	25024414	8117675	732421	0
