OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
11416	3439	300157	626544	44	7983	3983	1050	3500002	0,000286	0,000179	timer,timer	50568	0	0	0	248	0	0	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	0	0	0	0	0	0	0	0	0	0	0	1984	256512	0	0	0	300157	300157	150078	100052	100053	50027	200105	0	0	4690	0	0	300157	300157	300157	4760742	14831542	2136230	549316	0
11416	3439	300157	626544	44	7983	3983	1050	3500002	0,000286	0,000179	timer,timer	50568	0	0	0	248	0	0	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	20596	0	0	0	0	0	0	0	0	0	0	0	1984	256512	0	0	0	300157	300157	150078	100052	100053	50027	200105	0	0	4690	0	0	300157	300157	300157	4760742	14831542	2136230	549316	0
12250	3478	303647	631388	44	7983	3983	1050	3500001	0,000289	0,000180	timer,timer	51758	0	0	0	248	0	0	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	0	0	0	0	0	0	0	0	0	0	0	1984	0	0	0	0	303647	303647	151824	101216	101216	50608	202431	0	0	5326	0	0	303647	823	303647	4638671	15014648	1403808	549316	0
12250	3478	303647	631388	44	7983	3983	1050	3500001	0,000289	0,000180	timer,timer	51758	0	0	0	248	0	0	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	0	0	0	0	0	0	0	0	0	0	0	1984	0	0	0	0	303647	303647	151824	101216	101216	50608	202431	0	0	5326	0	0	303647	823	303647	4638671	15014648	1403808	549316	0
12083	3408	297499	623150	44	7983	3983	1050	3500001	0,000283	0,000178	timer,timer	50862	0	0	0	248	0	0	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	0	0	0	0	0	0	0	0	0	0	0	1984	0	0	0	0	297499	297499	148749	99167	99166	49583	198333	0	0	4648	0	0	297499	774	297499	0	0	1708984	0	0
12083	3408	297499	623150	44	7983	3983	1050	3500001	0,000283	0,000178	timer,timer	50862	0	0	0	248	0	0	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	20818	0	0	0	0	0	0	0	0	0	0	0	1984	0	0	0	0	297499	297499	148749	99167	99166	49583	198333	0	0	4648	0	0	297499	774	297499	0	0	1708984	0	0
12000	3793	331150	615525	44	7983	3983	1050	3500002	0,000315	0,000176	timer,timer	51104	0	0	0	248	0	0	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	0	0	0	0	0	0	0	0	0	0	0	1984	149736	0	0	0	331150	331150	165575	110383	110384	55192	220767	0	0	5174	0	0	331150	764	331150	0	0	1953125	0	0
12000	3793	331150	615525	44	7983	3983	1050	3500002	0,000315	0,000176	timer,timer	51104	0	0	0	248	0	0	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	20884	0	0	0	0	0	0	0	0	0	0	0	1984	149736	0	0	0	331150	331150	165575	110383	110384	55192	220767	0	0	5174	0	0	331150	764	331150	0	0	1953125	0	0
12000	3435	299855	627228	44	7983	3983	1050	3500001	0,000286	0,000179	timer,timer	51089	0	0	0	248	0	0	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	0	0	0	0	0	0	0	0	0	0	0	1984	262008	0	0	0	299855	299855	149927	99951	99952	49976	199904	0	0	4686	0	0	299855	299855	299855	4943847	14953613	1464843	671386	0
12000	3435	299855	627228	44	7983	3983	1050	3500001	0,000286	0,000179	timer,timer	51089	0	0	0	248	0	0	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	20610	0	0	0	0	0	0	0	0	0	0	0	1984	262008	0	0	0	299855	299855	149927	99951	99952	49976	199904	0	0	4686	0	0	299855	299855	299855	4943847	14953613	1464843	671386	0
