OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
3612569	49872	4313593	11769362	25	7983	3983	1050	2698210	0,004108	0,004362	timer,timer	3791314	0	0	0	320	0	0	10873118	10873118	10873118	10873118	10873118	10873118	10873118	10873118	10873118	10873118	10873118	10873118	10873118	10873118	0	0	0	0	0	0	0	0	0	0	0	10490880	8341464	0	0	0	4313593	4313593	2156797	1437865	1437864	718932	2875728	0	0	35631	0	0	4313593	151	4313593	13916015	58288574	10131835	1281738	0
