OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
653247	565595939	968605	2482093	102	7983	3983	1050	3500001	0,000922	0,000709	timer,timer	722714	0	0	0	184	0	0	775152	775152	775152	775152	775152	775152	775152	775152	775152	775152	775152	775152	775152	775152	0	0	0	0	0	0	0	0	0	0	0	754032	789648	0	0	0	968605	968605	484303	322868	322868	161434	645736	0	0	15673	0	0	968605	617	968605	0	0	6652832	0	0
656497	648308001	985073	2498176	102	7983	3983	1050	3499999	0,000938	0,000714	timer,timer	726601	0	0	0	184	0	0	775740	775740	775740	775740	775740	775740	775740	775740	775740	775740	775740	775740	775740	775740	0	0	0	0	0	0	0	0	0	0	0	754032	0	0	0	0	985073	985073	492537	328357	328358	164179	656715	0	0	15392	0	0	0	608	985073	6164550	20385742	11840820	671386	0
653581	728935117	973307	2497428	102	7983	3983	1050	3500004	0,000927	0,000714	timer,timer	722798	0	0	0	184	0	0	776202	776202	776202	776202	776202	776202	776202	776202	776202	776202	776202	776202	776202	776202	0	0	0	0	0	0	0	0	0	0	0	754032	934592	0	0	0	973307	973307	486654	324436	324435	162217	648871	0	0	15208	0	0	0	631	973307	4272460	13244628	6286621	549316	0
657414	811744720	978723	2517867	102	7983	3983	1050	3500000	0,000932	0,000719	timer,timer	726976	0	0	0	184	0	0	775496	775496	775496	775496	775496	775496	775496	775496	775496	775496	775496	775496	775496	775496	0	0	0	0	0	0	0	0	0	0	0	754032	0	0	0	0	978723	978723	489361	326241	326241	163121	652482	0	0	15293	0	0	978723	1615	978723	4333496	15380859	6347656	610351	0
655331	895113295	977831	2509397	102	7983	3983	1050	3500002	0,000931	0,000717	timer,timer	724541	0	0	0	184	0	0	775564	775564	775564	775564	775564	775564	775564	775564	775564	775564	775564	775564	775564	775564	0	0	0	0	0	0	0	0	0	0	0	754032	792560	0	0	0	977831	977831	488915	325944	325943	162972	651887	0	0	15278	488870	0	977831	630	977831	4455566	13549804	6347656	610351	0
