OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
39250	5183	452465	980110	26	7983	3983	1050	2700003	0,000431	0,000363	timer,timer	75963	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	739504	0	0	0	452465	452465	226232	150821	150822	75411	301644	0	0	7070	0	0	0	207	452465	0	0	1281738	0	0
39250	5159	450311	981326	26	7983	3983	1050	2700003	0,000429	0,000363	timer,timer	76186	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	399664	0	0	0	450311	450311	225156	150103	150104	75052	300207	0	0	7036	0	0	450311	194	450311	3051757	10986328	1342773	549316	0
39333	5156	450121	984367	26	7983	3983	1050	2700002	0,000429	0,000365	timer,timer	75471	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	193224	0	0	0	450121	450121	225061	150040	150040	75020	300080	0	0	7033	0	0	0	174	450121	2746582	10681152	1098632	549316	0
39250	5169	451283	979788	26	7983	3983	1050	2690266	0,000430	0,000364	timer,timer	75527	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	154896	0	0	0	451283	451283	225641	150428	150427	75214	300855	0	0	7690	225711	0	451283	451283	451283	0	0	1281738	0	0
39500	5190	453062	982306	26	7983	3983	1050	2700002	0,000431	0,000364	timer,timer	76073	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	158928	0	0	0	453062	453062	226531	151021	151020	75510	302041	0	0	7815	0	549	0	173	453062	0	0	1220703	0	0
39167	5226	456270	996597	26	7983	3983	1050	2698040	0,000435	0,000369	timer,timer	75868	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	158752	0	0	0	456270	456270	228135	152090	152090	76045	304180	0	0	7129	228178	0	456270	186	456270	0	0	1220703	0	0
39666	5171	451435	971146	26	7983	3983	1050	2700003	0,000430	0,000360	timer,timer	76635	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	391400	0	0	0	451435	451435	225717	150478	150479	75240	300957	0	0	7054	0	0	0	189	451435	0	0	1586914	0	0
39500	5234	456885	994507	26	7983	3983	1050	2700002	0,000435	0,000368	timer,timer	76151	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	159152	0	0	0	456885	456885	228443	152295	152295	76147	304590	0	0	7791	0	0	456885	168	456885	0	0	1464843	0	0
39500	5187	452792	987029	26	7983	3983	1050	2697057	0,000431	0,000366	timer,timer	75820	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	151664	0	0	0	452792	452792	226396	150930	150931	75466	301861	0	0	7717	0	0	452792	185	452792	0	0	1403808	0	0
39417	5209	454794	988029	26	7983	3983	1050	2696080	0,000433	0,000366	timer,timer	75724	0	0	0	2	0	0	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	16704	0	0	0	0	0	0	0	0	0	0	0	8	208288	0	0	0	454794	454794	227397	151598	151598	75799	303196	0	0	7107	0	0	0	178	454794	0	0	1525878	0	0
