OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
600331	12109	1057014	2627547	26	7983	3983	1050	2700004	0,001007	0,000973	timer,timer	663836	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	733768	0	0	0	1057014	1057014	528507	352338	352338	176169	704676	0	0	16516	0	0	1057014	1057014	1057014	3112792	11291503	3540039	610351	0
601331	12211	1066012	2642074	26	7983	3983	1050	2700004	0,001015	0,000979	timer,timer	664909	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	1438368	0	0	0	1066012	1066012	533006	355337	355338	177669	710675	0	0	16657	0	0	1066012	184	1066012	3051757	10620117	3540039	549316	0
600914	12106	1056797	2626252	26	7983	3983	1050	2700005	0,001006	0,000973	timer,timer	664260	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	2890256	0	0	0	1056797	1056797	528398	352266	352265	176133	704531	0	0	16512	0	0	0	186	1056797	2868652	10192871	3540039	488281	0
600998	12174	1062731	2636041	26	7983	3983	1050	2700005	0,001012	0,000976	timer,timer	664268	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	734384	0	0	0	1062731	1062731	531366	354244	354244	177122	708487	0	0	16606	0	0	1062731	210	1062731	3112792	10375976	3540039	549316	0
600498	12162	1061733	2637516	26	7983	3983	1050	2700003	0,001011	0,000977	timer,timer	663929	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	2141888	0	0	0	1061733	1061733	530867	353911	353911	176955	707822	0	4402	16590	0	162527	0	170	1061733	2868652	10131835	3479003	549316	0
600831	12142	1059976	2633400	26	7983	3983	1050	2700005	0,001010	0,000975	timer,timer	664283	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	2143552	0	0	0	1059976	1059976	529988	353326	353325	176662	706651	0	0	16562	0	633521	0	173	1059976	2990722	10437011	3662109	549316	0
600914	12371	1079991	2637322	26	7983	3983	1050	2700003	0,001029	0,000977	timer,timer	664767	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	747048	0	0	0	1079991	1079991	539995	359997	359997	179998	719995	0	3996	16875	1079991	0	0	179	1079991	3051757	11047363	3356933	488281	0
600914	12219	1066637	2635735	26	7983	3983	1050	2700003	0,001016	0,000976	timer,timer	664465	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	733880	0	0	0	1066637	1066637	533318	355546	355545	177773	711091	0	1066637	16666	0	0	0	199	1066637	2990722	10498046	3540039	488281	0
600915	12135	1059340	2638486	26	7983	3983	1050	2690811	0,001009	0,000981	timer,timer	663792	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	3418160	0	0	0	1059340	1059340	529670	353113	353113	176556	706227	0	0	16552	0	0	1059340	1059340	1059340	2868652	9948730	3356933	488281	0
600498	12189	1064080	2639751	26	7983	3983	1050	2695086	0,001013	0,000979	timer,timer	663933	0	0	0	8	0	0	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	4199648	0	0	0	0	0	0	0	0	0	0	0	128	1162688	0	0	0	1064080	1064080	532040	354693	354693	177347	709386	0	0	16627	0	0	1064080	1064080	1064080	2929687	10620117	3540039	488281	0
