OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
209666	7770	678260	1556274	27	7983	3983	1050	2698869	0,000646	0,000577	timer,timer	254952	0	0	0	120	0	0	3947312	3947312	3947312	3947312	3947312	3947312	3947312	3947312	3947312	3947312	3947312	3947312	3947312	3947312	0	0	0	0	0	0	0	0	0	0	0	480	435624	0	0	0	678260	678260	339130	226086	226087	113043	452174	0	0	10598	0	0	678260	678260	678260	2990722	10253906	2075195	549316	0
210000	7466	651799	1491605	27	7983	3983	1050	2700002	0,000621	0,000552	timer,timer	254710	0	0	0	120	0	0	3947392	3947392	3947392	3947392	3947392	3947392	3947392	3947392	3947392	3947392	3947392	3947392	3947392	3947392	0	0	0	0	0	0	0	0	0	0	0	480	575528	0	0	0	651799	651799	325900	217266	217267	108633	434533	0	0	10184	0	0	651799	0	651799	2929687	10742187	1708984	488281	0
209832	7358	642286	1480931	27	7983	3983	1050	2700003	0,000612	0,000548	timer,timer	254336	0	0	0	120	0	0	3947438	3947438	3947438	3947438	3947438	3947438	3947438	3947438	3947438	3947438	3947438	3947438	3947438	3947438	0	0	0	0	0	0	0	0	0	0	0	480	428880	0	0	0	642286	642286	321143	214096	214095	107048	428190	0	0	10795	0	0	0	194	642286	2929687	10070800	1953125	549316	0
209916	7400	646064	1485813	27	7983	3983	1050	2700003	0,000615	0,000550	timer,timer	254353	0	0	0	120	0	0	3947302	3947302	3947302	3947302	3947302	3947302	3947302	3947302	3947302	3947302	3947302	3947302	3947302	3947302	0	0	0	0	0	0	0	0	0	0	0	480	432200	0	0	0	646064	646064	323032	215354	215355	107677	430710	0	646064	10681	0	0	0	216	646064	3173828	11230468	2075195	610351	0
209666	7597	663171	1532378	27	7983	3983	1050	2700003	0,000632	0,000568	timer,timer	254520	0	0	0	120	0	0	3947636	3947636	3947636	3947636	3947636	3947636	3947636	3947636	3947636	3947636	3947636	3947636	3947636	3947636	0	0	0	0	0	0	0	0	0	0	0	480	2281984	0	0	0	663171	663171	331586	221057	221057	110528	442114	0	0	10362	0	0	663171	1924	663171	2868652	10314941	2075195	549316	0
209749	7397	645774	1492184	27	7983	3983	1050	2694971	0,000615	0,000554	timer,timer	254291	0	0	0	120	0	0	3947424	3947424	3947424	3947424	3947424	3947424	3947424	3947424	3947424	3947424	3947424	3947424	3947424	3947424	0	0	0	0	0	0	0	0	0	0	0	480	429760	0	0	0	645774	645774	322887	215258	215258	107629	430516	0	0	10090	645774	0	0	195	645774	0	0	1953125	0	0
209582	7426	648248	1486340	27	7983	3983	1050	2698299	0,000617	0,000551	timer,timer	254372	0	0	0	120	0	0	3947354	3947354	3947354	3947354	3947354	3947354	3947354	3947354	3947354	3947354	3947354	3947354	3947354	3947354	0	0	0	0	0	0	0	0	0	0	0	480	431992	0	0	0	648248	648248	324124	216082	216083	108042	432165	0	4560	10129	0	0	0	218	648248	0	0	2075195	0	0
209749	7743	675987	1562489	27	7983	3983	1050	2700003	0,000644	0,000579	timer,timer	254556	0	0	0	120	0	0	3947434	3947434	3947434	3947434	3947434	3947434	3947434	3947434	3947434	3947434	3947434	3947434	3947434	3947434	0	0	0	0	0	0	0	0	0	0	0	480	431960	0	0	0	675987	675987	337993	225329	225329	112665	450658	0	4476	10562	0	0	0	206	675987	0	0	2441406	0	0
210083	7359	642450	1478382	27	7983	3983	1050	2700002	0,000612	0,000548	timer,timer	255032	0	0	0	120	0	0	3947570	3947570	3947570	3947570	3947570	3947570	3947570	3947570	3947570	3947570	3947570	3947570	3947570	3947570	0	0	0	0	0	0	0	0	0	0	0	480	547592	0	0	0	642450	642450	321225	214150	214150	107075	428300	0	1297	10039	0	0	642450	208	642450	0	0	2136230	0	0
209749	7432	648712	1487794	27	7983	3983	1050	2700004	0,000618	0,000551	timer,timer	254752	0	0	0	120	0	0	3947616	3947616	3947616	3947616	3947616	3947616	3947616	3947616	3947616	3947616	3947616	3947616	3947616	3947616	0	0	0	0	0	0	0	0	0	0	0	480	432568	0	0	0	648712	648712	324356	216237	216237	108118	432475	0	0	10136	0	0	648712	236	648712	0	0	2136230	0	0
