OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
16750	460985667	352630	733870	51	7983	3983	1050	3461844	0,000336	0,000212	timer,timer	58651	0	0	0	1024	0	0	172146	172146	172146	172146	172146	172146	172146	172146	172146	172146	172146	172146	172146	172146	0	0	0	0	0	0	0	0	0	4096	12288	8192	202160	0	1024	0	352630	352630	176315	117543	117544	58772	235087	0	0	5509	0	0	352630	686	352630	0	0	1953125	0	0
16750	533991966	318659	641250	53	7983	3983	1050	3500003	0,000303	0,000183	timer,timer	57664	0	0	0	1024	0	0	173814	173814	173814	173814	173814	173814	173814	173814	173814	173814	173814	173814	173814	173814	0	0	0	0	0	0	0	0	0	4096	12288	8192	150168	0	1024	0	318659	318659	159330	106219	106220	53110	212439	0	0	4979	0	0	318659	318659	318659	0	0	1770019	0	0
17084	604690672	293290	637648	53	7983	3983	1050	3500002	0,000279	0,000182	timer,timer	56407	0	0	0	1024	0	0	172038	172038	172038	172038	172038	172038	172038	172038	172038	172038	172038	172038	172038	172038	0	0	0	0	0	0	0	0	0	4096	12288	8192	0	0	1024	0	293290	293290	146645	97763	97763	48881	195527	0	0	5294	0	0	0	475	293290	0	0	1464843	0	0
16750	675926468	320758	639630	52	7983	3983	1050	3500003	0,000305	0,000183	timer,timer	58340	0	0	0	1024	0	0	172162	172162	172162	172162	172162	172162	172162	172162	172162	172162	172162	172162	172162	172162	0	0	0	0	0	0	0	0	0	4096	12288	8192	0	0	1024	0	320758	320758	160379	106920	106919	53460	213838	0	0	5012	0	0	0	687	320758	4455566	14343261	1953125	488281	0
17000	745730729	365593	778357	52	7983	3983	1050	3500001	0,000348	0,000222	timer,timer	56042	0	0	0	1024	0	0	172486	172486	172486	172486	172486	172486	172486	172486	172486	172486	172486	172486	172486	172486	0	0	0	0	0	0	0	0	0	4096	12288	8192	234208	0	1024	0	365593	365593	182796	121864	121864	60932	243729	0	0	5712	0	0	365593	365593	365593	5371093	18737792	3234863	488281	0
16667	818389760	323404	644460	52	7983	3983	1050	3500003	0,000308	0,000184	timer,timer	58197	0	0	0	1024	0	0	171994	171994	171994	171994	171994	171994	171994	171994	171994	171994	171994	171994	171994	171994	0	0	0	0	0	0	0	0	0	4096	12288	8192	0	0	1024	0	323404	323404	161702	107801	107801	53900	215603	0	0	5053	0	0	0	703	323404	4760742	15808105	1647949	549316	0
17084	889431927	318698	635304	52	7983	3983	1050	3485961	0,000304	0,000182	timer,timer	58312	0	0	0	1024	0	0	171910	171910	171910	171910	171910	171910	171910	171910	171910	171910	171910	171910	171910	171910	0	0	0	0	0	0	0	0	0	4096	12288	8192	146632	0	1024	0	318698	318698	159349	106233	106233	53117	212465	0	6094	4980	0	0	0	707	318698	0	0	2197265	0	0
16916	960802131	320486	649253	52	7983	3983	1050	3500001	0,000305	0,000186	timer,timer	58081	0	0	0	1024	0	0	172354	172354	172354	172354	172354	172354	172354	172354	172354	172354	172354	172354	172354	172354	0	0	0	0	0	0	0	0	0	4096	12288	8192	150040	0	1024	0	320486	320486	160243	106829	106829	53414	213658	0	0	5007	0	0	320486	717	320486	0	0	1953125	0	0
17000	1031173763	327826	653212	52	7983	3983	1050	3498417	0,000312	0,000187	timer,timer	58481	0	0	0	1024	0	0	170810	170810	170810	170810	170810	170810	170810	170810	170810	170810	170810	170810	170810	170810	0	0	0	0	0	0	0	0	0	4096	12288	8192	151896	0	1024	0	327826	327826	163913	109275	109275	54637	218551	0	0	5969	0	0	327826	327826	327826	4638671	15808105	1831054	549316	0
17083	1101206865	297991	653989	52	7983	3983	1050	3500001	0,000284	0,000187	timer,timer	55732	0	0	0	1024	0	0	172084	172084	172084	172084	172084	172084	172084	172084	172084	172084	172084	172084	172084	172084	0	0	0	0	0	0	0	0	0	4096	12288	8192	0	0	1024	0	297991	297991	148996	99331	99330	49665	198660	0	4066	4657	0	0	297991	490	297991	0	0	1647949	549316	0
17000	5326	464916	986566	49	7983	3983	1050	2700003	0,000443	0,000365	timer,timer	52191	0	0	0	1024	0	0	170782	170782	170782	170782	170782	170782	170782	170782	170782	170782	170782	170782	170782	170782	0	0	0	0	0	0	0	0	0	4096	12288	8192	122328	0	1024	0	464916	464916	232458	154972	154972	77486	309944	0	0	7265	0	0	464916	464916	464916	0	0	1342773	0	0
16750	5203	454225	956547	49	7983	3983	1050	2700002	0,000433	0,000354	timer,timer	51901	0	0	0	1024	0	0	172644	172644	172644	172644	172644	172644	172644	172644	172644	172644	172644	172644	172644	172644	0	0	0	0	0	0	0	0	0	4096	12288	8192	121656	0	1024	0	454225	454225	227112	151409	151408	75704	302817	0	0	7097	0	0	454225	176	454225	0	0	1098632	0	0
16833	5249	458258	977242	49	7983	3983	1050	2695219	0,000436	0,000363	timer,timer	52737	0	0	0	1024	0	0	173348	173348	173348	173348	173348	173348	173348	173348	173348	173348	173348	173348	173348	173348	0	0	0	0	0	0	0	0	0	4096	12288	8192	0	0	1024	0	458258	458258	229129	152753	152752	76376	305505	0	0	7161	0	0	458258	188	458258	0	0	1098632	0	0
16667	4408	384830	780936	49	7983	3983	1050	2690123	0,000367	0,000290	timer,timer	52303	0	0	0	1024	0	0	171778	171778	171778	171778	171778	171778	171778	171778	171778	171778	171778	171778	171778	171778	0	0	0	0	0	0	0	0	0	4096	12288	8192	1592248	0	1024	0	384830	384830	192415	128277	128276	64138	256553	0	0	6013	0	0	0	190	384830	0	0	854492	0	0
