OCL_TIME	TIMESTAMP	GPU_TICKS	CPU_TICKS	CTX_ID	SLICE_CLK[mhz]	UNSLICE_CLK[mhz]	GPU_CLK[mhz]	CPU_CLK[khz]	GPU_TIME[s]	CPU_TIME[s]	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU	
13754362	171980	14922051	41285671	74	7983	3983	1050	2700007	0,014211	0,015291	timer,timer	14365074	0	0	0	288	0	0	10012120	10012120	10012120	10012120	10012120	10012120	10012120	10012120	10012120	10012120	10012120	10012120	10012120	10012120	0	0	0	0	0	0	0	0	0	0	0	38634048	31113616	0	0	0	14922051	14922051	7461025	4974017	4974017	2487008	9948035	0	0	233799	0	0	0	14824189	14922051	51269531	198364257	18371582	4150390	0
13594779	170014	14691297	40806385	74	7983	3983	1050	2700006	0,013992	0,015113	timer,timer	14138521	0	0	0	288	0	0	10028292	10028292	10028292	10028292	10028292	10028292	10028292	10028292	10028292	10028292	10028292	10028292	10028292	10028292	0	0	0	0	0	0	0	0	0	0	0	38634048	30953504	0	0	0	14691297	14691297	7345648	4897099	4897099	2448550	9794198	0	14594842	230194	0	0	14691297	199	14691297	49072265	188842773	19042968	3906250	0
13260864	165339	14345782	39680349	74	7983	3983	1050	2698676	0,013663	0,014704	timer,timer	13838901	0	0	0	288	0	0	10048562	10048562	10048562	10048562	10048562	10048562	10048562	10048562	10048562	10048562	10048562	10048562	10048562	10048562	0	0	0	0	0	0	0	0	0	0	0	38634048	29998360	0	0	0	14345782	14345782	7172891	4781927	4781927	2390964	9563854	0	0	224747	0	0	0	14246443	14345782	48400878	189208984	17456054	3723144	0
13641363	170541	14785079	40933892	74	7983	3983	1050	2695464	0,014081	0,015186	timer,timer	14234987	0	0	0	288	0	0	9982228	9982228	9982228	9982228	9982228	9982228	9982228	9982228	9982228	9982228	9982228	9982228	9982228	9982228	0	0	0	0	0	0	0	0	0	0	0	38634048	29042632	0	0	0	14785079	14785079	7392540	4928359	4928360	2464180	9856719	0	0	231021	0	0	14785079	166	14785079	48522949	191528320	18127441	3723144	0
13205364	165169	14264816	39643002	74	7983	3983	1050	2698323	0,013586	0,014692	timer,timer	13726804	0	0	0	288	0	0	9987140	9987140	9987140	9987140	9987140	9987140	9987140	9987140	9987140	9987140	9987140	9987140	9987140	9987140	0	0	0	0	0	0	0	0	0	0	0	38634048	14721856	0	0	0	14264816	14264816	7132408	4754939	4754938	2377469	9509877	0	0	222892	0	106000	14264816	10401	14264816	45532226	180786132	18554687	3417968	0
13735862	171515	14887562	41186561	74	7983	3983	1050	2694975	0,014179	0,015283	timer,timer	14351381	0	0	0	288	0	0	9992648	9992648	9992648	9992648	9992648	9992648	9992648	9992648	9992648	9992648	9992648	9992648	9992648	9992648	0	0	0	0	0	0	0	0	0	0	0	38634048	14445272	0	0	0	14887562	14887562	7443781	4962520	4962521	2481260	9925042	0	0	233267	0	0	14887562	14788571	14887562	48889160	191650390	18127441	3601074	0
13436280	168220	14548649	40373100	74	7983	3983	1050	2698266	0,013856	0,014963	timer,timer	13986243	0	0	0	288	0	0	10052426	10052426	10052426	10052426	10052426	10052426	10052426	10052426	10052426	10052426	10052426	10052426	10052426	10052426	0	0	0	0	0	0	0	0	0	0	0	38634048	14340048	0	0	0	14548649	14548649	7274325	4849550	4849550	2424775	9699099	0	0	228001	0	0	14548649	14400790	14548649	50415039	191772460	19042968	3784179	0
13498364	168793	14471890	40510584	74	7983	3983	1050	2696323	0,013783	0,015024	timer,timer	13924783	0	0	0	288	0	0	9995582	9995582	9995582	9995582	9995582	9995582	9995582	9995582	9995582	9995582	9995582	9995582	9995582	9995582	0	0	0	0	0	0	0	0	0	0	0	38634048	16141928	0	0	0	14471890	14471890	7235945	4823963	4823963	2411982	9647926	0	0	226130	0	96182	0	187	14471890	49072265	192016601	20324707	3845214	0
13885862	173365	15036381	41621918	74	7983	3983	1050	2700006	0,014320	0,015415	timer,timer	14496243	0	0	0	288	0	0	10008150	10008150	10008150	10008150	10008150	10008150	10008150	10008150	10008150	10008150	10008150	10008150	10008150	10008150	0	0	0	0	0	0	0	0	0	0	0	38634048	31526456	0	0	0	15036381	15036381	7518190	5012127	5012127	2506063	10024255	0	0	235564	0	0	0	14936756	15036381	50048828	190612792	18493652	3601074	0
13547113	169451	14661299	40681802	74	7983	3983	1050	2698615	0,013963	0,015075	timer,timer	14107690	0	0	0	288	0	0	10011518	10011518	10011518	10011518	10011518	10011518	10011518	10011518	10011518	10011518	10011518	10011518	10011518	10011518	0	0	0	0	0	0	0	0	0	0	0	38634048	14196136	0	0	0	14661299	14661299	7330649	4887100	4887099	2443550	9774199	0	0	229086	0	2214180	14661299	164	14661299	48645019	192443847	18981933	3784179	0
