A4_free	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20
1	161190	566962	162689	568366	161490	568546	568546	569565	570166	570220	570544	570778	570778	571822
1	177791	584772	179374	585132	177862	586734	586770	586770	586896	588457	588462	588480	588516	588894
1	404840	404840	404840	404840	404840	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	183080	591326	185011	591776	182850	591884	592275	593216	593270	593396	593486	593522	593522	593869
1	150730	558486	152750	558522	151522	558666	558864	558864	559365	560304	560358	560718	560754	560754
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	676508	922776	474730	922074	661863	921372	920801	920390	919968	919302	919073	918045	917682	917196
1	147506	553858	148592	553912	147362	553948	555658	555676	555946	556126	556846	556846	557116	557177
1	150314	556814	151508	556962	150102	558162	558164	558182	558236	558449	559204	559874	560072	560126
1	267775	674476	269365	674790	268150	675024	675204	675600	675860	676608	676608	676608	676860	677094
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	191208	597438	192376	598248	191122	598482	598518	598518	598947	599886	599886	599922	599922	599922
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	44101	496676	11953	488695	55446	474363	469574	467766	465518	462251	460635	460008	460008	460008
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	410	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	402	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	177187	583788	178523	584184	176878	584652	584652	584652	585498	585498	585591	586021	586182	586182
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	210701	616190	211503	616190	210720	617864	617864	618044	618224	618278	618640	618674	618674	619322
1	204848	611488	206099	611519	204704	612226	613054	613162	613198	613216	613234	613234	613396	614512
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	132204	625977	15602	616487	126526	599165	590183	586951	585616	584189	581505	578889	572826	564425
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	142139	548740	143351	548812	142064	549154	550108	550108	550143	550234	550774	551170	551170	551422
1	195913	602234	197784	603422	196890	603869	604069	604970	604970	605096	605096	605150	605154	605744
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	775	411870	4208	411330	0	410584	409961	409638	409008	408846	408230	407417	407172	406534
1	145867	552234	146989	552324	145756	552468	553957	554052	554052	554250	554268	554268	554556	554718
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	154556	561671	156153	562066	154634	562372	562606	562984	562984	563002	564388	564388	564730	564730
1	108409	516040	110575	516274	109562	516760	517858	517858	517930	518200	518354	518434	519190	519320
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	136542	543326	138311	544226	137316	544798	545324	545324	545900	545900	546494	547322	547376	547574
1	64476	470143	65478	471442	64838	471586	471586	471694	472468	472972	472972	473260	473296	473296
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	209545	615432	210585	615864	209692	617088	617106	617215	617682	617700	618844	618881	618924	618924
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	168891	576188	170603	576224	168954	576584	577952	577970	578024	578348	579734	579788	579788	579788
1	192635	599444	193968	599498	192570	600596	600632	600806	600830	601136	601388	601388	601388	601818
1	205149	611448	206125	612834	204970	612834	612870	613487	613806	613806	614220	614346	614346	614526
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	55524	462896	57158	462950	56076	464314	464426	464426	464462	464624	464762	465344	465344	465344
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	748576	1577262	801987	1576100	659726	1574952	1574824	1574776	1574368	1574272	1574160	1573988	1573749	1573372
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	219164	624478	220078	625826	219224	625918	626026	626026	626062	626458	626458	626764	626764	626890
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	547529	549144	548580	550368	548206	550782	550926	551034	551196	551466	551466	551477	551987	552870
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	128652	535137	130014	535618	129229	535658	535658	536018	537296	537368	537440	537620	537620	537746
1	164292	570634	165681	571660	163994	572632	572686	573897	573928	573928	574018	575494	575494	575584
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	711905	1227670	629495	1227454	657920	1227382	1227238	1227238	1227238	1226423	1225780	1225780	1225762	1225762
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	78351	485738	80223	485900	79206	486362	486548	486728	486728	486800	487520	488276	488276	488276
1	164094	570438	165163	570920	163762	572184	572220	572220	572742	573786	573822	574344	574344	574578
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	116514	523706	117947	523742	116292	524850	525092	525092	525110	525182	525182	525185	525776	526640
1	682959	913027	470857	911914	658477	910978	910654	910438	910024	909684	909484	909178	908841	908692
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	686450	958848	493010	957342	658768	956768	956358	955535	955038	954714	954225	953433	952965	952628
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	56190	462550	57503	463900	56738	463900	463900	464155	464446	464618	464656	464990	465772	465772
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	196596	602876	197500	602917	196434	604298	604316	604460	604550	604658	604784	604784	604892	605612
1	112071	518634	113720	520290	112246	520416	520632	521028	521028	522161	522522	522577	522900	522918
1	65088	471772	66547	471772	65294	471990	472060	472420	472573	472783	472906	473554	473788	473788
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	83958	490434	85112	490686	83938	491707	492271	492558	492558	492558	492558	493818	493836	493944
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	186452	593803	188758	594110	187452	594632	594632	595352	595352	595523	595833	595964	595964	595964
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	202479	610994	205278	611246	203328	611966	613043	613046	613064	613232	614522	614540	614540	614774
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	68648	474280	70178	475630	68900	475918	475918	476602	477106	477142	477142	477142	477214	477292
1	180964	587400	182811	588714	181174	589182	589614	590046	590244	590658	591378	591522	592080	592080
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	203468	609380	204409	609398	203496	610056	610874	610874	610874	611054	611072	611450	611684	612206
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	100771	508160	102753	508610	101286	509906	510032	510223	510572	511179	511274	511436	512804	512822
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	147674	553848	148693	553956	147478	554076	555594	555633	555648	555738	555792	555826	556242	557018
1	210564	616732	211566	616858	210326	617752	618208	618446	618496	618496	618496	618802	619108	619108
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	404840	404840	404840	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	161604	567460	162968	568424	161658	568424	569523	569665	569684	569738	570268	570944	570998	571268
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	202362	608756	203445	608918	202170	609121	610160	610178	610255	610340	610466	610520	610520	611718
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	166442	573198	167829	573414	166360	573648	574530	574530	574530	575772	576114	576114	576115	577644
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	124114	530837	126411	532260	125440	532638	533034	533034	533297	533664	533664	533955	535014	535410
1	152633	559290	153849	559992	152398	560154	561485	561828	561864	561980	563394	563394	563412	563808
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	174299	580534	176123	582064	174578	582244	582820	583083	583810	583918	583990	583990	585058	585700
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	143697	550446	145261	551850	143932	551940	552376	552840	552876	552912	554037	554622	554622	554622
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	60715	466892	61735	467288	60558	467828	468296	468296	468296	469188	469790	469790	469794	469898
1	195178	601924	196957	603130	195488	603130	603310	603652	604516	604588	604606	604624	604768	604930
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	200482	607174	201657	607912	200408	608236	608568	609784	609802	609802	609921	610434	611458	611530
1	76873	482890	77624	482890	76556	483484	483592	483898	483898	483988	485100	485104	485104	485212
1	103899	510330	105733	511956	103804	512046	512046	512985	513540	513540	513576	514335	514638	514638
1	181394	587952	182943	589608	181420	589770	590202	590724	590825	591264	591264	591882	592704	592737
1	128700	534845	130073	534996	128950	535752	536040	536076	536148	536364	536364	536544	536544	536544
1	53432	459422	54371	459634	53214	459656	459692	459836	459853	461186	461186	461492	461528	461528
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	96642	504314	98601	504350	97620	504386	504836	505988	505988	506258	506546	507747	507968	507968
1	101894	508408	103020	508408	102044	509641	509794	510064	510064	510136	510424	510532	511234	511234
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	75490	482074	77886	483172	76856	483172	483189	483298	483298	483298	483298	484468	484936	484954
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	82610	489364	84245	489364	83156	491020	491038	491056	491092	491092	492346	492532	492604	492748
1	91502	497770	92624	497770	91400	498994	499046	499210	499210	499587	500074	500074	500560	500578
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	0	404840	403	404840	0	404840	404840	404840	404840	404840	404840	404840	404840	404840
1	92	92	92	92	92	92	92	92	92	92	92	92	92	92
1	0	92	0	92	543	92	92	92	92	92	92	92	92	92
1	542	542	542	542	542	542	542	542	542	542	542	542	542	542
1	0	542	0	542	5483	542	542	542	542	542	542	542	542	542
1	0	542	0	542	5484	542	542	542	542	542	542	542	542	542
1	0	542	0	542	5481	542	542	542	542	542	542	542	542	542
1	0	542	0	542	5490	542	542	542	542	542	542	542	542	542
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	1037440	2588838	609501	2588532	980884	2588262	2587380	2587164	2587128	2587038	2587038	2587038	2587038	2586894
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	0	5144	8	5144	54923	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	1915382	1915382	1915382	1915382	1915382	1915382	1915382	1915382	1915382	1915382	1915382	1915382	1915382	1915382
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144	5144
1	183180052	183180610	183180610	183181076	183182230	183182266	183182464	183182716	183183796	183183999	183184228	183184228	183184498	183185974
1	183196718	183196983	183197114	183197114	183197552	183198698	183198716	183198770	183198824	183199436	183199436	183200575	183200822	183201056
1	184524306	184524126	184523784	184524431	184524974	184524558	184524036	184523794	184524598	184524522	184524180	184523853	184523902	184523838
