kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect16_sp_load_store_kernel	1	1	4500	3366	293855	607780	43042	0	0	0	1	0	0	102	102	102	102	102	102	102	102	102	102	102	102	102	102	0	0	0	0	0	0	0	0	0	0	0	8	110060	0	0	0	0	293855	0	293855	4652	146927	0	97951	0	97952	291906	48976	494	195903	293855	0	0	1708984	0	0	
vect16_sp_load_store_kernel	1	2	4584	3373	294518	608563	43260	0	0	0	1	0	0	102	102	102	102	102	102	102	102	102	102	102	102	102	102	0	0	0	0	0	0	0	0	0	0	0	16	110996	0	0	0	0	294518	0	294518	4653	147259	0	98173	0	98172	290395	49086	496	196345	294518	0	0	1708984	0	0	
vect16_sp_load_store_kernel	1	4	4541	3370	294176	606614	43091	0	0	0	1	0	0	102	102	102	102	102	102	102	102	102	102	102	102	102	102	0	0	0	0	0	0	0	0	0	0	0	32	110568	0	0	0	0	294176	0	294176	4629	147088	0	98058	0	98059	290956	49029	497	196118	294176	0	0	1708984	0	0	
vect16_sp_load_store_kernel	1	8	4584	3372	294348	606549	43130	0	0	0	1	0	0	102	102	102	102	102	102	102	102	102	102	102	102	102	102	0	0	0	0	0	0	0	0	0	0	0	64	109996	0	0	0	0	294348	0	294348	4628	147174	0	98116	0	98116	289228	49058	493	196232	294348	0	0	1708984	0	0	
vect16_sp_load_store_kernel	1	16	4667	3381	295138	610220	43234	0	0	0	1	0	0	194	194	194	194	194	194	194	194	194	194	194	194	194	194	0	0	0	0	0	0	0	0	0	0	0	128	110016	0	0	0	0	295138	0	295138	4615	147569	0	98379	0	98379	285035	49190	497	196758	295138	0	0	1708984	0	0	
vect16_sp_load_store_kernel	1	32	4750	3373	294523	605150	43249	0	0	0	1	0	0	378	378	378	378	378	378	378	378	378	378	378	378	378	378	0	0	0	0	0	0	0	0	0	0	0	256	110708	0	0	0	0	294523	0	294523	4628	147261	0	98174	0	98174	290783	49087	502	196348	294523	0	0	1708984	0	0	
vect16_sp_load_store_kernel	1	64	5000	3363	293583	606775	43404	0	0	0	2	0	0	756	756	756	756	756	756	756	756	756	756	756	756	756	756	0	0	0	0	0	0	0	0	0	0	0	512	110432	0	0	0	0	293583	0	293583	4611	146791	0	97861	0	97861	0	48930	513	195722	293583	0	0	1708984	0	0	
vect16_sp_load_store_kernel	1	128	6166	3382	295245	608705	44881	0	0	0	4	0	0	1512	1512	1512	1512	1512	1512	1512	1512	1512	1512	1512	1512	1512	1512	0	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	0	0	295245	0	295245	4630	147623	0	98415	0	98415	289175	49207	532	196829	295245	0	0	1708984	0	0	
vect16_sp_load_store_kernel	1	256	8333	3416	298215	618752	46789	0	0	0	8	0	0	3024	3024	3024	3024	3024	3024	3024	3024	3024	3024	3024	3024	3024	3024	0	0	0	0	0	0	0	0	0	0	0	2048	56292	0	0	0	0	298215	0	298215	4694	149107	0	99405	0	99405	292875	49702	593	198810	298215	0	0	1708984	0	0	
vect16_sp_load_store_kernel	2	256	12125	3463	302282	627670	50843	0	0	0	16	0	0	6048	6048	6048	6048	6048	6048	6048	6048	6048	6048	6048	6048	6048	6048	0	0	0	0	0	0	0	0	0	0	0	4096	118156	0	0	0	0	302282	0	302282	4756	151141	0	100760	0	100761	300340	50380	646	201522	302282	0	0	1708984	0	0	
vect16_sp_load_store_kernel	3	256	16125	3510	306468	640094	55209	0	0	0	24	0	0	9072	9072	9072	9072	9072	9072	9072	9072	9072	9072	9072	9072	9072	9072	0	0	0	0	0	0	0	0	0	0	0	6144	122724	0	0	0	0	306468	0	306468	4792	153234	0	102156	0	102156	147926	51078	710	204312	306468	0	0	1708984	0	0	
vect16_sp_load_store_kernel	4	256	20166	3557	310560	650473	59340	0	0	0	32	0	0	9392	9392	9392	9392	9392	9392	9392	9392	9392	9392	9392	9392	9392	9392	0	0	0	0	0	0	0	0	0	0	0	8192	62076	0	0	0	0	310560	0	310560	4877	155280	0	103520	0	103520	306557	51760	825	207040	310560	0	0	1708984	0	0	
vect16_sp_load_store_kernel	5	256	24000	3603	314531	659732	63443	0	0	0	40	0	0	9712	9712	9712	9712	9712	9712	9712	9712	9712	9712	9712	9712	9712	9712	0	0	0	0	0	0	0	0	0	0	0	10240	0	0	0	0	0	314531	0	314531	4955	157265	0	104844	0	104843	312118	52422	918	209687	314531	0	0	1708984	0	0	
vect16_sp_load_store_kernel	6	256	28666	3668	320243	678982	68225	0	0	0	48	0	0	10032	10032	10032	10032	10032	10032	10032	10032	10032	10032	10032	10032	10032	10032	0	0	0	0	0	0	0	0	0	0	0	12288	65448	0	0	0	0	320243	0	320243	5041	160122	0	106748	0	106748	317675	53374	1058	213495	320243	0	0	1708984	0	0	
vect16_sp_load_store_kernel	7	256	32583	3713	324190	684655	72510	0	0	0	56	0	0	11484	11484	11484	11484	11484	11484	11484	11484	11484	11484	11484	11484	11484	11484	0	0	0	0	0	0	0	0	0	0	0	14336	136304	0	0	0	0	324190	0	324190	5078	162095	0	108063	0	108063	316305	54031	1081	216127	324190	0	0	1708984	0	0	
vect16_sp_load_store_kernel	8	256	36958	3768	328911	705236	77077	0	0	0	64	0	0	12956	12956	12956	12956	12956	12956	12956	12956	12956	12956	12956	12956	12956	12956	0	0	0	0	0	0	0	0	0	0	0	16384	144000	0	0	0	0	328911	0	328911	5177	164456	0	109637	0	109637	326195	54818	1185	219274	328911	0	0	1708984	0	0	
vect16_sp_load_store_kernel	9	256	41374	3798	331566	711324	81609	0	0	0	72	0	0	14236	14236	14236	14236	14236	14236	14236	14236	14236	14236	14236	14236	14236	14236	0	0	0	0	0	0	0	0	0	0	0	18432	149156	0	0	0	0	331566	0	331566	5280	165783	0	110522	0	110522	330257	55261	1278	221044	331566	0	0	1770019	0	0	
vect16_sp_load_store_kernel	10	256	45583	3881	338781	728051	86124	0	0	0	80	0	0	15580	15580	15580	15580	15580	15580	15580	15580	15580	15580	15580	15580	15580	15580	0	0	0	0	0	0	0	0	0	0	0	20480	0	0	0	0	0	338781	0	338781	5331	169390	0	112927	0	112927	331794	56463	1363	225854	338781	0	0	2014160	0	0	
vect16_sp_load_store_kernel	11	256	49791	3923	342527	734829	90341	0	0	0	88	0	0	17000	17000	17000	17000	17000	17000	17000	17000	17000	17000	17000	17000	17000	17000	0	0	0	0	0	0	0	0	0	0	0	22528	0	0	0	0	0	342527	0	342527	5360	171263	0	114176	0	114175	336041	57088	1457	228351	342527	0	0	2075195	0	0	
vect16_sp_load_store_kernel	12	256	54000	4186	365472	799853	94341	0	0	0	96	0	0	19320	19320	19320	19320	19320	19320	19320	19320	19320	19320	19320	19320	19320	19320	0	0	0	0	0	0	0	0	0	0	0	24576	80512	0	0	0	0	365472	0	365472	5746	182736	0	121823	0	121824	359120	60912	1578	243648	365472	0	0	2136230	0	0	
vect16_sp_load_store_kernel	13	256	57541	4026	351503	762328	98592	0	0	0	104	0	0	20760	20760	20760	20760	20760	20760	20760	20760	20760	20760	20760	20760	20760	20760	0	0	0	0	0	0	0	0	0	0	0	26624	166080	0	0	0	0	351503	0	351503	5547	175751	0	117167	0	117168	346883	58584	1646	234335	351503	0	0	2136230	213623	0	
vect16_sp_load_store_kernel	14	256	62708	4089	356947	773402	103784	0	0	0	112	0	0	22856	22856	22856	22856	22856	22856	22856	22856	22856	22856	22856	22856	22856	22856	0	0	0	0	0	0	0	0	0	0	0	28672	171648	0	0	0	0	356947	0	356947	5638	178474	0	118982	0	118982	349537	59491	1752	237965	356947	0	0	2136230	0	0	
vect16_sp_load_store_kernel	15	256	67250	4145	361873	786679	108550	0	0	0	120	0	0	24420	24420	24420	24420	24420	24420	24420	24420	24420	24420	24420	24420	24420	24420	0	0	0	0	0	0	0	0	0	0	0	30720	174828	0	0	0	0	361873	0	361873	5679	180937	0	120624	0	120624	165915	60311	1793	241248	361873	0	0	2136230	0	0	
vect16_sp_load_store_kernel	16	256	70083	4162	363427	795049	111701	0	0	0	128	0	0	25900	25900	25900	25900	25900	25900	25900	25900	25900	25900	25900	25900	25900	25900	0	0	0	0	0	0	0	0	0	0	0	32768	179212	0	0	0	0	363427	0	363427	5707	181713	0	121142	0	121142	361450	60571	1886	242285	363427	0	0	2105712	0	0	
vect16_sp_load_store_kernel	17	256	74249	4219	368353	810624	116194	0	0	0	136	0	0	27360	27360	27360	27360	27360	27360	27360	27360	27360	27360	27360	27360	27360	27360	0	0	0	0	0	0	0	0	0	0	0	34816	180592	0	0	0	0	368353	0	368353	5810	184176	0	122784	0	122784	363432	61392	2346	245568	368353	0	0	2136230	0	0	
