kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect16_dp_mad_power_kernel	1	1	64793075	779901	67949454	188651370	67775557	0	0	0	1	0	0	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	0	0	0	0	0	0	0	0	0	0	0	8	68203248	0	0	0	0	67949454	0	67949454	1061712	33974727	33974213	22649818	67758759	22649818	67949454	11324909	112	45299636	67949454	150268554	566650390	54504394	14709472	0	
vect16_dp_mad_power_kernel	1	2	65002491	803024	69809823	189639279	69713165	22	0	0	1	0	127341	68953744	68953744	68953744	68953744	68953744	68953744	68953744	68953744	68953744	68953744	68953744	68953744	68953744	68953744	509206	0	0	0	0	507062	13107	579595	129195	0	0	16	69799968	0	0	0	0	69809823	0	69809823	1090782	34904911	34903596	23269941	55235765	23269941	69809823	11634970	5697	46539883	69809823	161254882	581604003	70556640	15441894	0	
vect16_dp_mad_power_kernel	1	4	64800493	780055	67955232	188680078	67776186	0	0	0	1	0	0	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	0	0	0	0	0	0	0	0	0	0	0	32	67944920	0	0	0	0	67955232	0	67955232	1061801	33977616	33977096	22651744	67758719	22651744	67955232	11325872	127	45303488	67955232	158691406	567626953	54931640	14648437	0	
vect16_dp_mad_power_kernel	1	8	64861156	780841	67983797	188879298	67799075	0	0	0	1	0	0	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	67437760	0	0	0	0	0	0	0	0	0	0	0	64	67888600	0	0	0	0	67983797	0	67983797	1062251	33991899	33991069	22661266	67779280	22661265	67983797	11330632	142	45322531	67983797	151916503	570556640	60180664	14709472	0	
vect16_dp_mad_power_kernel	1	16	64797991	779999	67953075	188675871	67775655	0	0	0	2	0	0	134875520	134875520	134875520	134875520	134875520	134875520	134875520	134875520	134875520	134875520	134875520	134875520	134875520	134875520	0	0	0	0	0	0	0	0	0	0	0	128	67868544	0	0	0	0	67953075	0	67953075	1061768	33976537	33975888	22651025	67759018	22651025	67953075	11325512	130	45302051	67953075	150878906	574218750	55358886	14648437	0	
vect16_dp_mad_power_kernel	1	32	64831074	780377	67963534	188759988	67787955	0	0	0	4	0	0	269751040	269751040	269751040	269751040	269751040	269751040	269751040	269751040	269751040	269751040	269751040	269751040	269751040	269751040	0	0	0	0	0	0	0	0	0	0	0	256	67875856	0	0	0	0	67963534	0	67963534	1061934	33981767	33981408	22654512	67770703	22654511	67963534	11327255	128	45309023	67963534	154174804	584655761	55541992	14648437	0	
vect16_dp_mad_power_kernel	1	64	64798243	780011	67954132	188669990	67776801	0	0	0	8	0	0	539502080	539502080	539502080	539502080	539502080	539502080	539502080	539502080	539502080	539502080	539502080	539502080	539502080	539502080	0	0	0	0	0	0	0	0	0	0	0	512	67866000	0	0	0	0	67954132	0	67954132	1061787	33977066	33976503	22651377	67758262	22651378	67954132	11325689	120	45302755	67954132	160095214	606811523	54931640	14648437	0	
vect16_dp_mad_power_kernel	1	128	64963156	781972	68032371	189144814	67855673	0	0	0	16	0	0	1079004160	1079004160	1079004160	1079004160	1079004160	1079004160	1079004160	1079004160	1079004160	1079004160	1079004160	1079004160	1079004160	1079004160	0	0	0	0	0	0	0	0	0	0	0	1024	67944720	0	0	0	0	68032371	0	68032371	1063011	34016185	34015191	22677457	67837688	22677457	68032371	11338728	117	45354915	68032371	176086425	656250000	55969238	14709472	0	
vect16_dp_mad_power_kernel	1	256	64863991	780847	68004671	188871487	67822315	0	0	0	32	0	0	1618533116	1618533116	1618533116	1618533116	1618533116	1618533116	1618533116	1618533116	1618533116	1618533116	1618533116	1618533116	1618533116	1618533116	0	0	0	0	0	0	0	0	0	0	0	2048	135822240	0	0	0	0	68004671	0	68004671	1062576	34002335	34001636	22668223	67803891	22668224	68004671	11334112	121	45336448	68004671	186401367	734497070	55053710	14648437	0	
vect16_dp_mad_power_kernel	2	256	96883360	1165026	101497090	281843773	101319408	0	0	0	64	0	0	2158040702	2158040702	2158040702	2158040702	2158040702	2158040702	2158040702	2158040702	2158040702	2158040702	2158040702	2158040702	2158040702	2158040702	0	0	0	0	0	0	0	0	0	0	0	4096	101697000	0	0	0	0	101497090	0	101497090	1585896	50748545	50747526	33832363	101299500	33832364	101497090	16916182	151	67664727	101497090	293945312	1177490234	79711914	21850585	0	
