kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect2_sp_mul_iter_1024_kernel	1	1	155833	6904	602744	1361355	197809	0	0	0	1	0	0	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	0	0	0	0	0	0	0	0	0	0	0	2049	267184	0	0	0	0	602744	0	602744	9418	301372	0	200914	122392	200915	0	100457	166	401830	602744	0	0	1892089	0	0	
vect2_sp_mul_iter_1024_kernel	1	2	155833	6879	600560	1357164	197918	0	0	0	1	0	0	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	0	0	0	0	0	0	0	0	0	0	0	2049	694328	0	0	0	0	600560	0	600560	9383	300280	0	200186	0	200187	0	100093	189	400374	600560	2685546	10681152	1953125	427246	0	
vect2_sp_mul_iter_1024_kernel	1	4	155916	6816	595022	1340296	198067	0	0	0	1	0	0	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	0	0	0	0	0	0	0	0	0	0	0	2049	267128	0	0	0	0	595022	0	595022	9298	297511	0	198340	0	198341	0	99171	173	396681	595022	0	0	1892089	0	0	
vect2_sp_mul_iter_1024_kernel	1	8	155916	6889	601378	1350915	198097	0	0	0	1	0	0	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	0	0	0	0	0	0	0	0	0	0	0	2049	267488	0	0	0	0	601378	0	601378	9396	300689	0	200460	0	200459	0	100230	177	400918	601378	2807617	10681152	1892089	549316	0	
vect2_sp_mul_iter_1024_kernel	1	16	163249	7028	613565	1390201	205698	0	0	0	1	0	0	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	0	0	0	0	0	0	0	0	0	0	0	4098	275200	0	0	0	0	613565	0	613565	9587	306782	0	204522	0	204522	613565	102261	189	409044	613565	0	0	1953125	0	0	
vect2_sp_mul_iter_1024_kernel	1	32	168416	6086	531290	1183562	211345	0	0	0	1	0	0	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	0	0	0	0	0	0	0	0	0	0	0	8196	281504	0	0	0	0	531290	0	531290	8301	265645	0	177096	0	177097	531290	88548	195	354194	531290	2807617	10803222	1525878	488281	0	
vect2_sp_mul_iter_1024_kernel	1	64	168083	7037	614391	1382799	211029	0	0	0	2	0	0	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	0	0	0	0	0	0	0	0	0	0	0	16392	279688	0	0	0	0	614391	0	614391	9599	307196	0	204797	0	204797	614391	102399	177	409593	614391	0	0	2014160	0	0	
vect2_sp_mul_iter_1024_kernel	1	128	168750	6514	568662	1279599	211595	0	0	0	4	0	0	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	0	0	0	0	0	0	0	0	0	0	0	32784	669304	0	0	0	0	568662	0	568662	8886	284331	0	189554	0	189554	568662	94777	0	379108	568662	2746582	9765625	1831054	549316	0	
vect2_sp_mul_iter_1024_kernel	1	256	182916	7265	634217	1454216	226714	0	0	0	8	0	0	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	0	0	0	0	0	0	0	0	0	0	0	65568	2318112	0	0	0	0	634217	0	634217	9910	317109	0	211405	0	211406	634217	105703	183	422811	634217	2868652	10070800	1831054	549316	0	
vect2_sp_mul_iter_1024_kernel	2	256	202500	7413	647088	1485606	247043	0	0	0	16	0	0	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	0	0	0	0	0	0	0	0	0	0	0	131136	578440	0	0	0	0	647088	0	647088	10111	323544	0	215696	0	215696	0	107848	197	431392	647088	2807617	10009765	2136230	488281	0	
vect2_sp_mul_iter_1024_kernel	3	256	222749	6845	597540	1362944	268205	0	0	0	24	0	0	787104	787104	787104	787104	787104	787104	787104	787104	787104	787104	787104	787104	787104	787104	0	0	0	0	0	0	0	0	0	0	0	196704	1760808	0	0	0	0	597540	4310	597540	9337	298770	0	199180	0	199180	0	99590	182	398360	597540	2746582	10681152	1770019	488281	0	
