kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect16_sp_mad_kernel	1	1	5000	1553518539	285835	590018	44048	0	0	0	1	0	0	150	150	150	150	150	150	150	150	150	150	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	12	192432	0	0	0	0	285835	0	285835	4466	142918	0	95279	0	95278	0	47639	483	190556	285835	0	0	1831054	0	0	
vect16_sp_mad_kernel	1	2	4584	1555100588	297786	609588	43279	0	0	0	1	0	0	150	150	150	150	150	150	150	150	150	150	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	297786	0	297786	4653	148893	0	99262	0	99262	0	49631	297786	198524	297786	0	0	1831054	0	0	
vect16_sp_mad_kernel	1	4	4916	1556825468	286640	591393	43013	0	0	0	1	0	0	150	150	150	150	150	150	150	150	150	150	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	48	194384	0	0	0	0	286640	0	286640	4479	143320	0	95547	0	95546	0	47773	476	191093	286640	4455566	15136718	1464843	610351	0	
vect16_sp_mad_kernel	1	8	4584	1558268795	286613	597777	43063	0	0	0	1	0	0	150	150	150	150	150	150	150	150	150	150	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	286613	0	286613	4478	143307	0	95537	0	95538	0	47769	484	191075	286613	0	0	1464843	0	0	
vect16_sp_mad_kernel	1	16	4750	1559518927	280450	579255	43204	0	0	0	1	0	0	290	290	290	290	290	290	290	290	290	290	290	290	290	290	0	0	0	0	0	0	0	0	0	0	0	192	190952	0	0	0	0	280450	0	280450	4382	140225	0	93483	0	93484	0	46742	475	186967	280450	0	0	1403808	0	0	
vect16_sp_mad_kernel	1	32	5167	1561099744	342753	588953	43893	0	0	0	2	0	0	580	580	580	580	580	580	580	580	580	580	580	580	580	580	0	0	0	0	0	0	0	0	0	0	0	384	249928	0	0	0	0	342753	0	342753	5355	171376	0	114251	0	114251	0	57126	485	228502	342753	0	0	1647949	0	0	
vect16_sp_mad_kernel	1	64	5834	1562686589	283637	596235	44593	0	0	0	4	0	0	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	0	0	0	0	0	0	0	0	0	0	0	768	0	0	0	0	0	283637	0	283637	4432	141818	0	94546	0	94545	0	47273	509	189091	283637	0	0	1770019	0	0	
vect16_sp_mad_kernel	1	128	6334	1564365395	299150	621817	45136	0	0	0	8	0	0	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	0	0	0	0	0	0	0	0	0	0	0	1536	975992	0	0	0	0	299150	0	299150	5293	149575	0	99717	0	99716	299150	49858	299150	199433	299150	0	0	1831054	0	0	
vect16_sp_mad_kernel	1	256	9083	1566041086	294248	614325	47533	0	0	0	16	0	0	4640	4640	4640	4640	4640	4640	4640	4640	4640	4640	4640	4640	4640	4640	0	0	0	0	0	0	0	0	0	0	0	3072	197120	0	0	0	0	294248	0	294248	4598	147124	0	98083	0	98082	0	49041	578	196165	294248	4333496	15197753	1525878	549316	0	
vect16_sp_mad_kernel	2	256	12833	1567434117	289316	611943	52100	0	0	0	32	0	0	7152	7152	7152	7152	7152	7152	7152	7152	7152	7152	7152	7152	7152	7152	0	0	0	0	0	0	0	0	0	0	0	6144	0	0	0	0	0	289316	0	289316	4520	144658	0	96438	10517	96439	0	48220	680	192877	289316	4272460	14648437	1342773	488281	0	
