kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect16_sp_div_priv_iter_1024_kernel	1	1	65250	5759	502718	1076137	102725	0	0	0	1	0	0	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	0	0	0	0	0	0	0	0	0	0	0	6	522964	0	0	0	0	502718	0	502718	7855	251359	0	167573	0	167572	272872	83786	229937	335145	502718	2838134	10284423	1525878	518798	0	
vect16_sp_div_priv_iter_1024_kernel	1	2	65042	4935	430809	902220	103395	0	0	0	1	0	0	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	0	0	0	0	0	0	0	0	0	0	0	10	174264	0	0	0	0	430809	0	430809	6731	215404	0	143603	0	143603	430809	71801	188	287206	430809	1403808	4882812	1312255	274658	0	
vect16_sp_div_priv_iter_1024_kernel	1	4	65083	5721	499403	1070015	103146	0	0	0	1	0	0	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	0	0	0	0	0	0	0	0	0	0	0	18	1263800	0	0	0	0	499403	0	499403	7803	249701	0	166468	0	166467	499403	83234	182	332935	499403	2868652	10131835	1342773	518798	0	
vect16_sp_div_priv_iter_1024_kernel	1	8	65124	4834	422004	878729	102689	0	0	0	1	0	0	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	21127	0	0	0	0	0	0	0	0	0	0	0	36	172536	0	0	0	0	422004	0	422004	6594	211002	0	140668	0	140668	230614	70333	890	281336	422004	2716064	10192870	1159667	549316	0	
vect16_sp_div_priv_iter_1024_kernel	1	16	72291	5312	463726	985377	110522	0	0	0	1	0	0	37609	37609	37609	37609	37609	37609	37609	37609	37609	37609	37609	37609	37609	37609	0	0	0	0	0	0	0	0	0	0	0	72	364116	0	0	0	0	463726	273934	463726	7596	231862	0	154575	0	154575	273935	77288	190780	309151	463726	1464843	5493164	1434325	244140	0	
vect16_sp_div_priv_iter_1024_kernel	1	32	72416	5326	464959	989277	110570	0	0	0	1	0	0	70627	70627	70627	70627	70627	70627	70627	70627	70627	70627	70627	70627	70627	70627	0	0	0	0	0	0	0	0	0	0	0	144	180280	0	0	0	0	464959	0	464959	7641	232479	0	154986	0	154986	464959	77493	183	309973	464959	0	0	1342773	0	0	
vect16_sp_div_priv_iter_1024_kernel	1	64	72291	5821	508203	1095336	110720	0	0	0	3	0	0	141254	141254	141254	141254	141254	141254	141254	141254	141254	141254	141254	141254	141254	141254	0	0	0	0	0	0	0	0	0	0	0	288	180332	0	0	0	0	508203	0	508203	7941	254101	0	169401	0	169401	508203	84700	167	338802	508203	2868652	10070800	1525878	518798	0	
vect16_sp_div_priv_iter_1024_kernel	1	128	73083	6004	524170	1141613	111185	0	0	0	6	0	0	282508	282508	282508	282508	282508	282508	282508	282508	282508	282508	282508	282508	282508	282508	0	0	0	0	0	0	0	0	0	0	0	576	394188	0	0	0	0	524170	0	524170	4564	262085	0	174723	0	174723	292095	87361	930	349447	524170	2777099	10131835	1434326	549316	0	
vect16_sp_div_priv_iter_1024_kernel	1	256	75250	5844	510155	1104115	113766	0	0	0	12	0	0	565016	565016	565016	565016	565016	565016	565016	565016	565016	565016	565016	565016	565016	565016	0	0	0	0	0	0	0	0	0	0	0	1152	404132	0	0	0	0	510155	0	510155	7971	255077	0	170052	0	170052	276506	85026	890	340104	510155	2960204	10864257	1464843	549316	0	
vect16_sp_div_priv_iter_1024_kernel	2	256	78833	5113	446415	935891	117352	0	0	0	24	0	0	866488	866488	866488	866488	866488	866488	866488	866488	866488	866488	866488	866488	866488	866488	0	0	0	0	0	0	0	0	0	0	0	2304	1067084	0	0	0	0	446415	0	446415	7645	223207	0	148805	0	148805	243384	74402	209	297610	446415	1495361	5340576	1190185	274658	0	
vect16_sp_div_priv_iter_1024_kernel	3	256	82458	5886	513803	1113374	121239	0	0	0	36	0	0	904416	904416	904416	904416	904416	904416	904416	904416	904416	904416	904416	904416	904416	904416	0	0	0	0	0	0	0	0	0	0	0	3456	414560	0	0	0	0	513803	0	513803	8028	256902	0	171268	0	171267	280494	85634	281528	342535	513803	1403808	5157470	1525878	274658	0	
vect16_sp_div_priv_iter_1024_kernel	4	256	100916	5791	505581	1102926	140977	0	0	0	48	0	0	1167300	1167300	1167300	1167300	1167300	1167300	1167300	1167300	1167300	1167300	1167300	1167300	1167300	1167300	0	0	0	0	0	0	0	0	0	0	0	4608	426744	0	0	0	0	505581	0	505581	7899	252790	0	168527	0	168527	262098	84263	240	337054	505581	1464843	5035400	1525878	305175	0	
vect16_sp_div_priv_iter_1024_kernel	5	256	118625	5490	479246	1036614	158942	0	0	0	60	0	0	1427775	1427775	1427775	1427775	1427775	1427775	1427775	1427775	1427775	1427775	1427775	1427775	1427775	1427775	0	0	0	0	0	0	0	0	0	0	0	5760	228928	0	0	0	0	479246	0	479246	7488	239623	0	159749	0	159749	274585	79874	249	319498	479246	2777099	10406493	1525878	549316	0	
vect16_sp_div_priv_iter_1024_kernel	6	256	123874	5965	520784	1148428	164546	0	0	0	72	0	0	1703803	1703803	1703803	1703803	1703803	1703803	1703803	1703803	1703803	1703803	1703803	1703803	1703803	1703803	0	0	0	0	0	0	0	0	0	0	0	6912	577384	0	0	0	0	520784	0	520784	8137	260392	0	173594	0	173595	520784	86797	275058	347190	520784	1434326	5187988	1678466	244140	0	
vect16_sp_div_priv_iter_1024_kernel	7	256	141791	6678	583019	1308149	183743	0	0	0	84	0	0	1983094	1983094	1983094	1983094	1983094	1983094	1983094	1983094	1983094	1983094	1983094	1983094	1983094	1983094	0	0	0	0	0	0	0	0	0	0	0	8064	465428	0	0	0	0	583019	0	583019	9109	291509	0	194339	0	194339	334710	97169	1255	388679	583019	1525878	5249023	1831054	274658	0	
vect16_sp_div_priv_iter_1024_kernel	8	256	159749	6460	563941	1260672	201756	0	0	0	96	0	0	2262703	2262703	2262703	2262703	2262703	2262703	2262703	2262703	2262703	2262703	2262703	2262703	2262703	2262703	0	0	0	0	0	0	0	0	0	0	0	9216	185556	0	0	0	0	563941	0	563941	9124	281971	0	187980	0	187980	563941	93990	128981	375961	563941	2838134	10192870	1617431	549316	0	
vect16_sp_div_priv_iter_1024_kernel	9	256	164374	6507	568078	1270964	207083	0	0	0	108	0	0	2541564	2541564	2541564	2541564	2541564	2541564	2541564	2541564	2541564	2541564	2541564	2541564	2541564	2541564	0	0	0	0	0	0	0	0	0	0	0	10368	277260	0	0	0	0	568078	0	568078	8876	284039	0	189359	0	189359	568078	94679	1093	378719	568078	1403808	5126953	1861572	305175	0	
vect16_sp_div_priv_iter_1024_kernel	10	256	180957	7146	623819	1420940	224454	0	0	0	120	0	0	2821135	2821135	2821135	2821135	2821135	2821135	2821135	2821135	2821135	2821135	2821135	2821135	2821135	2821135	0	0	0	0	0	0	0	0	0	0	0	11520	294436	0	0	0	0	623819	0	623819	10070	311909	0	207939	0	207940	365443	103970	352	415879	623819	2746581	10223388	2105712	549316	0	
vect16_sp_div_priv_iter_1024_kernel	11	256	218582	7266	634342	1452443	263266	0	0	0	132	0	0	3138982	3138982	3138982	3138982	3138982	3138982	3138982	3138982	3138982	3138982	3138982	3138982	3138982	3138982	0	0	0	0	0	0	0	0	0	0	0	12672	469624	0	0	0	0	634342	0	634342	10307	317171	0	211447	0	211447	634342	105723	222912	422895	634342	2807616	10375976	1983642	549316	0	
vect16_sp_div_priv_iter_1024_kernel	12	256	268416	7850	685249	1601666	315902	0	0	0	144	0	0	3388363	3388363	3388363	3388363	3388363	3388363	3388363	3388363	3388363	3388363	3388363	3388363	3388363	3388363	0	0	0	0	0	0	0	0	0	0	0	13824	598548	0	0	0	0	685249	0	685249	10707	342624	0	228416	126350	228416	685249	114208	1289	456833	685249	2807617	10162353	2288818	579833	0	
vect16_sp_div_priv_iter_1024_kernel	13	256	287165	7710	673074	1577193	335437	0	0	0	156	0	0	3670597	3670597	3670597	3670597	3670597	3670597	3670597	3670597	3670597	3670597	3670597	3670597	3670597	3670597	0	0	0	0	0	0	0	0	0	0	0	14976	533140	0	0	0	0	673074	16	673074	6993	336537	0	224357	0	224358	447564	112179	447644	448716	673074	2807616	10070800	2166747	518798	0	
vect16_sp_div_priv_iter_1024_kernel	14	256	290207	8321	726472	1697013	338955	0	0	0	168	0	0	3968614	3968614	3968614	3968614	3968614	3968614	3968614	3968614	3968614	3968614	3968614	3968614	3968614	3968614	0	0	0	0	0	0	0	0	0	0	0	16128	408928	0	0	0	0	726472	0	726472	11351	363236	0	242157	0	242157	456046	121078	399	484314	726472	1312255	5401611	2441405	274658	0	
vect16_sp_div_priv_iter_1024_kernel	15	256	297082	8553	746637	1750344	345942	0	0	0	180	0	0	4262601	4262601	4262601	4262601	4262601	4262601	4262601	4262601	4262601	4262601	4262601	4262601	4262601	4262601	0	0	0	0	0	0	0	0	0	0	0	17280	1268964	0	0	0	440	746637	0	746637	8159	373319	0	248878	0	248879	746637	124439	438	497757	746637	2838134	10589599	2319335	579833	0	
vect16_sp_div_priv_iter_1024_kernel	16	256	299165	7666	669210	1562277	348178	0	0	0	192	0	0	4510774	4510774	4510774	4510774	4510774	4510774	4510774	4510774	4510774	4510774	4510774	4510774	4510774	4510774	0	0	0	0	0	0	0	0	0	0	0	18432	417828	0	0	0	0	669210	0	669210	10457	334605	0	223069	0	223070	669210	111535	454	446141	669210	2807616	10711669	1953124	518798	0	
vect16_sp_div_priv_iter_1024_kernel	17	256	302207	8580	749005	1756597	351058	0	0	0	204	0	0	4799206	4799206	4799206	4799206	4799206	4799206	4799206	4799206	4799206	4799206	4799206	4799206	4799206	4799206	0	0	0	0	0	0	0	0	0	0	0	19584	556392	0	0	0	0	749005	0	749005	12042	374503	0	249668	0	249668	749005	124834	471404	499336	749005	2899169	10467529	2471923	549316	0	
vect16_sp_div_priv_iter_1024_kernel	18	256	308082	8254	720555	1689073	357720	0	0	0	216	0	0	5079353	5079353	5079353	5079353	5079353	5079353	5079353	5079353	5079353	5079353	5079353	5079353	5079353	5079353	0	0	0	0	0	0	0	0	0	0	0	20736	564808	0	0	0	0	720555	0	720555	11659	360277	0	240185	0	240184	720555	120092	287831	480370	720555	1495361	5462646	2319335	305175	0	
vect16_sp_div_priv_iter_1024_kernel	19	256	320332	8586	749528	1777463	370298	0	0	0	228	0	0	5364393	5364393	5364393	5364393	5364393	5364393	5364393	5364393	5364393	5364393	5364393	5364393	5364393	5364393	0	0	0	0	0	0	0	0	0	0	0	21888	319992	0	0	0	0	749528	0	749528	11711	374764	0	249842	0	249843	749528	124921	483	499685	749528	2868652	10162353	2502441	579833	0	
vect16_sp_div_priv_iter_1024_kernel	20	256	324123	8515	743322	1759924	374706	0	0	0	240	0	0	5647293	5647293	5647293	5647293	5647293	5647293	5647293	5647293	5647293	5647293	5647293	5647293	5647293	5647293	0	0	0	0	0	0	0	0	0	0	0	23040	444036	0	0	0	0	743322	0	743322	11615	371661	0	247774	0	247774	743322	123887	556	495548	743322	2807617	10040282	2502441	579833	0	
vect16_sp_div_priv_iter_1024_kernel	21	256	399039	9619	839756	2019363	452764	0	0	0	252	0	0	5944141	5944141	5944141	5944141	5944141	5944141	5944141	5944141	5944141	5944141	5944141	5944141	5944141	5944141	0	0	0	0	0	0	0	0	0	0	0	24192	522644	0	0	0	0	839756	0	839756	9267	419878	0	279919	0	279918	839756	139959	1571	559837	839756	2868652	10253905	2777099	549316	0	
vect16_sp_div_priv_iter_1024_kernel	22	256	394540	9661	843343	2029072	448724	0	0	0	264	0	0	6278192	6278192	6278192	6278192	6278192	6278192	6278192	6278192	6278192	6278192	6278192	6278192	6278192	6278192	0	0	0	0	0	0	0	0	0	0	0	25344	518560	0	0	0	0	843343	0	843343	13177	421671	0	281114	0	281114	843343	140557	552207	562228	843343	2868652	10101318	2777099	579833	0	
vect16_sp_div_priv_iter_1024_kernel	23	256	419789	9572	835653	2008556	474656	0	0	0	276	0	0	6503398	6503398	6503398	6503398	6503398	6503398	6503398	6503398	6503398	6503398	6503398	6503398	6503398	6503398	0	0	0	0	0	0	0	0	0	0	0	26496	544240	0	0	0	0	835653	0	835653	13057	417827	0	278551	0	278551	835653	139275	257943	557102	835653	2838134	10101318	2777099	549316	0	
vect16_sp_div_priv_iter_1024_kernel	24	256	423456	9153	799067	1917130	478262	0	0	0	288	0	0	6801443	6801443	6801443	6801443	6801443	6801443	6801443	6801443	6801443	6801443	6801443	6801443	6801443	6801443	0	0	0	0	0	0	0	0	0	0	0	27648	547812	0	0	0	0	799067	281738	799067	12895	399533	0	266356	123072	266355	799067	133178	612	532711	799067	1495361	5401611	2624511	274658	0	
vect16_sp_div_priv_iter_1024_kernel	25	256	432332	9680	845106	2042601	487572	0	0	0	300	0	0	7089798	7089798	7089798	7089798	7089798	7089798	7089798	7089798	7089798	7089798	7089798	7089798	7089798	7089798	0	0	0	0	0	0	0	0	0	0	0	28800	690724	0	0	0	0	845106	0	845106	4429	422553	0	281702	178325	281702	260487	140851	2341	563404	845106	1434326	5279541	2838134	274658	0	
vect16_sp_div_priv_iter_1024_kernel	26	256	434373	10136	884872	2136805	490128	0	0	0	312	0	0	7392003	7392003	7392003	7392003	7392003	7392003	7392003	7392003	7392003	7392003	7392003	7392003	7392003	7392003	0	0	0	0	0	0	0	0	0	0	0	29952	681952	0	0	0	0	884872	0	884872	14159	442436	0	294958	0	294957	884872	147479	178643	589914	884872	2929687	10681151	2960205	549316	0	
vect16_sp_div_priv_iter_1024_kernel	27	256	438456	10230	893055	2148565	493980	0	0	0	324	0	0	7728788	7728788	7728788	7728788	7728788	7728788	7728788	7728788	7728788	7728788	7728788	7728788	7728788	7728788	0	0	0	0	0	0	0	0	0	0	0	31104	956364	0	0	0	0	893055	0	893055	13954	446527	0	297685	0	297685	589394	148842	653	595371	893055	2838134	10375976	3234862	518798	0	
vect16_sp_div_priv_iter_1024_kernel	28	256	442498	10074	879502	2135588	498323	0	0	0	336	0	0	7984953	7984953	7984953	7984953	7984953	7984953	7984953	7984953	7984953	7984953	7984953	7984953	7984953	7984953	0	0	0	0	0	0	0	0	0	0	0	32256	1447024	0	0	0	0	879502	0	879502	14065	439751	0	293167	0	293167	879502	146584	692	586334	879502	2838134	10162353	2929687	518798	0	
vect16_sp_div_priv_iter_1024_kernel	29	256	444957	10115	883031	2143261	500666	0	0	0	348	0	0	8267900	8267900	8267900	8267900	8267900	8267900	8267900	8267900	8267900	8267900	8267900	8267900	8267900	8267900	0	0	0	0	0	0	0	0	0	0	0	33408	824056	0	0	0	0	883031	0	883031	13797	441515	0	294343	0	294344	883031	147171	698	588688	883031	1373291	4974365	2899169	274658	0	
vect16_sp_div_priv_iter_1024_kernel	30	256	460873	10474	914370	2219494	517966	0	0	0	360	0	0	8542373	8542373	8542373	8542373	8542373	8542373	8542373	8542373	8542373	8542373	8542373	8542373	8542373	8542373	0	0	0	0	0	0	0	0	0	0	0	34560	587952	0	0	0	0	914370	0	914370	14287	457185	0	304790	0	304790	914370	152395	179342	609579	914370	2868652	10406493	2929687	549316	0	
vect16_sp_div_priv_iter_1024_kernel	31	256	513665	11079	967212	2366042	573121	0	0	0	372	0	0	8807233	8807233	8807233	8807233	8807233	8807233	8807233	8807233	8807233	8807233	8807233	8807233	8807233	8807233	0	0	0	0	0	0	0	0	0	0	0	35712	2527336	0	0	0	0	967212	0	967212	4914	483606	0	322404	615392	322404	0	161202	1466	644808	967212	2838134	10406494	3082275	549316	0	
vect16_sp_div_priv_iter_1024_kernel	32	256	532998	10491	915839	2238425	593491	0	0	0	384	0	0	9127350	9127350	9127350	9127350	9127350	9127350	9127350	9127350	9127350	9127350	9127350	9127350	9127350	9127350	0	0	0	0	0	0	0	0	0	0	0	36864	862844	0	0	0	0	915839	0	915839	5060	457919	0	305279	0	305280	915839	152640	766	610559	915839	2746582	9948730	2929687	518798	0	
vect16_sp_div_priv_iter_1024_kernel	64	256	939829	16166	1411283	3604830	1019021	0	0	0	768	0	0	18441323	18441323	18441323	18441323	18441323	18441323	18441323	18441323	18441323	18441323	18441323	18441323	18441323	18441323	0	0	0	0	0	0	0	0	0	0	0	73728	1427760	0	0	0	0	1411283	0	1411283	22376	705641	0	470428	185810	470427	1411283	235214	1012136	940855	1411283	4577636	17089843	4913329	732421	0	
vect16_sp_div_priv_iter_1024_kernel	128	256	1745743	26483	2303203	6095015	1859469	0	0	0	1536	0	0	37315007	37315007	37315007	37315007	37315007	37315007	37315007	37315007	37315007	37315007	37315007	37315007	37315007	37315007	0	0	0	0	0	0	0	0	0	0	0	147456	2259372	0	0	0	0	2303203	0	2303203	35987	1151601	0	767734	0	767734	2303203	383867	565001	1535469	2303203	6561279	25421142	6713866	885009	0	
vect16_sp_div_priv_iter_1024_kernel	256	256	3413403	46883	4075361	10937107	3597535	0	0	0	3072	0	0	75139543	75139543	75139543	75139543	75139543	75139543	75139543	75139543	75139543	75139543	75139543	75139543	75139543	75139543	0	0	0	0	0	0	0	0	0	0	0	294912	3676856	0	0	0	0	4075361	0	4075361	63677	2037680	0	1358454	0	1358453	3188354	679227	1857	2716907	4075361	13885497	52886962	8911132	2075194	0	
vect16_sp_div_priv_iter_1024_kernel	512	256	6760556	87656	7610695	20816075	7081642	0	0	0	6144	0	0	150471350	150471350	150471350	150471350	150471350	150471350	150471350	150471350	150471350	150471350	150471350	150471350	150471350	150471350	0	0	0	0	0	0	0	0	0	0	0	589824	9088324	0	0	0	0	7610695	0	7610695	119278	3805348	0	2536898	0	2536899	7610695	1268449	1786	5073797	7610695	24841308	96740722	13092040	2868651	0	
vect16_sp_div_priv_iter_1024_kernel	1024	256	13437280	167386	14518390	40146912	14027641	0	0	0	12288	0	0	301425694	301425694	301425694	301425694	301425694	301425694	301425694	301425694	301425694	301425694	301425694	301425694	301425694	301425694	0	0	0	0	0	0	0	0	0	0	0	1179648	15000236	0	0	0	0	14518390	0	14518390	226852	7259195	0	4839463	0	4839463	14518390	2419732	2854	9678926	14518390	45928954	180084228	19012450	5493164	0	
