kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect16_sp_load_iter_1024_kernel	1	1	49583	5284	461214	1006542	86989	0	0	0	1	0	0	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	0	0	0	0	0	0	0	0	0	0	0	8	233120	0	0	0	0	461214	0	461214	7229	230607	0	153738	0	153738	0	76869	179	307477	461214	0	0	1525878	0	0	
vect16_sp_load_iter_1024_kernel	1	2	49666	5308	463448	1013244	86989	0	0	0	1	0	0	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	0	0	0	0	0	0	0	0	0	0	0	16	170932	0	0	0	0	463448	0	463448	7245	231724	0	154482	0	154483	227719	77241	230906	308965	463448	0	0	1525878	0	0	
vect16_sp_load_iter_1024_kernel	1	4	49750	5296	462345	1013322	86856	0	0	0	1	0	0	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	0	0	0	0	0	0	0	0	0	0	0	32	173312	0	0	0	0	462345	0	462345	7238	231173	0	154115	0	154115	0	77057	187	308230	462345	0	0	1342773	0	0	
vect16_sp_load_iter_1024_kernel	1	8	49833	5338	466012	1018806	86917	0	0	0	1	0	0	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	33508	0	0	0	0	0	0	0	0	0	0	0	64	171136	0	0	0	0	466012	0	466012	7281	233006	0	155337	0	155337	231377	77668	185	310674	466012	2807617	10345458	1525878	488281	0	
vect16_sp_load_iter_1024_kernel	1	16	80166	5637	492164	1094378	118780	0	0	0	1	0	0	66908	66908	66908	66908	66908	66908	66908	66908	66908	66908	66908	66908	66908	66908	0	0	0	0	0	0	0	0	0	0	0	128	202936	0	0	0	0	492164	0	492164	7690	246082	0	164055	0	164054	491267	82027	179	328109	492164	1373291	4760742	1586914	244140	0	
vect16_sp_load_iter_1024_kernel	1	32	80333	5661	494188	1097252	118820	0	0	0	2	0	0	133816	133816	133816	133816	133816	133816	133816	133816	133816	133816	133816	133816	133816	133816	0	0	0	0	0	0	0	0	0	0	0	256	247372	0	0	0	0	494188	0	494188	7721	247094	0	164729	0	164729	242698	82364	181	329459	494188	2777099	9735107	1556396	488281	0	
vect16_sp_load_iter_1024_kernel	1	64	80791	5668	494759	1100730	119581	0	0	0	4	0	0	267632	267632	267632	267632	267632	267632	267632	267632	267632	267632	267632	267632	267632	267632	0	0	0	0	0	0	0	0	0	0	0	512	250544	0	0	0	0	494759	0	494759	7784	247380	0	164920	0	164920	0	82460	193	329839	494759	2746581	10040282	1586914	488281	0	
vect16_sp_load_iter_1024_kernel	1	128	81750	5745	501569	1118938	120520	0	0	0	8	0	0	535264	535264	535264	535264	535264	535264	535264	535264	535264	535264	535264	535264	535264	535264	0	0	0	0	0	0	0	0	0	0	0	1024	204924	0	0	0	0	501569	0	501569	7837	250784	0	167190	0	167189	497018	83594	196	334379	501569	0	0	1556396	0	0	
vect16_sp_load_iter_1024_kernel	1	256	84250	5785	505016	1126619	123211	0	0	0	16	0	0	1070528	1070528	1070528	1070528	1070528	1070528	1070528	1070528	1070528	1070528	1070528	1070528	1070528	1070528	0	0	0	0	0	0	0	0	0	0	0	2048	207244	0	0	0	0	505016	0	505016	7891	252508	0	168339	0	168338	501313	84169	212	336677	505016	0	0	1586914	0	0	
vect16_sp_load_iter_1024_kernel	2	256	87541	5784	504913	1131688	126623	0	0	0	32	0	0	1606000	1606000	1606000	1606000	1606000	1606000	1606000	1606000	1606000	1606000	1606000	1606000	1606000	1606000	0	0	0	0	0	0	0	0	0	0	0	4096	211660	0	0	0	0	504913	0	504913	7930	252457	0	168304	0	168305	502538	84152	246	336609	504913	1281738	4791259	1708984	244140	0	
