kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect4_sp_add_iter_1024_kernel	1	1	175499	6272	547549	1228783	218654	0	0	0	1	0	0	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	0	0	0	0	0	0	0	0	0	0	0	2049	2020744	0	0	0	0	547549	0	547549	9206	273774	0	182516	0	182516	547549	91258	176	365033	547549	0	0	1586914	0	0	
vect4_sp_add_iter_1024_kernel	1	2	174749	6990	610232	1397401	218130	0	0	0	1	0	0	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	0	0	0	0	0	0	0	0	0	0	0	2049	812264	0	0	0	0	610232	0	610232	10242	305116	0	203410	0	203411	610232	101706	190	406821	610232	2929687	10498046	1953125	549316	0	
vect4_sp_add_iter_1024_kernel	1	4	175333	7072	617343	1407928	218587	0	0	0	1	0	0	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	0	0	0	0	0	0	0	0	0	0	0	2049	2545768	0	0	0	0	617343	0	617343	10376	308671	0	205781	0	205781	617343	102891	179	411562	617343	0	0	1892089	0	0	
vect4_sp_add_iter_1024_kernel	1	8	177249	7108	620506	1407073	220075	0	0	0	1	0	0	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	16488	0	0	0	0	0	0	0	0	0	0	0	4098	834224	0	0	0	0	620506	0	620506	10394	310253	0	206835	0	206835	620506	103417	168	413671	620506	0	0	1953125	0	0	
vect4_sp_add_iter_1024_kernel	1	16	186749	7442	649667	1483988	230355	0	0	0	1	0	0	32644	32644	32644	32644	32644	32644	32644	32644	32644	32644	32644	32644	32644	32644	0	0	0	0	0	0	0	0	0	0	0	8196	1042976	0	0	0	0	649667	0	649667	10800	324833	0	216556	0	216555	649667	108278	198	433111	649667	0	0	1892089	0	0	
vect4_sp_add_iter_1024_kernel	1	32	203083	6529	569891	1292981	247922	0	0	0	1	0	0	64956	64956	64956	64956	64956	64956	64956	64956	64956	64956	64956	64956	64956	64956	0	0	0	0	0	0	0	0	0	0	0	16392	884032	0	0	0	0	569891	0	569891	9584	284945	0	189964	0	189964	569891	94982	167	379928	569891	0	0	1770019	0	0	
vect4_sp_add_iter_1024_kernel	1	64	203833	7545	658586	1508699	248381	0	0	0	2	0	0	129912	129912	129912	129912	129912	129912	129912	129912	129912	129912	129912	129912	129912	129912	0	0	0	0	0	0	0	0	0	0	0	32784	637936	0	0	0	0	658586	0	658586	11136	329293	0	219529	0	219529	658586	109765	182	439057	658586	0	0	2136230	0	0	
vect4_sp_add_iter_1024_kernel	1	128	203749	6600	576150	1306257	248475	0	0	0	4	0	0	259824	259824	259824	259824	259824	259824	259824	259824	259824	259824	259824	259824	259824	259824	0	0	0	0	0	0	0	0	0	0	0	65568	892152	0	0	0	0	576150	0	576150	9656	288075	0	192050	0	192050	576150	96025	175	384100	576150	0	0	1770019	0	0	
vect4_sp_add_iter_1024_kernel	1	256	227249	7974	696057	1584033	272981	0	0	0	8	0	0	519648	519648	519648	519648	519648	519648	519648	519648	519648	519648	519648	519648	519648	519648	0	0	0	0	0	0	0	0	0	0	0	131136	903384	0	0	0	0	696057	0	696057	11509	348028	0	232019	0	232019	696057	116010	174	464038	696057	0	0	2136230	0	0	
vect4_sp_add_iter_1024_kernel	2	256	259916	8192	715081	1675005	306781	0	0	0	16	0	0	1039296	1039296	1039296	1039296	1039296	1039296	1039296	1039296	1039296	1039296	1039296	1039296	1039296	1039296	0	0	0	0	0	0	0	0	0	0	0	262272	2779264	0	0	0	0	715081	0	715081	11829	357541	0	238361	0	238360	715081	119180	180	476720	715081	0	0	2319335	0	0	
vect4_sp_add_iter_1024_kernel	3	256	291165	7657	668417	1559640	339429	0	0	0	24	0	0	1558944	1558944	1558944	1558944	1558944	1558944	1558944	1558944	1558944	1558944	1558944	1558944	1558944	1558944	0	0	0	0	0	0	0	0	0	0	0	393408	817408	0	0	0	0	668417	0	668417	11368	334209	0	222805	0	222806	668417	111403	192	445611	668417	0	0	2075195	0	0	
vect4_sp_add_iter_1024_kernel	4	256	269499	8296	724179	1692800	316595	0	0	0	32	0	0	1559280	1559280	1559280	1559280	1559280	1559280	1559280	1559280	1559280	1559280	1559280	1559280	1559280	1559280	0	0	0	0	0	0	0	0	0	0	0	524544	1035224	0	0	0	0	724179	0	724179	11965	362090	0	241393	0	241393	724179	120697	206	482785	724179	0	0	2441406	0	0	
vect4_sp_add_iter_1024_kernel	5	256	284499	8563	747545	1752457	333475	0	0	0	40	0	0	1559616	1559616	1559616	1559616	1559616	1559616	1559616	1559616	1559616	1559616	1559616	1559616	1559616	1559616	0	0	0	0	0	0	0	0	0	0	0	655680	805168	0	0	0	0	747545	0	747545	12317	373772	0	249182	0	249181	747545	124591	206	498363	747545	0	0	2319335	0	0	
vect4_sp_add_iter_1024_kernel	6	256	295166	7736	675315	1587962	344169	0	0	0	48	0	0	1559952	1559952	1559952	1559952	1559952	1559952	1559952	1559952	1559952	1559952	1559952	1559952	1559952	1559952	0	0	0	0	0	0	0	0	0	0	0	786816	2301120	0	0	0	0	675315	0	675315	11208	337657	0	225105	0	225105	675315	112553	207	450210	675315	0	0	2258300	0	0	
vect4_sp_add_iter_1024_kernel	7	256	350998	9280	810154	1938135	402890	0	0	0	56	0	0	1825054	1825054	1825054	1825054	1825054	1825054	1825054	1825054	1825054	1825054	1825054	1825054	1825054	1825054	0	0	0	0	0	0	0	0	0	0	0	917952	1196976	0	0	0	0	810154	0	810154	13310	405077	0	270051	0	270052	810154	135026	245	540103	810154	0	0	2746582	0	0	
vect4_sp_add_iter_1024_kernel	8	256	386248	8816	769557	1850170	439564	0	0	0	64	0	0	2087146	2087146	2087146	2087146	2087146	2087146	2087146	2087146	2087146	2087146	2087146	2087146	2087146	2087146	0	0	0	0	0	0	0	0	0	0	0	1049088	1019288	0	0	0	0	769557	0	769557	12696	384778	0	256519	0	256519	769557	128260	235	513038	769557	0	0	2685546	0	0	
vect4_sp_add_iter_1024_kernel	9	256	418249	10148	885857	2147137	472781	0	0	0	72	0	0	2348032	2348032	2348032	2348032	2348032	2348032	2348032	2348032	2348032	2348032	2348032	2348032	2348032	2348032	0	0	0	0	0	0	0	0	0	0	0	1180224	1084704	0	0	0	0	885857	0	885857	14496	442928	0	295286	0	295286	885857	147643	238	590572	885857	2807617	11108398	3051757	488281	0	
vect4_sp_add_iter_1024_kernel	10	256	482164	10839	946180	2313778	539709	0	0	0	80	0	0	2595140	2595140	2595140	2595140	2595140	2595140	2595140	2595140	2595140	2595140	2595140	2595140	2595140	2595140	0	0	0	0	0	0	0	0	0	0	0	1311360	1221064	0	0	0	0	946180	0	946180	15451	473090	0	315393	0	315394	946180	157697	279	630787	946180	0	0	2868652	0	0	
vect4_sp_add_iter_1024_kernel	11	256	515831	11285	985122	2427230	574791	0	0	0	88	0	0	2846562	2846562	2846562	2846562	2846562	2846562	2846562	2846562	2846562	2846562	2846562	2846562	2846562	2846562	0	0	0	0	0	0	0	0	0	0	0	1442496	1286336	0	0	0	0	985122	0	985122	16046	492561	0	328374	0	328374	985122	164187	277	656748	985122	0	0	3417968	0	0	
vect4_sp_add_iter_1024_kernel	12	256	548331	10802	943021	2324689	608894	0	0	0	96	0	0	3110144	3110144	3110144	3110144	3110144	3110144	3110144	3110144	3110144	3110144	3110144	3110144	3110144	3110144	0	0	0	0	0	0	0	0	0	0	0	1573632	1738768	0	0	0	0	943021	0	943021	15711	471511	0	314340	0	314340	943021	157170	281	628680	943021	2746582	10681152	3356933	610351	0	
vect4_sp_add_iter_1024_kernel	13	256	609331	12036	1050669	2612614	672815	0	0	0	104	0	0	3365390	3365390	3365390	3365390	3365390	3365390	3365390	3365390	3365390	3365390	3365390	3365390	3365390	3365390	0	0	0	0	0	0	0	0	0	0	0	1704768	1484632	0	0	0	0	1050669	0	1050669	17068	525334	0	350223	0	350223	1050669	175111	287	700447	1050669	2990722	12207031	3601074	488281	0	
vect4_sp_add_iter_1024_kernel	14	256	644164	11932	1041597	2598949	709136	0	0	0	112	0	0	3632824	3632824	3632824	3632824	3632824	3632824	3632824	3632824	3632824	3632824	3632824	3632824	3632824	3632824	0	0	0	0	0	0	0	0	0	0	0	1835904	1826440	0	0	0	0	1041597	0	1041597	16914	520799	0	347199	0	347199	1041597	173600	301	694397	1041597	0	0	3601074	0	0	
