kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect16_dp_add_kernel	1	1	3917	915805077	289492	600832	42765	0	0	0	1	0	0	230	230	230	230	230	230	230	230	230	230	230	230	230	230	0	0	0	0	0	0	0	0	0	0	0	12	255056	0	0	0	0	289492	0	289492	4523	144746	0	96498	6210	96497	289492	48249	498	192994	289492	0	0	1708984	0	0	
vect16_dp_add_kernel	1	2	4083	917153386	286620	595401	42573	0	0	0	1	0	0	230	230	230	230	230	230	230	230	230	230	230	230	230	230	0	0	0	0	0	0	0	0	0	0	0	24	110792	0	0	0	0	286620	0	286620	4479	143310	0	95540	6372	95540	286620	47770	286620	191080	286620	4699707	14892578	1464843	549316	0	
vect16_dp_add_kernel	1	4	4667	918781107	291271	593513	43118	0	0	0	1	0	0	230	230	230	230	230	230	230	230	230	230	230	230	230	230	0	0	0	0	0	0	0	0	0	0	0	48	324128	0	0	0	0	291271	0	291271	4551	145636	0	97091	9321	97090	291271	48545	511	194180	291271	0	0	1708984	0	0	
vect16_dp_add_kernel	1	8	4500	919983721	290664	601342	42917	0	0	0	1	0	0	230	230	230	230	230	230	230	230	230	230	230	230	230	230	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	290664	0	290664	4542	145332	0	96888	0	96888	290664	48444	491	193776	290664	0	0	1281738	0	0	
vect16_dp_add_kernel	1	16	4334	921422611	285549	593364	42891	0	0	0	2	0	0	460	460	460	460	460	460	460	460	460	460	460	460	460	460	0	0	0	0	0	0	0	0	0	0	0	192	302512	0	0	0	0	285549	0	285549	4462	142774	0	95183	6282	95183	285549	47591	285549	190367	285549	0	0	1647949	0	0	
vect16_dp_add_kernel	1	32	4666	922769738	290487	601187	43185	0	0	0	4	0	0	920	920	920	920	920	920	920	920	920	920	920	920	920	920	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	290487	0	290487	4539	145244	0	96829	9097	96829	290487	48414	506	193658	290487	4699707	15747070	1647949	549316	0	
vect16_dp_add_kernel	1	64	6000	924108518	290198	608326	44483	0	0	0	8	0	0	1840	1840	1840	1840	1840	1840	1840	1840	1840	1840	1840	1840	1840	1840	0	0	0	0	0	0	0	0	0	0	0	768	111800	0	0	0	0	290198	0	290198	4534	145099	0	96732	0	96733	0	48366	553	193466	290198	0	0	1708984	0	0	
vect16_dp_add_kernel	1	128	8500	925548274	292308	608862	47108	0	0	0	16	0	0	3680	3680	3680	3680	3680	3680	3680	3680	3680	3680	3680	3680	3680	3680	0	0	0	0	0	0	0	0	0	0	0	1536	114304	0	0	0	0	292308	0	292308	4567	146154	0	97436	6124	97436	292308	48718	594	194872	292308	0	0	1708984	0	0	
vect16_dp_add_kernel	1	256	11667	927325599	297056	623832	50766	0	0	0	32	0	0	5632	5632	5632	5632	5632	5632	5632	5632	5632	5632	5632	5632	5632	5632	0	0	0	0	0	0	0	0	0	0	0	3072	1396304	0	0	0	0	297056	0	297056	4641	148528	0	99018	7340	99019	297056	49509	619	198038	297056	0	0	1647949	0	0	
vect16_dp_add_kernel	2	256	21166	928574004	302625	631634	60297	0	0	0	64	0	0	7136	7136	7136	7136	7136	7136	7136	7136	7136	7136	7136	7136	7136	7136	0	0	0	0	0	0	0	0	0	0	0	6144	0	0	0	0	0	302625	0	302625	5377	151313	0	100875	7637	100875	302625	50437	302625	201750	302625	0	0	1708984	0	0	
vect16_dp_add_kernel	3	256	29583	930061813	318232	675777	70135	0	0	0	96	0	0	10464	10464	10464	10464	10464	10464	10464	10464	10464	10464	10464	10464	10464	10464	0	0	0	0	0	0	0	0	0	0	0	9216	138816	0	0	0	0	318232	0	318232	4973	159116	0	106077	0	106077	0	53039	944	212154	318232	0	0	1647949	0	0	
vect16_dp_add_kernel	4	256	36000	931453437	322207	682103	75606	0	0	0	128	0	0	14592	14592	14592	14592	14592	14592	14592	14592	14592	14592	14592	14592	14592	14592	0	0	0	0	0	0	0	0	0	0	0	12288	143936	0	0	0	0	322207	0	322207	5035	161103	0	107403	0	107402	322207	53701	1139	214805	322207	0	0	2075195	0	0	
vect16_dp_add_kernel	5	256	44500	933132816	327876	708933	84887	0	0	0	160	0	0	18080	18080	18080	18080	18080	18080	18080	18080	18080	18080	18080	18080	18080	18080	0	0	0	0	0	0	0	0	0	0	0	15360	279200	0	0	0	0	327876	0	327876	5709	163938	0	109292	6647	109292	327876	54646	1550	218584	327876	0	0	1708984	0	0	
vect16_dp_add_kernel	6	256	87333	934722854	374952	841090	129583	0	0	0	192	0	0	23010	23010	23010	23010	23010	23010	23010	23010	23010	23010	23010	23010	23010	23010	0	0	0	0	0	0	0	0	0	0	0	18432	196808	0	0	0	0	374952	0	374952	5859	187476	0	124984	8502	124984	374952	62492	1484	249968	374952	4455566	14160156	2136230	549316	0	
vect16_dp_add_kernel	7	256	61916	936355675	348158	759462	102953	0	0	0	224	0	0	26644	26644	26644	26644	26644	26644	26644	26644	26644	26644	26644	26644	26644	26644	0	0	0	0	0	0	0	0	0	0	0	21504	399648	0	0	0	0	348158	0	348158	5440	174079	0	116053	0	116052	348158	58026	348158	232105	348158	4699707	15075683	2136230	488281	0	
