kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
scalar_sp_div_priv_iter_8192_kernel	1	1	132500	6507	568068	1263624	173704	0	0	0	1	0	0	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	0	0	0	0	0	0	0	0	0	0	0	2	349832	0	0	0	0	568068	0	568068	9056	284034	0	189356	0	189355	0	94678	179	378711	568068	0	0	1831054	0	0	
scalar_sp_div_priv_iter_8192_kernel	1	2	132666	6530	570043	1258959	173659	0	0	0	1	0	0	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	0	0	0	0	0	0	0	0	0	0	0	2	351836	0	0	0	0	570043	0	570043	8992	285021	0	190014	0	190014	278640	95007	186	380029	570043	0	0	1739501	0	0	
scalar_sp_div_priv_iter_8192_kernel	1	4	132708	6502	567669	1261232	173854	0	0	0	1	0	0	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	0	0	0	0	0	0	0	0	0	0	0	2	350688	0	0	0	0	567669	0	567669	9506	283834	0	189222	0	189223	564043	94611	196	378446	567669	0	0	1739501	0	0	
scalar_sp_div_priv_iter_8192_kernel	1	8	132583	6608	576864	1260078	173721	0	0	0	1	0	0	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	16576	0	0	0	0	0	0	0	0	0	0	0	2	351072	0	0	0	0	576864	0	576864	9633	288432	0	192288	0	192288	568911	96144	183	384575	576864	1434326	4882812	1861571	0	0	
scalar_sp_div_priv_iter_8192_kernel	1	16	147208	6678	582976	1307299	188965	0	0	0	1	0	0	32980	32980	32980	32980	32980	32980	32980	32980	32980	32980	32980	32980	32980	32980	0	0	0	0	0	0	0	0	0	0	0	2	367768	0	0	0	0	582976	0	582976	9751	291488	0	194325	0	194325	581666	97162	195	388651	582976	0	0	1831054	0	0	
scalar_sp_div_priv_iter_8192_kernel	1	32	147249	6720	586639	1312956	189118	0	0	0	1	0	0	65788	65788	65788	65788	65788	65788	65788	65788	65788	65788	65788	65788	65788	65788	0	0	0	0	0	0	0	0	0	0	0	4	367844	0	0	0	0	586639	0	586639	9759	293320	0	195546	0	195546	289901	97773	191	391092	586639	0	0	1892089	0	0	
scalar_sp_div_priv_iter_8192_kernel	1	64	147541	6663	581675	1304471	189238	0	0	0	2	0	0	131576	131576	131576	131576	131576	131576	131576	131576	131576	131576	131576	131576	131576	131576	0	0	0	0	0	0	0	0	0	0	0	8	365564	0	0	0	0	581675	0	581675	9389	290838	0	193891	0	193891	578429	96946	183	387783	581675	0	0	1861571	0	0	
scalar_sp_div_priv_iter_8192_kernel	1	128	147250	6789	592617	1305395	189030	0	0	0	4	0	0	263152	263152	263152	263152	263152	263152	263152	263152	263152	263152	263152	263152	263152	263152	0	0	0	0	0	0	0	0	0	0	0	16	365964	0	0	0	0	592617	0	592617	9865	296308	0	197539	0	197539	589455	98770	186	395078	592617	1403808	4882812	1892089	213623	0	
scalar_sp_div_priv_iter_8192_kernel	1	256	147499	6676	582812	1304987	189220	0	0	0	8	0	0	526304	526304	526304	526304	526304	526304	526304	526304	526304	526304	526304	526304	526304	526304	0	0	0	0	0	0	0	0	0	0	0	32	366752	0	0	0	0	582812	0	582812	9718	291406	0	194270	0	194270	582019	97135	186	388541	582812	0	0	1861571	0	0	
scalar_sp_div_priv_iter_8192_kernel	2	256	147499	6714	586101	1304869	189262	0	0	0	16	0	0	1052608	1052608	1052608	1052608	1052608	1052608	1052608	1052608	1052608	1052608	1052608	1052608	1052608	1052608	0	0	0	0	0	0	0	0	0	0	0	64	366572	0	0	0	0	586101	0	586101	9738	293050	0	195367	0	195367	583927	97684	191	390734	586101	0	0	1892089	0	0	
