kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect4_sp_mad_priv_iter_8192_kernel	1	1	246332	7963	695178	1614554	293205	0	0	0	1	0	0	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	0	0	0	0	0	0	0	0	0	0	0	2	940032	0	0	0	0	695178	0	695178	11190	347589	0	231726	0	231726	692091	115863	185	463452	695178	2929687	10742187	2319335	488281	0	
vect4_sp_mad_priv_iter_8192_kernel	1	2	246290	7957	694733	1615922	292674	0	0	0	1	0	0	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	0	0	0	0	0	0	0	0	0	0	0	2	1002260	0	0	0	0	694733	0	694733	11492	347366	0	231577	0	231578	694733	115789	200	463156	694733	1434326	5126953	2319335	244140	0	
vect4_sp_mad_priv_iter_8192_kernel	1	4	246207	7969	695708	1615745	292749	0	0	0	1	0	0	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	0	0	0	0	0	0	0	0	0	0	0	2	706768	0	0	0	0	695708	0	695708	11496	347854	0	231902	0	231902	691489	115951	183	463805	695708	0	0	2319335	0	0	
vect4_sp_mad_priv_iter_8192_kernel	1	8	246249	8026	700637	1601599	292718	0	0	0	1	0	0	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	66226	0	0	0	0	0	0	0	0	0	0	0	4	470624	0	0	0	0	700637	0	700637	11508	350319	0	233545	0	233546	346720	116773	186	467091	700637	0	0	2319335	0	0	
vect4_sp_mad_priv_iter_8192_kernel	1	16	246207	7981	696737	1613477	292661	0	0	0	1	0	0	131798	131798	131798	131798	131798	131798	131798	131798	131798	131798	131798	131798	131798	131798	0	0	0	0	0	0	0	0	0	0	0	8	470996	0	0	0	0	696737	0	696737	11507	348368	0	232246	0	232245	695634	116123	188	464491	696737	0	0	2258300	0	0	
vect4_sp_mad_priv_iter_8192_kernel	1	32	308082	8686	758279	1784303	357439	0	0	0	1	0	0	262942	262942	262942	262942	262942	262942	262942	262942	262942	262942	262942	262942	262942	262942	0	0	0	0	0	0	0	0	0	0	0	16	536208	0	0	0	0	758279	0	758279	12479	379139	0	252760	0	252759	378215	126380	181	505519	758279	2960204	10223388	2502441	488281	0	
vect4_sp_mad_priv_iter_8192_kernel	1	64	307957	8685	758183	1788217	357493	0	0	0	2	0	0	525884	525884	525884	525884	525884	525884	525884	525884	525884	525884	525884	525884	525884	525884	0	0	0	0	0	0	0	0	0	0	0	32	533804	0	0	0	0	758183	0	758183	11940	379091	0	252727	0	252728	377258	126364	182	505455	758183	0	0	2532958	213623	0	
vect4_sp_mad_priv_iter_8192_kernel	1	128	308165	8796	767864	1792618	357605	0	0	0	4	0	0	1051768	1051768	1051768	1051768	1051768	1051768	1051768	1051768	1051768	1051768	1051768	1051768	1051768	1051768	0	0	0	0	0	0	0	0	0	0	0	64	535132	0	0	0	0	767864	0	767864	12610	383932	0	255955	0	255955	767864	127977	179	511909	767864	1464843	5249023	2563476	213623	0	
vect4_sp_mad_priv_iter_8192_kernel	1	256	308166	8711	760522	1792141	357677	0	0	0	8	0	0	2103536	2103536	2103536	2103536	2103536	2103536	2103536	2103536	2103536	2103536	2103536	2103536	2103536	2103536	0	0	0	0	0	0	0	0	0	0	0	128	535144	0	0	0	0	760522	0	760522	12175	380261	0	253507	0	253508	756681	126754	196	507015	760522	0	0	2502441	213623	0	
vect4_sp_mad_priv_iter_8192_kernel	2	256	308665	8729	762005	1797251	358278	0	0	0	16	0	0	4207072	4207072	4207072	4207072	4207072	4207072	4207072	4207072	4207072	4207072	4207072	4207072	4207072	4207072	0	0	0	0	0	0	0	0	0	0	0	256	534868	0	0	0	0	762005	0	762005	12470	381003	0	254002	0	254002	760156	127001	212	508003	762005	1464843	5187988	2502441	213623	0	
vect4_sp_mad_priv_iter_8192_kernel	3	256	309665	8767	765351	1806010	359177	0	0	0	24	0	0	6310608	6310608	6310608	6310608	6310608	6310608	6310608	6310608	6310608	6310608	6310608	6310608	6310608	6310608	0	0	0	0	0	0	0	0	0	0	0	384	535964	0	0	0	0	765351	0	765351	12451	382676	0	255117	0	255116	764041	127558	211	510233	765351	0	0	2532958	0	0	
vect4_sp_mad_priv_iter_8192_kernel	4	256	309915	8857	773229	1803782	359470	0	0	0	32	0	0	6310976	6310976	6310976	6310976	6310976	6310976	6310976	6310976	6310976	6310976	6310976	6310976	6310976	6310976	0	0	0	0	0	0	0	0	0	0	0	512	537484	0	0	0	0	773229	0	773229	12670	386614	0	257743	0	257743	0	128871	224	515487	773229	1434326	5249023	2563476	244140	0	
vect4_sp_mad_priv_iter_8192_kernel	5	256	310374	8741	763104	1806203	359815	0	0	0	40	0	0	6311344	6311344	6311344	6311344	6311344	6311344	6311344	6311344	6311344	6311344	6311344	6311344	6311344	6311344	0	0	0	0	0	0	0	0	0	0	0	640	616660	0	0	0	0	763104	0	763104	12585	381552	0	254368	0	254368	757937	127184	221	508737	763104	0	0	2502441	0	0	
vect4_sp_mad_priv_iter_8192_kernel	6	256	310915	8792	767573	1811302	360522	0	0	0	48	0	0	6311712	6311712	6311712	6311712	6311712	6311712	6311712	6311712	6311712	6311712	6311712	6311712	6311712	6311712	0	0	0	0	0	0	0	0	0	0	0	768	538852	0	0	0	0	767573	0	767573	12630	383786	0	255858	0	255857	765365	127929	239	511715	767573	0	0	2563476	0	0	
vect4_sp_mad_priv_iter_8192_kernel	7	256	435498	10267	896262	2167345	491121	0	0	0	56	0	0	7362536	7362536	7362536	7362536	7362536	7362536	7362536	7362536	7362536	7362536	7362536	7362536	7362536	7362536	0	0	0	0	0	0	0	0	0	0	0	896	670716	0	0	0	0	896262	0	896262	14657	448131	0	298754	0	298754	895931	149377	447947	597508	896262	3051757	10864257	2990722	549316	0	
vect4_sp_mad_priv_iter_8192_kernel	8	256	436790	10345	903105	2167089	492233	0	0	0	64	0	0	8411287	8411287	8411287	8411287	8411287	8411287	8411287	8411287	8411287	8411287	8411287	8411287	8411287	8411287	0	0	0	0	0	0	0	0	0	0	0	1024	669028	0	0	0	0	903105	0	903105	14485	451553	0	301035	0	301035	881111	150517	243	602070	903105	3021239	11108397	3112792	457763	0	
vect4_sp_mad_priv_iter_8192_kernel	9	256	438456	10337	902396	2185706	494562	0	0	0	72	0	0	9460485	9460485	9460485	9460485	9460485	9460485	9460485	9460485	9460485	9460485	9460485	9460485	9460485	9460485	0	0	0	0	0	0	0	0	0	0	0	1152	672260	0	0	0	0	902396	0	902396	14419	451198	0	300799	0	300798	901306	150399	258	601597	902396	3051757	11077880	2990722	488281	0	
vect4_sp_mad_priv_iter_8192_kernel	10	256	558289	11725	1023583	2526325	619538	0	0	0	80	0	0	10513533	10513533	10513533	10513533	10513533	10513533	10513533	10513533	10513533	10513533	10513533	10513533	10513533	10513533	0	0	0	0	0	0	0	0	0	0	0	1280	795928	0	0	0	0	1023583	0	1023583	16598	511791	0	341194	0	341194	1020979	170597	254	682389	1023583	3021239	11047362	3356933	488281	0	
vect4_sp_mad_priv_iter_8192_kernel	11	256	558748	11761	1026729	2529206	620142	0	0	0	88	0	0	11570623	11570623	11570623	11570623	11570623	11570623	11570623	11570623	11570623	11570623	11570623	11570623	11570623	11570623	0	0	0	0	0	0	0	0	0	0	0	1408	798648	0	0	0	0	1026729	0	1026729	16692	513364	0	342242	0	342243	1026729	171122	265	684486	1026729	3082274	11138915	3601074	427246	0	
vect4_sp_mad_priv_iter_8192_kernel	12	256	559373	11836	1033221	2524328	620868	0	0	0	96	0	0	12617478	12617478	12617478	12617478	12617478	12617478	12617478	12617478	12617478	12617478	12617478	12617478	12617478	12617478	0	0	0	0	0	0	0	0	0	0	0	1536	797980	0	0	0	0	1033221	0	1033221	16721	516611	0	344407	0	344407	1033041	172203	1110	688814	1033221	2960204	11047362	3601074	488281	0	
vect4_sp_mad_priv_iter_8192_kernel	13	256	683081	13215	1153678	2888335	750571	0	0	0	104	0	0	13668505	13668505	13668505	13668505	13668505	13668505	13668505	13668505	13668505	13668505	13668505	13668505	13668505	13668505	0	0	0	0	0	0	0	0	0	0	0	1664	927496	0	0	0	0	1153678	0	1153678	18658	576839	0	384559	0	384559	1153678	192279	278	769119	1153678	3082274	11077880	4028320	518798	0	
vect4_sp_mad_priv_iter_8192_kernel	14	256	684289	13248	1156570	2893184	751592	0	0	0	112	0	0	14719655	14719655	14719655	14719655	14719655	14719655	14719655	14719655	14719655	14719655	14719655	14719655	14719655	14719655	0	0	0	0	0	0	0	0	0	0	0	1792	929340	0	0	0	0	1156570	0	1156570	18697	578285	0	385523	0	385523	1156130	192761	299	771046	1156570	3051757	10742187	3906250	488281	0	
