kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect2_dp_load_store_iter_1024_volatile_kernel	1	1	355832	9661	843408	2022396	407678	0	0	0	1	0	0	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	0	0	0	0	0	0	0	0	0	0	0	5122	955380	0	0	0	0	843408	0	843408	13597	421704	0	281136	0	281136	829767	140568	413721	562272	843408	2929687	10284423	3234863	488281	0	
vect2_dp_load_store_iter_1024_volatile_kernel	1	2	355832	9634	841014	2017756	407462	0	0	0	1	0	0	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	0	0	0	0	0	0	0	0	0	0	0	5122	1219528	0	0	0	0	841014	0	841014	13628	420507	0	280338	0	280338	830136	140169	189	560676	841014	3051757	10650634	3234863	579833	0	
vect2_dp_load_store_iter_1024_volatile_kernel	1	4	355832	9619	839700	2015858	407591	0	0	0	1	0	0	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	0	0	0	0	0	0	0	0	0	0	0	5122	1287816	0	0	0	0	839700	0	839700	13423	419850	0	279900	0	279900	814298	139950	404184	559800	839700	3051757	10498046	3234863	579833	0	
vect2_dp_load_store_iter_1024_volatile_kernel	1	8	357707	9669	844146	2029635	409571	0	0	0	1	0	0	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	4150	0	0	0	0	0	0	0	0	0	0	0	7170	959152	0	0	0	0	844146	0	844146	13629	422073	0	281382	0	281382	835200	140691	201	562764	844146	3021239	10589599	3265380	579833	0	
vect2_dp_load_store_iter_1024_volatile_kernel	1	16	359665	9723	848816	2041124	411477	0	0	0	1	0	0	8282	8282	8282	8282	8282	8282	8282	8282	8282	8282	8282	8282	8282	8282	0	0	0	0	0	0	0	0	0	0	0	11266	1220408	0	0	0	0	848816	0	848816	13837	424408	0	282938	0	282939	846136	141469	422988	565878	848816	3051757	10284423	3326415	549316	0	
vect2_dp_load_store_iter_1024_volatile_kernel	1	32	359582	9664	843644	2021844	411787	0	0	0	2	0	0	16564	16564	16564	16564	16564	16564	16564	16564	16564	16564	16564	16564	16564	16564	0	0	0	0	0	0	0	0	0	0	0	22532	1177192	0	0	0	0	843644	0	843644	13614	421822	0	281214	0	281215	834946	140607	418006	562429	843644	3021239	10711669	3234863	549316	0	
vect2_dp_load_store_iter_1024_volatile_kernel	1	64	359582	9811	856526	2056326	411436	0	0	0	4	0	0	33128	33128	33128	33128	33128	33128	33128	33128	33128	33128	33128	33128	33128	33128	0	0	0	0	0	0	0	0	0	0	0	45064	1527968	0	0	0	0	856526	0	856526	13949	428263	0	285509	0	285509	848427	142754	184	571017	856526	2960204	10345458	3265380	610351	0	
vect2_dp_load_store_iter_1024_volatile_kernel	1	128	365707	9835	858536	2065198	418011	0	0	0	8	0	0	66256	66256	66256	66256	66256	66256	66256	66256	66256	66256	66256	66256	66256	66256	0	0	0	0	0	0	0	0	0	0	0	90128	1306280	0	0	0	0	858536	0	858536	13744	429268	0	286179	0	286179	838405	143089	828948	572358	858536	3051757	10467528	3326415	549316	0	
vect2_dp_load_store_iter_1024_volatile_kernel	1	256	386081	10147	885814	2137771	439088	0	0	0	16	0	0	132512	132512	132512	132512	132512	132512	132512	132512	132512	132512	132512	132512	132512	132512	0	0	0	0	0	0	0	0	0	0	0	180256	1021036	0	0	0	0	885814	0	885814	14146	442907	0	295271	0	295271	863877	147636	191	590542	885814	3021239	10650634	3417968	549316	0	
vect2_dp_load_store_iter_1024_volatile_kernel	2	256	401707	10214	891627	2153273	455653	0	0	0	32	0	0	198953	198953	198953	198953	198953	198953	198953	198953	198953	198953	198953	198953	198953	198953	0	0	0	0	0	0	0	0	0	0	0	360512	1550964	0	0	0	0	891627	0	891627	14349	445813	0	297209	0	297209	877344	148604	206	594418	891627	3112792	10925292	3387450	610351	0	
