kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect4_sp_sub_iter_128_unroll_64_kernel	1	1	1239912	2073310189	1581674	4178697	1337392	0	0	0	1	0	0	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	0	0	0	0	0	0	0	0	0	0	0	16129	1487520	0	0	0	0	1581674	0	1581674	24735	790837	0	527224	0	527225	1570903	263612	487	1054450	1581674	8972167	30883789	11291503	793457	0	
vect4_sp_sub_iter_128_unroll_64_kernel	1	2	1239912	2074710736	1577174	4174038	1337148	0	0	0	1	0	0	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	0	0	0	0	0	0	0	0	0	0	0	16129	1405520	0	0	0	0	1577174	0	1577174	24665	788587	0	525724	0	525725	0	262862	492	1051450	1577174	9033203	30700683	11413574	793457	0	
vect4_sp_sub_iter_128_unroll_64_kernel	1	4	1239912	2076199094	1575947	4171330	1337409	0	0	0	1	0	0	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	0	0	0	0	0	0	0	0	0	0	0	16129	1405160	0	0	0	0	1575947	0	1575947	24693	787973	0	525316	0	525315	0	262658	498	1050631	1575947	4760742	16784667	11352539	549316	0	
vect4_sp_sub_iter_128_unroll_64_kernel	1	8	1255245	2077584402	1590995	4216053	1353371	0	0	0	1	0	0	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	129320	0	0	0	0	0	0	0	0	0	0	0	32258	0	0	0	0	0	1590995	0	1590995	24889	795498	0	530331	0	530332	0	265166	494	1060663	1590995	5004882	16967773	11413574	549316	0	
vect4_sp_sub_iter_128_unroll_64_kernel	1	16	1331162	2078981401	1671981	4434561	1432852	0	0	0	1	0	0	257348	257348	257348	257348	257348	257348	257348	257348	257348	257348	257348	257348	257348	257348	0	0	0	0	0	0	0	0	0	0	0	64516	1500392	0	0	0	0	1671981	0	1671981	26144	835990	0	557327	0	557327	0	278664	487	1114654	1671981	9094238	30944824	11901855	854492	0	
vect4_sp_sub_iter_128_unroll_64_kernel	1	32	1467994	2080566191	1814869	4831984	1576289	0	0	0	1	0	0	513404	513404	513404	513404	513404	513404	513404	513404	513404	513404	513404	513404	513404	513404	0	0	0	0	0	0	0	0	0	0	0	129032	1644288	0	0	0	0	1814869	0	1814869	28391	907435	0	604956	0	604956	0	302478	508	1209912	1814869	4882812	16967773	13183593	488281	0	
vect4_sp_sub_iter_128_unroll_64_kernel	1	64	1468078	2082196515	1813567	4832185	1576225	0	0	0	2	0	0	1026808	1026808	1026808	1026808	1026808	1026808	1026808	1026808	1026808	1026808	1026808	1026808	1026808	1026808	0	0	0	0	0	0	0	0	0	0	0	258064	0	0	0	0	0	1813567	0	1813567	28358	906784	0	604523	0	604522	1810248	302261	510	1209044	1813567	9033203	30700683	12939453	732421	0	
vect4_sp_sub_iter_128_unroll_64_kernel	1	128	1474494	2083640405	1819770	4845525	1583062	0	0	0	4	0	0	2053616	2053616	2053616	2053616	2053616	2053616	2053616	2053616	2053616	2053616	2053616	2053616	2053616	2053616	0	0	0	0	0	0	0	0	0	0	0	516128	1652192	0	0	0	0	1819770	0	1819770	28458	909885	0	606590	0	606590	1811444	303295	496	1213180	1819770	9216308	31738281	13061523	793457	0	
vect4_sp_sub_iter_128_unroll_64_kernel	1	256	1657160	2085127389	2046057	5476647	1774555	0	0	0	8	0	0	4107232	4107232	4107232	4107232	4107232	4107232	4107232	4107232	4107232	4107232	4107232	4107232	4107232	4107232	0	0	0	0	0	0	0	0	0	0	0	1032256	1839160	0	0	0	0	2046057	0	2046057	31995	1023029	0	682019	0	682019	2040011	341010	520	1364037	2046057	9338378	32531738	14526367	793457	0	
vect4_sp_sub_iter_128_unroll_64_kernel	2	256	1917076	2086906368	2431834	6601311	2037749	0	0	0	16	0	0	8214464	8214464	8214464	8214464	8214464	8214464	8214464	8214464	8214464	8214464	8214464	8214464	8214464	8214464	0	0	0	0	0	0	0	0	0	0	0	2064512	2109624	0	0	0	0	2431834	0	2431834	38009	1215917	0	810612	0	810611	0	405305	317	1621223	2431834	10742187	37170410	15441894	854492	0	
vect4_sp_sub_iter_128_unroll_64_kernel	3	256	2161075	2088393751	2688362	7312463	2293996	0	0	0	24	0	0	12321696	12321696	12321696	12321696	12321696	12321696	12321696	12321696	12321696	12321696	12321696	12321696	12321696	12321696	0	0	0	0	0	0	0	0	0	0	0	3096768	2385920	0	0	0	0	2688362	0	2688362	42027	1344181	0	896121	0	896121	2561596	448061	317	1792241	2688362	10742187	39245605	15869140	793457	0	
vect4_sp_sub_iter_128_unroll_64_kernel	4	256	1988242	2089735306	2499929	6790869	2112034	0	0	0	32	0	0	12322032	12322032	12322032	12322032	12322032	12322032	12322032	12322032	12322032	12322032	12322032	12322032	12322032	12322032	0	0	0	0	0	0	0	0	0	0	0	4129024	2203304	0	0	0	0	2499929	0	2499929	39073	1249964	0	833310	0	833309	2483681	416655	324	1666619	2499929	15014648	54199218	15747070	1098632	0	
vect4_sp_sub_iter_128_unroll_64_kernel	5	256	2054075	2091081694	2575830	6988599	2185200	0	0	0	40	0	0	12322368	12322368	12322368	12322368	12322368	12322368	12322368	12322368	12322368	12322368	12322368	12322368	12322368	12322368	0	0	0	0	0	0	0	0	0	0	0	5161280	2290008	0	0	0	0	2575830	0	2575830	40563	1287915	0	858610	0	858610	2461479	429305	337	1717220	2575830	11169433	55236816	15747070	1037597	0	
vect4_sp_sub_iter_128_unroll_64_kernel	6	256	2181075	2092767445	2709162	7367388	2314343	0	0	0	48	0	0	12322704	12322704	12322704	12322704	12322704	12322704	12322704	12322704	12322704	12322704	12322704	12322704	12322704	12322704	0	0	0	0	0	0	0	0	0	0	0	6193536	2403352	0	0	0	0	2709162	0	2709162	42332	1354581	0	903054	0	903054	2700509	451527	343	1806108	2709162	15258789	56823730	15930175	915527	0	
vect4_sp_sub_iter_128_unroll_64_kernel	7	256	2611906	2094400971	3166913	8633547	2765772	0	0	0	56	0	0	14381534	14381534	14381534	14381534	14381534	14381534	14381534	14381534	14381534	14381534	14381534	14381534	14381534	14381534	0	0	0	0	0	0	0	0	0	0	0	7225792	2902656	0	0	0	0	3166913	0	3166913	49501	1583456	0	1055638	0	1055637	3070678	527819	352	2111275	3166913	15625000	57495117	16296386	976562	0	
vect4_sp_sub_iter_128_unroll_64_kernel	8	256	2916489	2095793910	3419502	9388053	3067751	0	0	0	64	0	0	16436808	16436808	16436808	16436808	16436808	16436808	16436808	16436808	16436808	16436808	16436808	16436808	16436808	16436808	0	0	0	0	0	0	0	0	0	0	0	8258048	3151776	0	0	0	0	3419502	0	3419502	53492	1709751	0	1139834	0	1139834	0	569917	377	2279668	3419502	19836425	72998046	16723632	1281738	0	
vect4_sp_sub_iter_128_unroll_64_kernel	9	256	3168404	2097197860	3748657	10287529	3329988	0	0	0	72	0	0	18480790	18480790	18480790	18480790	18480790	18480790	18480790	18480790	18480790	18480790	18480790	18480790	18480790	18480790	0	0	0	0	0	0	0	0	0	0	0	9290304	3417504	0	0	0	0	3748657	0	3748657	58763	1874328	0	1249552	0	1249553	3720808	624777	368	2499105	3748657	16662597	60607910	17150878	1098632	0	
vect4_sp_sub_iter_128_unroll_64_kernel	10	256	3681485	2098545195	4298907	11818533	3867435	0	0	0	80	0	0	20520538	20520538	20520538	20520538	20520538	20520538	20520538	20520538	20520538	20520538	20520538	20520538	20520538	20520538	0	0	0	0	0	0	0	0	0	0	0	10322560	3953176	0	0	0	0	4298907	0	4298907	67178	2149454	0	1432969	0	1432969	4262519	716484	365	2865938	4298907	20812988	75622558	17578125	1281738	0	
vect4_sp_sub_iter_128_unroll_64_kernel	11	256	3932318	2099982222	4562054	12547026	4130044	0	0	0	88	0	0	22565432	22565432	22565432	22565432	22565432	22565432	22565432	22565432	22565432	22565432	22565432	22565432	22565432	22565432	0	0	0	0	0	0	0	0	0	0	0	11354816	4212520	0	0	0	0	4562054	0	4562054	71304	2281027	0	1520684	0	1520685	4538033	760343	380	3041369	4562054	20751953	77453613	17761230	1220703	0	
vect4_sp_sub_iter_128_unroll_64_kernel	12	256	4186817	2101335194	4824357	13279548	4396575	0	0	0	96	0	0	24626558	24626558	24626558	24626558	24626558	24626558	24626558	24626558	24626558	24626558	24626558	24626558	24626558	24626558	0	0	0	0	0	0	0	0	0	0	0	12387072	0	0	0	0	0	4824357	0	4824357	75417	2412179	0	1608119	0	1608119	4783239	804059	375	3216238	4824357	22155761	89172363	18066406	1525878	0	
vect4_sp_sub_iter_128_unroll_64_kernel	13	256	4678982	2102825209	5344223	14717238	4912755	0	0	0	104	0	0	26675984	26675984	26675984	26675984	26675984	26675984	26675984	26675984	26675984	26675984	26675984	26675984	26675984	26675984	0	0	0	0	0	0	0	0	0	0	0	13419328	4999192	0	0	0	0	5344223	0	5344223	83511	2672111	0	1781408	0	1781408	5319773	890704	363	3562816	5344223	25817871	92712402	18432617	1403808	0	
vect4_sp_sub_iter_128_unroll_64_kernel	14	256	4951898	2104320567	5631235	15508244	5198378	0	0	0	112	0	0	28743470	28743470	28743470	28743470	28743470	28743470	28743470	28743470	28743470	28743470	28743470	28743470	28743470	28743470	0	0	0	0	0	0	0	0	0	0	0	14451584	5280280	0	0	0	0	5631235	0	5631235	88036	2815617	0	1877078	0	1877078	5626438	938539	364	3754157	5631235	25207519	93994140	18554687	1464843	0	
vect4_sp_sub_iter_128_unroll_64_kernel	15	256	5215229	2105864185	5905618	16262068	5473700	0	0	0	120	0	0	30811622	30811622	30811622	30811622	30811622	30811622	30811622	30811622	30811622	30811622	30811622	30811622	30811622	30811622	0	0	0	0	0	0	0	0	0	0	0	15483840	5545560	0	0	0	0	5905618	0	5905618	92502	2952809	0	1968540	0	1968539	0	984270	363	3937078	5905618	28747558	106201171	18737792	1770019	0	
vect4_sp_sub_iter_128_unroll_64_kernel	16	256	5705811	2107264393	6420991	17698378	5988194	0	0	0	128	0	0	32841484	32841484	32841484	32841484	32841484	32841484	32841484	32841484	32841484	32841484	32841484	32841484	32841484	32841484	0	0	0	0	0	0	0	0	0	0	0	16516096	6073936	0	0	0	0	6420991	0	6420991	100329	3210495	0	2140330	0	2140331	0	1070166	357	4280661	6420991	30883789	109741210	19042968	1708984	0	
vect4_sp_sub_iter_128_unroll_64_kernel	17	256	5978309	2108798551	6706830	18491252	6273117	0	0	0	136	0	0	34893604	34893604	34893604	34893604	34893604	34893604	34893604	34893604	34893604	34893604	34893604	34893604	34893604	34893604	0	0	0	0	0	0	0	0	0	0	0	17548352	6357424	0	0	0	0	6706830	0	6706830	104837	3353415	0	2235610	0	2235610	6697475	1117805	368	4471220	6706830	29479980	109680175	19348144	1586914	0	
vect4_sp_sub_iter_128_unroll_64_kernel	18	256	6248642	2110330583	6990270	19279761	6556717	0	0	0	144	0	0	36955126	36955126	36955126	36955126	36955126	36955126	36955126	36955126	36955126	36955126	36955126	36955126	36955126	36955126	0	0	0	0	0	0	0	0	0	0	0	18580608	0	0	0	0	0	6990270	0	6990270	109229	3495135	0	2330090	0	2330090	6828696	1165045	357	4660180	6990270	30395507	109863281	19592285	1953125	0	
vect4_sp_sub_iter_128_unroll_64_kernel	19	256	6742140	2111834225	7476295	20631573	7073542	0	0	0	152	0	0	39014264	39014264	39014264	39014264	39014264	39014264	39014264	39014264	39014264	39014264	39014264	39014264	39014264	39014264	0	0	0	0	0	0	0	0	0	0	0	19612864	7207160	0	0	0	0	7476295	0	7476295	116817	3738147	0	2492098	0	2492098	7383272	1246049	367	4984197	7476295	35156250	126953125	20019531	1892089	0	
vect4_sp_sub_iter_128_unroll_64_kernel	20	256	7038388	2113609452	7792981	21567100	7360611	0	0	0	160	0	0	41072542	41072542	41072542	41072542	41072542	41072542	41072542	41072542	41072542	41072542	41072542	41072542	41072542	41072542	0	0	0	0	0	0	0	0	0	0	0	20645120	7569888	0	0	0	0	7792981	0	7792981	121766	3896491	0	2597661	0	2597660	7788249	1298830	367	5195320	7792981	35461425	127685546	20690917	1831054	0	
vect4_sp_sub_iter_128_unroll_64_kernel	21	256	8502383	2114828357	9330611	25824564	8894318	0	0	0	168	0	0	43126088	43126088	43126088	43126088	43126088	43126088	43126088	43126088	43126088	43126088	43126088	43126088	43126088	43126088	0	0	0	0	0	0	0	0	0	0	0	21677376	8975944	0	0	0	0	9330611	0	9330611	145797	4665306	0	3110204	0	3110203	9290794	1555101	373	6220407	9330611	42358398	153259277	21911621	2441406	0	
vect4_sp_sub_iter_128_unroll_64_kernel	22	256	8534300	2116076378	9362196	25909551	8930292	0	0	0	176	0	0	45178732	45178732	45178732	45178732	45178732	45178732	45178732	45178732	45178732	45178732	45178732	45178732	45178732	45178732	0	0	0	0	0	0	0	0	0	0	0	22709632	9110840	0	0	0	0	9362196	0	9362196	146286	4681098	0	3120732	0	3120732	0	1560366	379	6241464	9362196	42297363	154602050	21850585	2380371	0	
vect4_sp_sub_iter_128_unroll_64_kernel	23	256	8773965	2117998449	9615352	26610056	9178530	0	0	0	184	0	0	47234690	47234690	47234690	47234690	47234690	47234690	47234690	47234690	47234690	47234690	47234690	47234690	47234690	47234690	0	0	0	0	0	0	0	0	0	0	0	23741888	9147952	0	0	0	0	9615352	0	9615352	150227	4807676	0	3205117	0	3205118	0	1602559	382	6410235	9615352	43884277	156311035	22033691	2380371	0	
vect4_sp_sub_iter_128_unroll_64_kernel	24	256	8783715	2119245477	9629961	26653915	9187299	0	0	0	192	0	0	49287606	49287606	49287606	49287606	49287606	49287606	49287606	49287606	49287606	49287606	49287606	49287606	49287606	49287606	0	0	0	0	0	0	0	0	0	0	0	24774144	9290240	0	0	0	0	9629961	0	9629961	150467	4814980	0	3209987	0	3209987	0	1604994	394	6419974	9629961	44616699	159057617	22094726	2380371	0	
vect4_sp_sub_iter_128_unroll_64_kernel	25	256	9526212	2120497576	10410474	28803792	9970981	0	0	0	200	0	0	51342526	51342526	51342526	51342526	51342526	51342526	51342526	51342526	51342526	51342526	51342526	51342526	51342526	51342526	0	0	0	0	0	0	0	0	0	0	0	25806400	10200960	0	0	0	0	10410474	0	10410474	162685	5205237	0	3470158	0	3470158	9731895	1735079	386	6940316	10410474	47119140	172058105	22583007	2624511	0	
vect4_sp_sub_iter_128_unroll_64_kernel	26	256	10018044	2122036315	10921069	30226538	10492954	0	0	0	208	0	0	53437786	53437786	53437786	53437786	53437786	53437786	53437786	53437786	53437786	53437786	53437786	53437786	53437786	53437786	0	0	0	0	0	0	0	0	0	0	0	26838656	0	0	0	0	0	10921069	0	10921069	170642	5460534	0	3640356	0	3640357	10455272	1820179	398	7280713	10921069	47790527	172790527	23071289	2502441	0	
vect4_sp_sub_iter_128_unroll_64_kernel	27	256	11209872	2123783139	12139881	33672598	11707899	0	0	0	216	0	0	55451378	55451378	55451378	55451378	55451378	55451378	55451378	55451378	55451378	55451378	55451378	55451378	55451378	55451378	0	0	0	0	0	0	0	0	0	0	0	27870912	10874816	0	0	0	0	12139881	0	12139881	189686	6069941	0	4046627	0	4046627	0	2023313	385	8093254	12139881	54016113	191711425	24353027	2929687	0	
vect4_sp_sub_iter_128_unroll_64_kernel	28	256	11941787	2125440939	12868028	35818740	12427877	0	0	0	224	0	0	57503654	57503654	57503654	57503654	57503654	57503654	57503654	57503654	57503654	57503654	57503654	57503654	57503654	57503654	0	0	0	0	0	0	0	0	0	0	0	28903168	12176104	0	0	0	0	12868028	0	12868028	201065	6434014	0	4289343	0	4289343	12286483	2144672	394	8578685	12868028	56091308	199584960	25085449	3051757	0	
vect4_sp_sub_iter_128_unroll_64_kernel	29	256	12851449	2126836844	13856819	38440909	13427863	0	0	0	232	0	0	59558668	59558668	59558668	59558668	59558668	59558668	59558668	59558668	59558668	59558668	59558668	59558668	59558668	59558668	0	0	0	0	0	0	0	0	0	0	0	29935424	13471880	0	0	0	0	13856819	0	13856819	216515	6928409	0	4618940	0	4618940	0	2309470	390	9237880	13856819	58471679	208984375	25817871	3112792	0	
vect4_sp_sub_iter_128_unroll_64_kernel	30	256	13369697	2128613299	14403571	39956414	13968374	0	0	0	240	0	0	61823842	61823842	61823842	61823842	61823842	61823842	61823842	61823842	61823842	61823842	61823842	61823842	61823842	61823842	0	0	0	0	0	0	0	0	0	0	0	30967680	13495160	0	0	0	0	14403571	0	14403571	225037	7201786	0	4801190	0	4801191	12866460	2400595	386	9602381	14403571	62072753	221862792	26306152	3356933	0	
vect4_sp_sub_iter_128_unroll_64_kernel	31	256	13603196	2130396302	14631408	40662491	14190398	0	0	0	248	0	0	63726780	63726780	63726780	63726780	63726780	63726780	63726780	63726780	63726780	63726780	63726780	63726780	63726780	63726780	0	0	0	0	0	0	0	0	0	0	0	31999936	14234008	0	0	0	0	14631408	0	14631408	228870	7315704	0	4877136	0	4877136	14096233	2438568	397	9754272	14631408	62500000	223632812	26733398	3417968	0	
vect4_sp_sub_iter_128_unroll_64_kernel	32	256	13811862	2132117334	14887716	41255742	14445978	0	0	0	256	0	0	65718872	65718872	65718872	65718872	65718872	65718872	65718872	65718872	65718872	65718872	65718872	65718872	65718872	65718872	0	0	0	0	0	0	0	0	0	0	0	33032192	14497312	0	0	0	0	14887716	0	14887716	232621	7443858	0	4962572	0	4962572	0	2481286	388	9925144	14887716	63415527	227478027	26550292	3417968	0	
vect4_sp_sub_iter_128_unroll_64_kernel	64	256	23175908	2133895330	24612130	68450583	24175977	0	0	0	512	0	0	131469730	131469730	131469730	131469730	131469730	131469730	131469730	131469730	131469730	131469730	131469730	131469730	131469730	131469730	0	0	0	0	0	0	0	0	0	0	0	66064384	24087560	0	0	0	0	24612130	0	24612130	384532	12306065	0	8204043	0	8204043	24353517	4102022	438	16408086	24612130	111206054	406616210	36254882	5920410	0	
vect4_sp_sub_iter_128_unroll_64_kernel	128	256	46030316	2135924514	48576435	134811403	48086963	0	0	0	1024	0	0	262905770	262905770	262905770	262905770	262905770	262905770	262905770	262905770	262905770	262905770	262905770	262905770	262905770	262905770	0	0	0	0	0	0	0	0	0	0	0	132128768	47886736	0	0	0	0	48576435	0	48576435	759009	24288217	0	16192145	0	16192145	48014219	8096073	444	32384290	48576435	211425781	778869628	54931640	10925292	0	
