1	1	133833	6437	561889	1252556	174945	14416
1	2	133916	6458	563753	1263450	174928	14416
1	4	133750	6469	564672	1257150	174924	14416
1	8	133833	6453	563306	1262558	174862	14416
1	16	133750	6397	558453	1253538	174955	14416
1	32	133583	6426	560948	1260250	174711	14416
1	64	133667	6340	553388	1247252	175076	28832
1	128	133750	6457	563627	1261850	175096	57664
1	256	139749	6488	566366	1277686	180919	115328
2	32	133750	6465	564391	1251710	174986	28832
3	32	133833	6436	561853	1258533	174812	43248
4	32	133666	6509	568165	1263289	174757	57664
5	32	133917	6499	567404	1265416	174952	72080
6	32	134000	6520	569166	1260762	175236	86496
7	32	137499	5953	519659	1147454	178699	100912
8	32	139249	6623	578158	1288142	180613	115328
9	32	154499	6790	592750	1332893	196561	129744
10	32	151083	6671	582336	1306505	192595	144160
11	32	144416	6670	582320	1303144	186285	158576
12	32	202333	7402	646079	1470078	246668	172992
13	32	161416	6696	584495	1304154	203673	187408
14	32	144166	6644	579954	1301048	185749	201824
15	32	166833	6897	602078	1360028	208932	216240
16	32	173749	6398	558455	1252701	216737	230656
17	32	159999	6789	592605	1334840	202162	245072
18	32	179666	7049	615380	1401283	222763	259488
19	32	187083	7094	619289	1412052	230609	273904
20	32	162749	6843	597328	1345338	205078	288320
21	32	206666	7245	632448	1446793	250874	302736
22	32	192666	6893	601712	1360377	236640	317152
23	32	161250	6909	603195	1353657	203647	331568
24	32	203999	7366	643078	1470664	248768	345984
25	32	195916	7096	619419	1405042	240757	345990
26	32	174333	7000	611122	1383756	216993	345996
27	32	222082	7473	652330	1495389	267065	346002
28	32	223416	7531	657433	1510663	268776	346008
29	32	191833	6780	591929	1329530	235522	346014
30	32	226332	7605	663872	1527905	272522	346020
31	32	235749	7665	669186	1544614	281840	346026
32	32	233083	7460	651194	1503879	279179	346032
2	256	177000	6975	608915	1378059	220216	230656
3	256	201416	7267	634458	1450889	246026	345984
4	256	216249	7445	649889	1495303	261335	346032
5	256	305082	8017	699856	1629930	354276	346080
6	256	354915	9060	790933	1887772	406172	346128
7	256	421998	9983	871447	2106674	477226	403524
8	256	476415	10615	926698	2265636	533774	461618
9	256	570414	11506	1004412	2481811	631948	519098
10	256	596247	11542	1007546	2506710	659712	575650
11	256	639331	12460	1087758	2719743	704722	632964
12	256	803164	14522	1267740	3214799	876242	690650
13	256	789164	14094	1230306	3123274	862025	747900
14	256	778997	14306	1248882	3156997	850694	806038
15	256	1001829	16732	1460625	3741294	1084050	864506
16	256	790413	14028	1224652	3105967	862707	920736
17	256	822747	14796	1291623	3272528	896441	979012
18	256	1252495	19905	1737648	4525918	1346875	1037478
19	256	795663	14157	1235823	3145490	867879	1094498
20	256	989496	16465	1437335	3706785	1071576	1151804
21	256	1124746	18404	1606612	4141955	1212593	1214866
22	256	1139413	17768	1551141	4010095	1228294	1267352
23	256	1128912	18230	1591400	4104332	1217107	1327612
24	256	1189579	18975	1656514	4301576	1280864	1384816
25	256	1164495	18450	1610607	4166268	1254526	1443368
26	256	1242995	19907	1737803	4424018	1349507	1501250
27	256	1221912	19480	1700580	4397082	1314931	1559854
28	256	1334244	20042	1749568	4577867	1432534	1615296
29	256	1341245	20657	1803205	4703191	1439631	1675544
30	256	1274828	20196	1763015	4586241	1369782	1733804
31	256	1324245	20709	1807833	4706307	1428261	1793198
32	256	1350828	21133	1844889	4802441	1449692	1849962
1	1	147250	6674	582617	1312086	189125	14416
1	2	147416	6648	580385	1306340	189378	14416
1	4	147083	6614	577445	1298988	188836	14416
1	8	147166	6561	572786	1295528	188976	14416
1	16	146999	6688	583865	1311211	188850	14416
1	32	147249	6499	567399	1285064	189005	14416
1	64	147250	6615	577497	1304211	189196	28832
1	128	147083	6667	582033	1309069	188897	57664
1	256	150499	6664	581767	1311105	192466	115328
2	32	147499	6672	582499	1308974	189275	28832
3	32	147499	6649	580371	1300268	189143	43248
4	32	147416	6699	584753	1306772	188979	57664
5	32	147333	5953	519731	1147777	189337	72080
6	32	147249	6692	584188	1312608	189105	86496
7	32	147999	5959	520197	1150327	189791	100912
8	32	150249	6756	589794	1322538	192134	115328
9	32	150666	6480	565693	1252723	192496	129744
10	32	151833	6784	592142	1334646	193935	144160
11	32	158166	6051	528277	1167619	200257	158576
12	32	170250	6982	609502	1378144	213037	172992
13	32	169833	6936	605447	1375002	212823	187408
14	32	168833	7020	612847	1378869	211717	201824
15	32	174666	7112	620879	1404522	217280	216240
16	32	180666	6528	569902	1289039	223882	230656
17	32	178416	6283	548529	1232815	221836	245072
18	32	188333	7210	629392	1428262	232018	259488
19	32	185416	7176	626465	1426965	229443	273904
20	32	172083	7115	621068	1410593	215122	288320
21	32	186666	7216	629920	1437657	230302	302736
22	32	202666	6664	581744	1318912	246930	317152
23	32	180916	6653	580807	1306499	224257	331568
24	32	183250	7012	612157	1391042	226077	345984
25	32	202916	7292	636628	1455507	247409	345990
26	32	184166	7169	625799	1422853	227251	345996
27	32	204916	7267	634328	1458794	249354	346002
28	32	206583	7259	633651	1444665	251476	346008
29	32	201333	7235	631619	1452044	245696	346014
30	32	203999	7312	638322	1458058	249030	346020
31	32	214916	7574	661154	1515152	259845	346026
32	32	207749	7475	652489	1502274	252042	346032
2	256	185166	7028	613482	1394848	228708	230656
3	256	191166	7126	622147	1427744	234973	345984
4	256	207332	7337	640488	1479876	252064	346032
5	256	257249	7948	693847	1624220	303817	346080
6	256	306499	7997	698106	1642494	356524	346128
7	256	347666	9055	790440	1896025	399047	403782
8	256	414081	9712	847787	2034232	468554	460988
9	256	463248	10357	904150	2205017	520038	517940
10	256	465665	9987	871900	2117167	522726	576288
11	256	518164	10508	917289	2266628	577343	633924
12	256	631665	12174	1062670	2632393	696120	691600
13	256	529248	10903	951739	2349379	589505	748736
14	256	581081	11423	997210	2478709	643157	805768
15	256	666331	12919	1127755	2817952	733095	864346
16	256	522498	11002	960482	2347973	581931	922184
17	256	591997	11810	1030980	2545096	654698	978982
18	256	875080	15065	1315130	3370895	951436	1037702
19	256	584497	11874	1036586	2576599	647211	1094356
20	256	767997	13823	1206730	3031234	839068	1152490
21	256	824746	14049	1226399	3126207	899033	1215520
22	256	788247	13785	1203379	3026914	860862	1269486
23	256	753580	13918	1214937	3052828	824678	1324802
24	256	845996	14671	1280752	3253065	921170	1383594
25	256	926829	15994	1396228	3562095	1006227	1441028
26	256	898080	15699	1370454	3500748	975349	1497910
27	256	931246	15816	1380652	3534085	1009588	1559334
28	256	929163	15722	1372436	3509978	1007538	1613942
29	256	980330	16129	1407952	3598766	1061757	1669252
30	256	926497	16036	1399918	3582171	1005526	1730518
31	256	946830	16021	1398584	3571942	1026515	1789350
32	256	994663	16579	1447322	3716261	1077878	1844734
1	1	184666	7052	615630	1408981	228272	26720
1	2	184666	7066	616854	1406466	228204	26720
1	4	184666	6389	557745	1256883	228345	26720
1	8	184582	7028	613604	1410622	228026	26720
1	16	184666	7050	615517	1401714	228138	26720
1	32	184499	6400	558643	1252422	228025	26720
1	64	184583	7118	621362	1417902	228032	53440
1	128	184500	7026	613336	1403009	228146	106880
1	256	184666	7139	623212	1423075	228327	213760
2	32	184583	7167	625598	1431708	228298	53440
3	32	184749	7253	633155	1445244	228206	80160
4	32	184416	7039	614542	1400819	227754	106880
5	32	184582	6362	555345	1257140	227832	133600
6	32	184583	7226	630858	1433501	227979	160320
7	32	184832	7196	628157	1439612	228099	187040
8	32	184416	7281	635580	1450181	228061	213760
9	32	184666	6453	563347	1266247	227971	240480
10	32	184582	7248	632716	1435927	228201	267200
11	32	184582	7218	630161	1438942	227977	293920
12	32	185166	7101	619850	1409624	228490	320640
13	32	184999	7170	625890	1433239	228507	347360
14	32	185666	7266	634263	1445992	229290	374080
15	32	188083	7130	622453	1423607	232366	400800
16	32	190833	7273	634894	1454978	234541	427520
17	32	196666	7045	614916	1399857	240895	454240
18	32	206666	7485	653459	1495405	250999	480960
19	32	208665	7519	656307	1506408	252963	507680
20	32	209166	7599	663322	1506988	254934	534400
21	32	219999	7604	663826	1526370	264830	561120
22	32	220749	7675	670013	1546156	266106	587840
23	32	227583	7470	652149	1502838	273222	614560
24	32	233333	7787	679778	1577116	279425	641280
25	32	237499	7835	683968	1586074	283455	654590
26	32	235499	7637	666707	1540925	281842	668276
27	32	231499	7825	683147	1579471	277533	682632
28	32	252083	7912	690717	1605793	298374	695202
29	32	235499	7935	692698	1600465	281087	709614
30	32	246499	7865	686622	1592590	292763	724954
