kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect8_sp_store_iter_1024_kernel_better	1	1	283665	8255	720650	1714183	332084	0	0	0	1	0	0	42038	42038	42038	42038	42038	42038	42038	42038	42038	42038	42038	42038	42038	42038	0	0	0	0	0	0	0	0	0	0	0	4096	831000	0	0	0	0	720650	0	720650	11285	360325	0	240217	0	240216	718416	120108	357692	480433	720650	2716064	10375976	2563476	488281	0	
vect8_sp_store_iter_1024_kernel_better	1	2	284707	8285	723334	1721731	332905	0	0	0	1	0	0	42086	42086	42086	42086	42086	42086	42086	42086	42086	42086	42086	42086	42086	42086	0	0	0	0	0	0	0	0	0	0	0	4100	467676	0	0	0	0	723334	0	723334	11654	361667	0	241111	0	241111	723334	120556	187	482222	723334	2746581	10253906	2441406	488281	0	
vect8_sp_store_iter_1024_kernel_better	1	4	292249	8385	731986	1748183	340786	0	0	0	1	0	0	42250	42250	42250	42250	42250	42250	42250	42250	42250	42250	42250	42250	42250	42250	0	0	0	0	0	0	0	0	0	0	0	8204	1025004	0	0	0	0	731986	0	731986	11510	365993	0	243995	0	243996	727670	121998	186	487991	731986	0	0	2502441	0	0	
vect8_sp_store_iter_1024_kernel_better	1	8	306499	8572	748376	1793265	356195	0	0	0	1	0	0	42578	42578	42578	42578	42578	42578	42578	42578	42578	42578	42578	42578	42578	42578	0	0	0	0	0	0	0	0	0	0	0	16420	590728	0	0	0	0	748376	0	748376	11759	374188	0	249458	0	249459	746210	124729	185	498918	748376	2685546	9948730	2593993	488281	0	
vect8_sp_store_iter_1024_kernel_better	1	16	328957	8847	772276	1860650	379250	0	0	0	1	0	0	82528	82528	82528	82528	82528	82528	82528	82528	82528	82528	82528	82528	82528	82528	0	0	0	0	0	0	0	0	0	0	0	32888	807700	0	0	0	0	772276	0	772276	12413	386138	0	257425	0	257425	771739	128712	185	514851	772276	2716064	10040283	2716064	488281	0	
vect8_sp_store_iter_1024_kernel_better	1	32	363123	9260	808387	1961055	415437	0	0	0	1	0	0	162580	162580	162580	162580	162580	162580	162580	162580	162580	162580	162580	162580	162580	162580	0	0	0	0	0	0	0	0	0	0	0	65968	750064	0	0	0	0	808387	0	808387	12719	404194	0	269462	0	269462	805880	134731	185	538924	808387	2807617	10345458	2960204	488281	0	
vect8_sp_store_iter_1024_kernel_better	1	64	353290	9134	797345	1927428	404904	0	0	0	2	0	0	328104	328104	328104	328104	328104	328104	328104	328104	328104	328104	328104	328104	328104	328104	0	0	0	0	0	0	0	0	0	0	0	132704	756344	0	0	0	0	797345	0	797345	12775	398672	0	265781	0	265782	397836	132891	189	531564	797345	2777099	10345458	2746582	488281	0	
vect8_sp_store_iter_1024_kernel_better	1	128	358623	9186	801980	1950301	410491	0	0	0	4	0	0	667984	667984	667984	667984	667984	667984	667984	667984	667984	667984	667984	667984	667984	667984	0	0	0	0	0	0	0	0	0	0	0	268480	494372	0	0	0	0	801980	0	801980	12606	400990	0	267327	0	267326	799318	133663	191	534653	801980	1373291	5004882	2746582	244140	0	
vect8_sp_store_iter_1024_kernel_better	1	256	375748	9407	821179	1997238	428721	0	0	0	8	0	0	1383072	1383072	1383072	1383072	1383072	1383072	1383072	1383072	1383072	1383072	1383072	1383072	1383072	1383072	0	0	0	0	0	0	0	0	0	0	0	549248	597752	0	0	0	0	821179	0	821179	12869	410589	0	273727	0	273726	0	136863	190	547453	821179	1373291	5035400	2838134	244140	0	
vect8_sp_store_iter_1024_kernel_better	2	256	500914	10940	955011	2363572	559805	0	0	0	16	0	0	3252672	3252672	3252672	3252672	3252672	3252672	3252672	3252672	3252672	3252672	3252672	3252672	3252672	3252672	0	0	0	0	0	0	0	0	0	0	0	1245696	651572	0	0	0	0	955011	0	955011	14962	477505	0	318337	0	318337	949430	159168	233	636674	955011	2838134	10894774	3356933	549316	0	
