kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect16_sp_load_store_iter_1024_kernel	1	1	762830	13861	1210072	3082957	833798	0	0	0	1	0	0	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	0	0	0	0	0	0	0	0	0	0	0	8192	1886816	0	0	0	0	1210072	0	1210072	18949	605036	0	403357	0	403357	0	201678	603100	806715	1210072	2929687	10986327	4272460	549316	0	
vect16_sp_load_store_iter_1024_kernel	1	2	763080	13892	1212767	3090656	834008	0	0	0	1	0	0	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	0	0	0	0	0	0	0	0	0	0	0	16384	1867188	0	0	0	0	1212767	0	1212767	18954	606383	0	404255	0	404255	0	202127	948	808511	1212767	2868652	10864257	4333495	549316	0	
vect16_sp_load_store_iter_1024_kernel	1	4	763122	13870	1210866	3082574	834453	0	0	0	1	0	0	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	0	0	0	0	0	0	0	0	0	0	0	32768	1961364	0	0	0	0	1210866	0	1210866	18967	605433	0	403622	0	403622	603725	201811	603822	807244	1210866	2929687	10986327	4211425	549316	0	
vect16_sp_load_store_iter_1024_kernel	1	8	764039	13926	1215726	3089087	835254	0	0	0	1	0	0	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	32880	0	0	0	0	0	0	0	0	0	0	0	65536	1450400	0	0	0	0	1215726	0	1215726	19034	607862	0	405242	0	405242	0	202621	195	810484	1215726	2929687	11077880	4302978	549316	0	
vect16_sp_load_store_iter_1024_kernel	1	16	766080	13956	1218363	3105622	837182	0	0	0	1	0	0	65708	65708	65708	65708	65708	65708	65708	65708	65708	65708	65708	65708	65708	65708	0	0	0	0	0	0	0	0	0	0	0	131072	2858620	0	0	0	0	1218363	0	1218363	19087	609181	0	406121	0	406121	1214836	203061	189	812242	1218363	2899169	10833739	4333496	549316	0	
vect16_sp_load_store_iter_1024_kernel	1	32	767788	13929	1215998	3099117	838982	0	0	0	1	0	0	131364	131364	131364	131364	131364	131364	131364	131364	131364	131364	131364	131364	131364	131364	0	0	0	0	0	0	0	0	0	0	0	262144	950120	0	0	0	0	1215998	0	1215998	19064	607999	0	405332	0	405333	600216	202666	185	810665	1215998	2868652	10833739	4425048	549316	0	
vect16_sp_load_store_iter_1024_kernel	1	64	769372	13954	1218165	3107655	841201	0	0	0	2	0	0	262728	262728	262728	262728	262728	262728	262728	262728	262728	262728	262728	262728	262728	262728	0	0	0	0	0	0	0	0	0	0	0	524288	1589412	0	0	0	0	1218165	0	1218165	19071	609082	0	406055	0	406055	1212694	203028	897	812110	1218165	2868652	10559082	4364013	549316	0	
vect16_sp_load_store_iter_1024_kernel	1	128	831330	14719	1284986	3283855	905734	0	0	0	4	0	0	525456	525456	525456	525456	525456	525456	525456	525456	525456	525456	525456	525456	525456	525456	0	0	0	0	0	0	0	0	0	0	0	1048576	1626220	0	0	0	0	1284986	0	1284986	20099	642493	0	428329	0	428328	1283192	214164	206	856657	1284986	2868652	10681152	4547118	549316	0	
vect16_sp_load_store_iter_1024_kernel	1	256	1032663	17161	1498084	3880269	1116340	0	0	0	8	0	0	1050912	1050912	1050912	1050912	1050912	1050912	1050912	1050912	1050912	1050912	1050912	1050912	1050912	1050912	0	0	0	0	0	0	0	0	0	0	0	2097152	1401688	0	0	0	0	1498084	0	1498084	23449	749042	0	499361	0	499361	1493078	249681	229	998723	1498084	2990722	11077880	5371093	549316	0	
vect16_sp_load_store_iter_1024_kernel	2	256	1619285	25035	2185490	5788189	1731068	0	0	0	16	0	0	2101824	2101824	2101824	2101824	2101824	2101824	2101824	2101824	2101824	2101824	2101824	2101824	2101824	2101824	0	0	0	0	0	0	0	0	0	0	0	4194304	1981192	0	0	0	0	2185490	0	2185490	34164	1092745	0	728497	0	728496	2181751	364248	247	1456993	2185490	6256103	25268554	7659911	885009	0	
