kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect2_dp_sub_iter_1024_kernel	1	1	224749	2287977828	520172	1242924	274436	0	0	0	1	0	0	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	0	0	0	0	0	0	0	0	0	0	0	2049	495248	0	0	0	0	520172	0	520172	8666	260086	0	173391	0	173390	520172	86695	520172	346781	520172	4516601	13977050	3417968	610351	0	
vect2_dp_sub_iter_1024_kernel	1	2	224749	2289273325	518882	1236697	273928	0	0	0	1	0	0	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	0	0	0	0	0	0	0	0	0	0	0	2049	560800	0	0	0	0	518882	0	518882	8744	259441	0	172960	0	172961	518882	86481	518882	345921	518882	4699707	15319824	3479003	549316	0	
vect2_dp_sub_iter_1024_kernel	1	4	224833	2290561383	521017	1228882	273711	0	0	0	1	0	0	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	0	0	0	0	0	0	0	0	0	0	0	2049	340680	0	0	0	0	521017	0	521017	8695	260508	0	173672	0	173673	521017	86837	521017	347345	521017	0	0	3234863	0	0	
vect2_dp_sub_iter_1024_kernel	1	8	226499	2291865553	526108	1241520	275357	0	0	0	1	0	0	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	32712	0	0	0	0	0	0	0	0	0	0	0	4098	343568	0	0	0	0	526108	0	526108	8801	263054	0	175369	0	175369	526108	87685	526108	350738	526108	4516601	14221191	3051757	549316	0	
vect2_dp_sub_iter_1024_kernel	1	16	252083	2293256103	546592	1312598	302244	0	0	0	1	0	0	65252	65252	65252	65252	65252	65252	65252	65252	65252	65252	65252	65252	65252	65252	0	0	0	0	0	0	0	0	0	0	0	8196	369440	0	0	0	0	546592	0	546592	9129	273296	0	182197	0	182198	546592	91099	546592	364395	546592	4821777	0	3662109	0	0	
vect2_dp_sub_iter_1024_kernel	1	32	299332	2294505487	599374	1446797	351806	0	0	0	1	0	0	130332	130332	130332	130332	130332	130332	130332	130332	130332	130332	130332	130332	130332	130332	0	0	0	0	0	0	0	0	0	0	0	16392	420864	0	0	0	0	599374	0	599374	10016	299687	0	199791	0	199792	599374	99896	599374	399583	599374	4760742	15502929	3906250	610351	0	
vect2_dp_sub_iter_1024_kernel	1	64	299332	2295655622	602059	1453053	352465	0	0	0	2	0	0	260664	260664	260664	260664	260664	260664	260664	260664	260664	260664	260664	260664	260664	260664	0	0	0	0	0	0	0	0	0	0	0	32784	574112	0	0	0	0	602059	0	602059	10041	301029	0	200686	0	200686	602059	100343	602059	401373	602059	0	0	3906250	0	0	
vect2_dp_sub_iter_1024_kernel	1	128	299832	2297048962	598611	1450850	352189	0	0	0	4	0	0	521328	521328	521328	521328	521328	521328	521328	521328	521328	521328	521328	521328	521328	521328	0	0	0	0	0	0	0	0	0	0	0	65568	420472	0	0	0	0	598611	0	598611	9929	299305	0	199537	0	199537	598611	99769	598611	399074	598611	4821777	15991210	3662109	549316	0	
vect2_dp_sub_iter_1024_kernel	1	256	310999	2298385897	613289	1487876	364077	0	0	0	8	0	0	1042656	1042656	1042656	1042656	1042656	1042656	1042656	1042656	1042656	1042656	1042656	1042656	1042656	1042656	0	0	0	0	0	0	0	0	0	0	0	131136	1662216	0	0	0	0	613289	0	613289	10184	306644	0	204429	0	204430	613289	102215	613289	408860	613289	0	15686035	3723144	488281	0	
vect2_dp_sub_iter_1024_kernel	2	256	334415	2299685832	634295	1548290	388169	0	0	0	16	0	0	2085312	2085312	2085312	2085312	2085312	2085312	2085312	2085312	2085312	2085312	2085312	2085312	2085312	2085312	0	0	0	0	0	0	0	0	0	0	0	262272	455856	0	0	0	0	634295	0	634295	10484	317147	0	211432	0	211432	634295	105716	634295	422864	634295	0	0	3906250	0	0	
