kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect8_sp_load_store_shm_kernel	1	1	6792	2758035338	286243	611704	45946	0	0	0	1	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	2	6	4	119224	0	1	0	0	286243	0	286243	4611	143121	0	95414	0	95414	278416	47707	513	190829	286243	0	0	1739501	0	0	
vect8_sp_load_store_shm_kernel	1	2	6833	2759457200	286644	615028	45343	0	0	0	1	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	2	6	4	119376	0	1	0	0	286644	0	286644	4558	143322	0	95548	0	95548	283888	47774	628	191096	286644	0	0	1495360	0	0	
vect8_sp_load_store_shm_kernel	1	4	6834	2760765367	290522	624983	45624	0	0	0	1	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	4	12	8	119100	0	1	0	0	290522	0	290522	4627	145261	0	96841	0	96841	289552	48420	506	193682	290522	0	0	1861571	0	0	
vect8_sp_load_store_shm_kernel	1	8	6750	2762414403	287392	613922	45521	0	0	0	1	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	8	24	16	121408	0	1	0	0	287392	0	287392	5151	143696	0	95797	0	95797	284869	47898	493	191594	287392	0	0	1861571	0	0	
vect8_sp_load_store_shm_kernel	1	16	6791	2764064631	296385	626957	45310	0	0	0	1	0	0	168	168	168	168	168	168	168	168	168	168	168	168	168	168	0	0	0	0	0	0	0	0	0	16	48	32	59096	0	1	0	0	296385	0	296385	4893	148193	0	98795	0	98795	287963	49397	494	197590	296385	0	0	1892089	0	0	
vect8_sp_load_store_shm_kernel	1	32	6791	2765565617	284828	610678	45499	0	0	0	1	0	0	328	328	328	328	328	328	328	328	328	328	328	328	328	328	0	0	0	0	0	0	0	0	0	32	96	64	124768	0	1	0	0	284828	0	284828	4497	142414	0	94942	0	94942	284828	47471	464	189885	284828	0	0	1617431	0	0	
vect8_sp_load_store_shm_kernel	1	64	6916	2766911888	295200	641679	45534	0	0	0	2	0	0	656	656	656	656	656	656	656	656	656	656	656	656	656	656	0	0	0	0	0	0	0	0	0	64	192	128	119640	0	2	0	0	295200	0	295200	4774	147600	0	98400	0	98399	287744	49200	494	196800	295200	0	0	1861572	0	0	
vect8_sp_load_store_shm_kernel	1	128	7041	2768135176	285405	615451	45503	0	0	0	4	0	0	1312	1312	1312	1312	1312	1312	1312	1312	1312	1312	1312	1312	1312	1312	0	0	0	0	0	0	0	0	0	128	384	256	120360	0	4	0	0	285405	0	285405	4520	142702	0	95135	0	95135	282092	47568	2137	190270	285405	0	0	1708984	0	0	
vect8_sp_load_store_shm_kernel	1	256	7541	2769573575	290310	623470	46198	0	0	0	8	0	0	2624	2624	2624	2624	2624	2624	2624	2624	2624	2624	2624	2624	2624	2624	0	0	0	0	0	0	0	0	0	256	768	512	122720	0	8	0	0	290310	0	290310	4599	145155	0	96769	0	96770	280769	48385	809	193540	290310	0	0	1800536	0	0	
vect8_sp_load_store_shm_kernel	2	256	7583	2771030494	290179	622281	46439	0	0	0	16	0	0	5248	5248	5248	5248	5248	5248	5248	5248	5248	5248	5248	5248	5248	5248	0	0	0	0	0	0	0	0	0	512	1536	1024	116068	0	16	0	0	290179	0	290179	4764	145090	0	96726	0	96726	288910	48363	500	193453	290179	0	0	1861571	0	0	
vect8_sp_load_store_shm_kernel	3	256	7666	2772588450	289738	623996	46130	0	0	0	24	0	0	7872	7872	7872	7872	7872	7872	7872	7872	7872	7872	7872	7872	7872	7872	0	0	0	0	0	0	0	0	0	768	2304	1536	116872	0	24	0	0	289738	0	289738	4623	144869	0	96579	0	96579	288646	48289	486	193159	289738	0	0	1861571	0	0	
