kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect16_sp_mad_iter_128_unroll_64_kernel	1	1	1418369	2314986727	1773699	4709449	1523895	0	0	0	1	0	0	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	0	0	0	0	0	0	0	0	0	0	0	32258	1673492	0	0	0	0	1773699	0	1773699	27732	886849	0	591233	0	591233	0	295616	803	1182466	1773699	4638671	16784667	12542724	549316	0	
vect16_sp_mad_iter_128_unroll_64_kernel	1	2	1425786	2316539066	1776114	4722781	1532014	0	0	0	1	0	0	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	0	0	0	0	0	0	0	0	0	0	0	64516	1677140	0	0	0	0	1776114	0	1776114	27953	888057	0	592038	0	592038	1774838	296019	492	1184076	1776114	9033203	32745361	12817382	793457	0	
vect16_sp_mad_iter_128_unroll_64_kernel	1	4	1441327	2317998791	1793829	4766965	1548383	0	0	0	1	0	0	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	0	0	0	0	0	0	0	0	0	0	0	129032	1693884	0	0	0	0	1793829	0	1793829	28059	896914	0	597943	0	597942	1788270	298971	489	1195886	1793829	9094238	32867431	13031005	823974	0	
vect16_sp_mad_iter_128_unroll_64_kernel	1	8	1479202	2319347062	1834786	4878827	1587775	0	0	0	1	0	0	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	520776	0	0	0	0	0	0	0	0	0	0	0	258064	1735476	0	0	0	0	1834786	0	1834786	28957	917393	0	611595	0	611595	1832961	305797	488	1223191	1834786	9124755	33233642	13275146	793457	0	
vect16_sp_mad_iter_128_unroll_64_kernel	1	16	1472702	2320976082	1827918	4863092	1581361	0	0	0	2	0	0	1041552	1041552	1041552	1041552	1041552	1041552	1041552	1041552	1041552	1041552	1041552	1041552	1041552	1041552	0	0	0	0	0	0	0	0	0	0	0	516128	1731680	0	0	0	0	1827918	0	1827918	28594	913959	0	609306	0	609306	1827276	304652	498	1218612	1827918	9216308	33538818	13305663	793457	0	
vect16_sp_mad_iter_128_unroll_64_kernel	1	32	1478578	2322394787	1835542	4869510	1587259	0	0	0	4	0	0	2083104	2083104	2083104	2083104	2083104	2083104	2083104	2083104	2083104	2083104	2083104	2083104	2083104	2083104	0	0	0	0	0	0	0	0	0	0	0	1032256	1737392	0	0	0	0	1835542	0	1835542	28997	917771	0	611847	0	611847	1832305	305923	499	1223694	1835542	9307860	33874511	13183593	793457	0	
vect16_sp_mad_iter_128_unroll_64_kernel	1	64	1483994	2323979950	1838943	4890768	1593171	0	0	0	8	0	0	4166208	4166208	4166208	4166208	4166208	4166208	4166208	4166208	4166208	4166208	4166208	4166208	4166208	4166208	0	0	0	0	0	0	0	0	0	0	0	2064512	1741020	0	0	0	0	1838943	0	1838943	28733	919471	0	612981	0	612981	1835890	306490	512	1225962	1838943	9521484	35552978	13366699	793457	0	
vect16_sp_mad_iter_128_unroll_64_kernel	1	128	1557785	2325490429	1946835	5195970	1670298	0	0	0	16	0	0	8332416	8332416	8332416	8332416	8332416	8332416	8332416	8332416	8332416	8332416	8332416	8332416	8332416	8332416	0	0	0	0	0	0	0	0	0	0	0	4129024	1828268	0	0	0	0	1946835	0	1946835	30419	973417	0	648945	0	648945	1946318	324472	539	1297890	1946835	9887695	37170410	14221191	793457	0	
vect16_sp_mad_iter_128_unroll_64_kernel	1	256	2853906	2326734342	3446043	9389908	3017399	0	0	0	32	0	0	12498720	12498720	12498720	12498720	12498720	12498720	12498720	12498720	12498720	12498720	12498720	12498720	12498720	12498720	0	0	0	0	0	0	0	0	0	0	0	8258048	3234048	0	0	0	0	3446043	0	3446043	53845	1723022	0	1148681	0	1148681	3386047	574340	325	2297362	3446043	15380859	58837890	17944335	1037597	0	
vect16_sp_mad_iter_128_unroll_64_kernel	2	256	5780185	2328088976	6504671	17908032	6066182	0	0	0	64	0	0	16665132	16665132	16665132	16665132	16665132	16665132	16665132	16665132	16665132	16665132	16665132	16665132	16665132	16665132	0	0	0	0	0	0	0	0	0	0	0	16516096	6279380	0	0	0	0	6504671	0	6504671	101779	3252335	0	2168223	0	2168224	6497870	1084112	354	4336447	6504671	28167724	105194091	20477294	1708984	0	
