kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect8_dp_div_kernel	1	1	21250	744307484	300810	640023	60674	0	0	0	1	0	0	566	566	566	566	566	566	566	566	566	566	566	566	566	566	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	300810	0	300810	4700	150405	0	100270	0	100270	300810	50135	445	200540	300810	0	0	2014160	0	0	
vect8_dp_div_kernel	1	2	21333	745599518	299507	636105	60440	0	0	0	1	0	0	566	566	566	566	566	566	566	566	566	566	566	566	566	566	0	0	0	0	0	0	0	0	0	0	0	24	127736	0	0	0	0	299507	0	299507	4680	149754	0	99836	24614	99836	0	49918	433	199671	299507	0	0	1708984	0	0	
vect8_dp_div_kernel	1	4	20833	746943470	306365	637386	60497	0	0	0	1	0	0	566	566	566	566	566	566	566	566	566	566	566	566	566	566	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	306365	0	306365	4787	153182	0	102121	21199	102122	306365	51061	500	204244	306365	0	0	1708984	0	0	
vect8_dp_div_kernel	1	8	24500	748453792	331881	648093	63531	0	0	0	1	0	0	438	438	438	438	438	438	438	438	438	438	438	438	438	438	0	0	0	0	0	0	0	0	0	0	0	96	132328	0	0	0	0	331881	0	331881	5186	165941	0	110627	30715	110627	331881	55313	331881	221254	331881	0	0	1647949	0	0	
vect8_dp_div_kernel	1	16	29417	749875120	341695	749202	69762	0	0	0	1	0	0	456	456	456	456	456	456	456	456	456	456	456	456	456	456	0	0	0	0	0	0	0	0	0	0	0	192	137840	0	0	0	0	341695	0	341695	5339	170848	0	113899	30259	113898	341695	56949	501	227796	341695	4638671	15441894	2075195	488281	0	
vect8_dp_div_kernel	1	32	29917	751597245	309722	664359	69423	0	0	0	2	0	0	912	912	912	912	912	912	912	912	912	912	912	912	912	912	0	0	0	0	0	0	0	0	0	0	0	384	1189176	0	0	0	0	309722	0	309722	4840	154861	0	103240	0	103241	309722	51620	309722	206482	309722	0	0	1708984	0	0	
vect8_dp_div_kernel	1	64	30166	753037936	312439	662669	69419	0	0	0	4	0	0	1824	1824	1824	1824	1824	1824	1824	1824	1824	1824	1824	1824	1824	1824	0	0	0	0	0	0	0	0	0	0	0	768	0	0	0	0	0	312439	0	312439	4881	156219	0	104146	36461	104146	312439	52073	474	208293	312439	0	0	1647949	0	0	
vect8_dp_div_kernel	1	128	31083	754482061	341252	746515	71269	0	0	0	8	0	0	3648	3648	3648	3648	3648	3648	3648	3648	3648	3648	3648	3648	3648	3648	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	0	0	0	341252	0	341252	5332	170626	0	113750	30546	113751	341252	56875	521	227502	341252	4638671	15869140	1647949	671386	0	
vect8_dp_div_kernel	1	256	33083	755683125	317531	675660	72348	0	0	0	16	0	0	7296	7296	7296	7296	7296	7296	7296	7296	7296	7296	7296	7296	7296	7296	0	0	0	0	0	0	0	0	0	0	0	3072	0	0	0	0	0	317531	0	317531	4961	158766	0	105843	0	105844	0	52922	548	211687	317531	4821777	16113281	2075195	549316	0	
vect8_dp_div_kernel	2	256	36583	757069904	323887	699126	76762	0	0	0	32	0	0	15432	15432	15432	15432	15432	15432	15432	15432	15432	15432	15432	15432	15432	15432	0	0	0	0	0	0	0	0	0	0	0	6144	145624	0	0	0	0	323887	0	323887	5061	161943	0	107963	32589	107962	323887	53981	645	215925	323887	0	0	1708984	0	0	
