#block size	threads per block	Total threads	FLOP/cy (using C instructions)
1.0	1.0	1.0	0.5033718911777808	
1.0	2.0	2.0	1.0067437823555616	
1.0	4.0	4.0	2.0134875647111232	
1.0	8.0	8.0	4.0269751294222464	
1.0	16.0	16.0	4.0269751294222464	
1.0	32.0	32.0	4.0269751294222464	
1.0	64.0	64.0	4.0269751294222464	
1.0	128.0	128.0	4.0269751294222464	
1.0	256.0	256.0	5.369258932114649	
2.0	256.0	512.0	8.053810590394153	
3.0	256.0	768.0	8.05391288457455	
4.0	256.0	1024.0	8.053936968385482	
5.0	256.0	1280.0	8.053837170521858	
6.0	256.0	1536.0	8.053570893894896	
7.0	256.0	1792.0	8.056773386776912	
8.0	256.0	2048.0	8.052976667587107	
9.0	256.0	2304.0	8.05422176970086	
10.0	256.0	2560.0	8.053600758527384	
11.0	256.0	2816.0	8.032966220892845	
12.0	256.0	3072.0	8.045982732436492	
13.0	256.0	3328.0	8.053029436040983	
14.0	256.0	3584.0	8.053998864325274	
15.0	256.0	3840.0	8.053736585799218	
16.0	256.0	4096.0	8.063936769782904	
17.0	256.0	4352.0	8.045052435714052	
18.0	256.0	4608.0	8.049661785600582	
19.0	256.0	4864.0	8.058119598703161	
20.0	256.0	5120.0	8.054617544598234	
21.0	256.0	5376.0	8.062118590908817	
22.0	256.0	5632.0	8.05877893671727	
23.0	256.0	5888.0	8.050786329568561	
24.0	256.0	6144.0	8.05446910431401	
25.0	256.0	6400.0	8.053443338647249	
26.0	256.0	6656.0	8.04520945144369	
27.0	256.0	6912.0	8.050926928211355	
28.0	256.0	7168.0	8.053004363870713	
29.0	256.0	7424.0	8.061165674088372	
30.0	256.0	7680.0	8.054528766564523	
31.0	256.0	7936.0	8.054290883722212	
32.0	256.0	8192.0	8.055995216379264	
64.0	256.0	16384.0	8.052258615183653	
128.0	256.0	32768.0	8.054861424384155	
256.0	256.0	65536.0	8.053820844865816	
512.0	256.0	131072.0	8.053983530492758	
1024.0	256.0	262144.0	8.05366591111509	
