#block size	threads per block	Total threads	Theoretical FLOP/cycle
1.0	1.0	1.0	0.9895811312777459	
1.0	2.0	2.0	1.9791622625554919	
1.0	4.0	4.0	3.9583245251109838	
1.0	8.0	8.0	7.9166490502219675	
1.0	16.0	16.0	7.9559325634683375	
1.0	32.0	32.0	7.975720881411109	
1.0	64.0	64.0	7.975720881411109	
1.0	128.0	128.0	7.975720881411109	
1.0	256.0	256.0	7.975720881411109	
2.0	256.0	512.0	7.975720881411109	
3.0	256.0	768.0	7.975720881411109	
4.0	256.0	1024.0	10.633674411057815	
5.0	256.0	1280.0	13.29131798235051	
6.0	256.0	1536.0	15.94865164950492	
7.0	256.0	1792.0	15.951095111793002	
8.0	256.0	2048.0	15.956859871741388	
9.0	256.0	2304.0	15.960592295215308	
10.0	256.0	2560.0	15.957733713300753	
11.0	256.0	2816.0	15.949821889452279	
12.0	256.0	3072.0	15.95616746864944	
13.0	256.0	3328.0	15.95666885295795	
14.0	256.0	3584.0	15.956965295721945	
15.0	256.0	3840.0	15.957464050434208	
16.0	256.0	4096.0	15.955516854206405	
17.0	256.0	4352.0	15.954513978682652	
18.0	256.0	4608.0	15.953438067815476	
19.0	256.0	4864.0	15.951992558438208	
20.0	256.0	5120.0	15.95257704207734	
21.0	256.0	5376.0	15.669799204442711	
22.0	256.0	5632.0	15.818103960479206	
23.0	256.0	5888.0	15.954538269688513	
24.0	256.0	6144.0	15.952330937432215	
25.0	256.0	6400.0	15.95235543379465	
26.0	256.0	6656.0	15.878865518913866	
27.0	256.0	6912.0	15.93379536086612	
28.0	256.0	7168.0	15.90012479797036	
29.0	256.0	7424.0	15.90941969605749	
30.0	256.0	7680.0	15.833384767341801	
31.0	256.0	7936.0	15.968045591610059	
32.0	256.0	8192.0	15.951567359833346	
64.0	256.0	16384.0	15.971715471840866	
128.0	256.0	32768.0	15.95754711751523	
256.0	256.0	65536.0	15.95564820576311	
512.0	256.0	131072.0	15.952475627273017	
1024.0	256.0	262144.0	15.952229901989766	
2048.0	256.0	524288.0	15.952705458142223	
4096.0	256.0	1048576.0	15.952341054378122	
8192.0	256.0	2097152.0	15.952204256358625	
