#block size	threads per block	Total threads	Theoretical GFLOP/s
1.0	1.0	1.0	0.01595860736215441	
1.0	2.0	2.0	0.03191721472430882	
1.0	4.0	4.0	0.064	
1.0	8.0	8.0	0.12766885889723528	
1.0	16.0	16.0	0.2523838131768258	
1.0	32.0	32.0	0.5034801714733494	
1.0	64.0	64.0	1.004383141762452	
1.0	128.0	128.0	2.0216553043156367	
1.0	256.0	256.0	4.032984615384615	
2.0	256.0	512.0	8.055682743573591	
3.0	256.0	768.0	12.068133689347206	
4.0	256.0	1024.0	15.827562264150943	
5.0	256.0	1280.0	19.78445283018868	
6.0	256.0	1536.0	23.68164777090203	
7.0	256.0	1792.0	27.524982375088126	
8.0	256.0	2048.0	31.378989421393623	
9.0	256.0	2304.0	35.38926305368473	
10.0	256.0	2560.0	38.4561444687312	
11.0	256.0	2816.0	42.09611678832117	
12.0	256.0	3072.0	45.700870222131826	
13.0	256.0	3328.0	48.05505104630831	
14.0	256.0	3584.0	51.63000998832351	
15.0	256.0	3840.0	55.12399590652293	
16.0	256.0	4096.0	57.2601228668942	
17.0	256.0	4352.0	60.701318513675496	
18.0	256.0	4608.0	64.1985306122449	
19.0	256.0	4864.0	66.11625715158031	
20.0	256.0	5120.0	69.44211920529801	
21.0	256.0	5376.0	64.1985306122449	
22.0	256.0	5632.0	65.72271225071225	
23.0	256.0	5888.0	68.38590840006351	
24.0	256.0	6144.0	69.97037234752436	
25.0	256.0	6400.0	69.78150687848716	
26.0	256.0	6656.0	72.50868626261982	
27.0	256.0	6912.0	72.346631504707	
28.0	256.0	7168.0	74.83490513136833	
29.0	256.0	7424.0	77.63897995240868	
30.0	256.0	7680.0	80.04396946564886	
31.0	256.0	7936.0	82.9942399607827	
32.0	256.0	8192.0	82.30903881628008	
64.0	256.0	16384.0	118.01062131155612	
128.0	256.0	32768.0	145.99483973145718	
256.0	256.0	65536.0	167.56354338848135	
512.0	256.0	131072.0	180.05796510395567	
1024.0	256.0	262144.0	188.60817681297092	
2048.0	256.0	524288.0	193.16614339756242	
4096.0	256.0	1048576.0	194.25528676911966	
8192.0	256.0	2097152.0	195.57770158613584	
